Time,Start,Max,Min,End,Tot_trans
1542672000000,536840,537957,536840,537957,2.9254
1542672060000,537833,540000,537833,540000,5.3436
1542672120000,540000,540300,539942,539950,4.5347
1542672180000,539947,540235,539293,540000,3.0601
1542672240000,539990,542161,539914,541499,3.7324
1542672300000,541498,542309,540598,540598,3.3141
1542672360000,540550,541528,540000,540005,0.7697
1542672420000,540340,541000,540075,540541,1.9612
1542672480000,540531,541000,539901,540829,2.1620
1542672540000,540616,541313,540219,540700,3.9232
1542672600000,540935,541081,540700,540700,5.1636
1542672660000,540700,540814,538577,539375,4.3289
1542672720000,539375,539915,539268,539462,1.4666
1542672780000,539603,539806,539396,539806,1.3975
1542672840000,539796,539806,539736,539806,4.2058
1542672900000,539806,541500,539747,540933,5.9612
1542672960000,540448,543000,540063,542539,6.2679
1542673020000,543000,543000,542000,543000,4.6101
1542673080000,542640,543000,542000,542240,2.7826
1542673140000,542051,543512,542051,543159,6.5535
1542673200000,543160,543420,542787,542885,4.5942
1542673260000,542885,544000,542885,543992,2.5326
1542673320000,543992,544297,543501,543639,2.8125
1542673380000,543718,544950,543017,543399,2.9624
1542673440000,543022,543544,542886,543284,1.7942
1542673500000,543075,543482,542019,542671,2.3440
1542673560000,542672,543125,542235,542935,1.4087
1542673620000,542727,543231,542727,543055,0.9331
1542673680000,543055,543828,542819,543426,1.0416
1542673740000,543426,544000,543244,543994,3.6524
1542673800000,543937,544000,543210,543408,3.1777
1542673860000,543398,543729,542993,543263,1.5457
1542673920000,543132,543236,542339,542554,0.9649
1542673980000,542768,542872,542000,542330,2.7527
1542674040000,542757,542867,542361,542600,2.3759
1542674100000,542557,543355,542557,542982,3.9394
1542674160000,542980,543000,542902,542947,3.0715
1542674220000,542947,543000,542801,542810,3.7090
1542674280000,542810,544401,542810,544401,2.6426
1542674340000,544401,545045,544210,544748,2.5069
1542674400000,544587,544943,544331,544943,2.8711
1542674460000,544464,545528,544393,545528,0.6600
1542674520000,545507,546677,545065,546395,3.7188
1542674580000,546398,547000,545026,546000,5.3276
1542674640000,545984,547500,545893,547041,3.6468
1542674700000,547098,547372,546595,547083,1.3684
1542674760000,547098,547190,546000,546000,5.8760
1542674820000,546007,546209,545095,545676,0.8083
1542674880000,545666,545676,545091,545500,1.1574
1542674940000,545502,545505,545000,545222,1.1504
1542675000000,545080,545800,545010,545582,3.9713
1542675060000,545375,546110,545015,545635,1.8999
1542675120000,545437,546110,545389,546100,2.4861
1542675180000,546100,546562,545780,546480,2.1009
1542675240000,546286,548300,546286,548300,6.9086
1542675300000,548265,548746,547325,547325,6.6076
1542675360000,547435,547980,546829,547980,4.7416
1542675420000,547969,547980,547000,547200,2.9609
1542675480000,547200,547207,545859,545859,1.6142
1542675540000,545858,546530,545500,546328,3.6636
1542675600000,546204,546615,546204,546500,1.7762
1542675660000,546510,546510,545500,545829,2.6568
1542675720000,545829,545829,544900,545045,7.0661
1542675780000,545000,545090,542600,544300,6.2931
1542675840000,544300,544737,543691,544308,2.0887
1542675900000,544434,544555,543984,544235,1.6211
1542675960000,544009,544456,543931,544000,3.0797
1542676020000,543992,544000,543159,544000,3.4734
1542676080000,544000,544000,542638,543795,1.9379
1542676140000,543605,543937,543415,543791,1.0353
1542676200000,543660,544500,543124,544279,6.2994
1542676260000,544497,544498,544099,544190,1.2319
1542676320000,544270,545000,544200,545000,3.7966
1542676380000,544891,545714,544372,544600,4.5739
1542676440000,544598,545493,544585,545479,2.2263
1542676500000,545469,545469,544880,545176,0.7757
1542676560000,544920,545980,544086,545980,4.9866
1542676620000,545974,546237,545000,545590,3.0091
1542676680000,545590,545600,545076,545100,0.8574
1542676740000,545100,545432,543889,545044,2.0462
1542676800000,544952,546495,543986,544159,3.8350
1542676860000,544199,544199,543452,543674,1.7432
1542676920000,543741,544250,543589,543956,2.0799
1542676980000,543923,544000,543486,543900,3.1172
1542677040000,543909,544000,543900,543923,2.2477
1542677100000,543900,543989,543011,543739,3.6845
1542677160000,543487,543716,543079,543388,1.2507
1542677220000,543519,543827,543000,543378,2.6038
1542677280000,543308,543308,542706,542706,0.8637
1542677340000,542610,542732,542000,542211,3.1138
1542677400000,542211,543110,542201,543064,1.3871
1542677460000,542722,543047,542063,542810,2.9528
1542677520000,542811,542950,542311,542930,1.9393
1542677580000,542702,542908,542213,542439,4.2366
1542677640000,542224,542432,541826,542200,2.0212
1542677700000,542200,542369,541954,542190,2.6872
1542677760000,542140,542560,542101,542242,4.7650
1542677820000,542219,542930,542101,542900,4.1643
1542677880000,542739,542898,542300,542646,1.1431
1542677940000,542403,542592,541784,542210,3.6797
1542678000000,542190,542611,540581,542611,7.4342
1542678060000,541398,542611,541388,541500,2.5947
1542678120000,541510,542102,541510,542090,2.3411
1542678180000,541756,542798,541756,542162,3.6322
1542678240000,542383,542755,542246,542745,11.1584
1542678300000,542745,542850,542745,542750,3.1186
1542678360000,542755,542980,542745,542820,3.5501
1542678420000,542980,544000,542815,543799,4.6160
1542678480000,543893,544425,543219,543220,2.0235
1542678540000,543001,543491,542805,543185,1.7503
1542678600000,543043,544000,543043,543661,3.8886
1542678660000,543831,544000,543291,543529,5.6786
1542678720000,543539,544000,543533,543533,2.3585
1542678780000,543774,543778,543291,543778,7.6679
1542678840000,543778,543778,543400,543400,1.1138
1542678900000,543362,543820,543000,543282,3.7295
1542678960000,543086,543086,542005,542699,6.7381
1542679020000,542699,542755,542233,542460,1.2563
