Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1534377600000,691884,692055,686389,691010,10.8642,689222,-1,0,0,0
1534377660000,691011,693845,690880,692037,5.2975,692362,1,0,0,0
1534377720000,692259,692470,691528,691589,1.7398,691999,-1,0,0,0
1534377780000,691594,692782,691005,692223,1.4959,691893,0,-1,0,0
1534377840000,692229,693500,692126,692138,2.1022,692813,-1,-1,0,0
1534377900000,692126,692831,690901,691004,3.42,691866,-1,-2,0,0
1534377960000,690936,690936,689412,689413,2.5923,690174,-1,-2,0,0
1534378020000,689412,689413,688535,689190,4.9096,688974,-1,-2,0,0
1534378080000,688989,690229,688807,689301,1.5767,689518,0,-1,0,0
1534378140000,689301,689325,684110,687010,8.2779,686717,-1,-1,0,0
1534378200000,687010,688918,687005,687842,4.2681,687961,0,-1,0,0
1534378260000,687800,688122,687020,687985,6.2486,687571,0,0,0,0
1534378320000,688151,689980,688036,689499,3.7716,689008,1,1,0,0
1534378380000,689509,689979,688384,689082,14.9368,689181,-1,0,0,0
1534378440000,688919,689100,687200,688560,3.7257,688150,-1,-2,0,0
1534378500000,688790,689050,687900,689034,7.0179,688475,0,-1,1,0
1534378560000,689029,691000,688900,690048,10.0932,689950,1,1,0,0
1534378620000,690106,690197,689100,690062,2.8189,689648,-1,0,0,0
1534378680000,689810,690195,689506,690156,2.6741,689850,0,-1,1,0
1534378740000,690166,690480,688776,688996,4.1672,689628,-1,-1,0,0
1534378800000,688778,689643,687500,689493,2.7039,688571,0,-1,0,0
1534378860000,689060,689446,688465,689200,0.4634,688955,0,0,0,0
1534378920000,689323,690276,689130,689215,4.4747,689703,-1,-1,0,0
1534378980000,689256,690000,689110,689922,1.5006,689555,0,-1,1,0
1534379040000,689922,690944,689161,690944,2.8241,690052,1,1,1,0
1534379100000,690981,691450,690505,691450,3.232,690977,0,1,1,0
1534379160000,691542,692103,690940,691166,2.2722,691521,-1,-1,0,0
1534379220000,691022,691312,690052,690699,1.9422,690682,-1,-2,0,0
1534379280000,690062,690681,689572,690008,2.432,690126,-1,-2,0,0
1534379340000,690008,690010,690003,690010,8.9291,690006,0,-1,1,0
1534379400000,690010,691500,689557,689810,7.5935,690528,-1,-1,0,0
1534379460000,689865,690472,689557,689557,1.0264,690014,-1,-2,0,0
1534379520000,689557,690531,689557,690311,0.9393,690044,0,-1,0,0
1534379580000,690109,691500,690105,690996,0.6347,690802,0,0,0,0
1534379640000,690945,691999,690945,691430,4.2932,691472,0,0,0,0
1534379700000,691435,691494,690186,690500,0.9107,690840,-1,-1,0,0
1534379760000,690676,691684,690193,690662,1.7666,690938,-1,-2,0,0
1534379820000,691436,691436,690661,691355,0.7326,691048,-1,-2,0,0
1534379880000,691224,691657,690490,691000,0.9052,691073,-1,-2,0,0
1534379940000,690560,690940,690100,690565,0.7776,690520,0,-1,0,0
1534380000000,690550,690999,690000,690893,1.0403,690499,0,0,0,0
1534380060000,690819,691306,690593,691303,0.9351,690949,0,0,1,0
1534380120000,691219,691313,690582,691125,1.8204,690947,-1,-1,0,0
1534380180000,691092,691125,690593,690957,1.2541,690859,-1,-2,0,0
1534380240000,691011,691049,690968,691034,0.1729,691008,0,-1,0,0
1534380300000,691044,691125,691016,691125,5.0658,691070,0,0,1,0
1534380360000,691125,691125,691011,691125,2.4091,691068,0,0,0,0
1534380420000,691125,691904,691118,691500,4.3331,691511,0,0,0,0
1534380480000,691479,692000,691220,692000,1.2567,691610,0,0,1,0
1534380540000,692010,693000,691501,692455,3.7227,692250,0,0,0,0
1534380600000,692711,694000,692648,693345,5.7976,693324,0,0,0,0
1534380660000,693345,694250,692649,693999,8.0453,693449,0,0,0,0
1534380720000,693762,694787,693526,694097,2.9789,694156,0,0,0,0
1534380780000,694692,696575,694215,695880,6.1654,695395,1,1,0,0
1534380840000,695881,696293,695020,695020,9.9287,695656,-1,0,0,0
1534380900000,695360,696999,695003,696180,21.3108,696001,0,-1,0,0
1534380960000,695420,696157,694762,695383,9.0221,695459,-1,-1,0,0
1534381020000,695497,695898,695488,695800,1.5962,695693,0,-1,0,0
1534381080000,695633,695811,695509,695603,1.6428,695660,-1,-1,0,0
1534381140000,695603,696141,695500,695500,3.8009,695820,-1,-2,0,0
1534381200000,695501,695630,695100,695425,3.1195,695365,-1,-2,0,0
1534381260000,695399,695425,694761,694955,1.9819,695093,-1,-2,0,0
1534381320000,694900,694924,694500,694500,1.2221,694712,-1,-2,0,0
1534381380000,694500,694630,693645,693940,1.8792,694137,-1,-2,0,0
1534381440000,693940,694613,693458,693867,1.5666,694035,-1,-2,0,0
1534381500000,693882,694630,693882,694610,0.7085,694256,0,-1,1,0
1534381560000,694611,695097,694005,695097,3.6073,694551,0,0,1,0
1534381620000,694584,694804,693922,693991,1.6242,694363,-1,-1,0,0
1534381680000,693955,694116,692754,693827,0.8182,693435,-1,-2,0,0
1534381740000,693688,695415,693686,694735,5.0814,694550,1,0,0,0
1534381800000,694735,695233,694306,694315,1.135,694769,-1,0,0,0
1534381860000,694374,694633,694315,694395,0.7682,694474,0,-1,0,0
1534381920000,694331,694448,693682,693682,6.2138,694065,-1,-1,0,0
1534381980000,693315,693767,692762,692808,3.6301,693264,-1,-2,0,0
1534382040000,692780,694700,692764,693431,5.1344,693732,0,-1,0,0
1534382100000,692921,693201,692098,692098,3.7178,692649,-1,-1,0,0
1534382160000,692098,693589,691853,692750,4.0192,692721,0,-1,0,0
1534382220000,692750,692840,692063,692800,3.2928,692451,0,0,0,0
1534382280000,692706,693700,692344,692375,1.2256,693022,-1,-1,0,0
1534382340000,692381,692949,692381,692933,0.7734,692665,0,-1,1,0
1534382400000,693368,693698,692494,693016,1.1422,693096,-1,-1,0,0
1534382460000,693017,693347,691601,691620,2.5046,692474,-1,-2,0,0
1534382520000,692027,692662,691400,691574,2.6588,692031,-1,-2,0,0
1534382580000,691727,691727,691118,691186,2.9436,691422,-1,-2,0,0
1534382640000,691232,691242,690574,690574,0.9746,690908,-1,-2,0,0
1534382700000,691105,691160,690205,691160,3.5035,690682,0,-1,1,0
1534382760000,691160,691160,690162,690462,2.9622,690661,-1,-1,0,0
1534382820000,690473,690985,690100,690747,1.5351,690542,0,-1,0,0
1534382880000,690688,690975,690368,690779,1.6278,690671,0,0,0,0
1534382940000,690767,690801,690100,690801,4.1473,690450,0,0,1,0
1534383000000,690803,692600,690798,692188,2.8184,691699,1,1,0,0
1534383060000,691910,693357,691903,693357,0.7543,692630,1,2,1,0
1534383120000,693129,693431,692957,693037,0.0667,693194,-1,0,0,0
1534383180000,693040,693401,692330,692802,0.3711,692865,-1,-2,0,0
1534383240000,692648,693898,692501,693152,2.245,693199,0,-1,0,0
1534383300000,693192,694309,693187,693745,2.8023,693748,0,0,0,0
1534383360000,693678,693719,690000,692505,2.3792,691859,-1,-1,0,0
1534383420000,692502,692502,691532,691696,0.7428,692017,-1,-2,0,0
1534383480000,691691,691912,691010,691739,2.5164,691461,0,-1,0,0
1534383540000,691437,691902,689642,690990,2.7872,690772,-1,-1,0,0
1534383600000,690993,691620,690263,691388,2.0481,690941,0,-1,0,0
1534383660000,691047,691892,690939,691415,2.4813,691415,0,0,0,0
1534383720000,691336,691485,691000,691000,5.472,691242,-1,-1,0,0
1534383780000,691000,691892,690537,691407,1.2135,691214,0,-1,0,0
1534383840000,691261,692157,691251,692157,1.3828,691704,0,0,1,0
1534383900000,692157,692892,691470,692299,3.4358,692181,0,0,0,0
1534383960000,692162,692298,691477,691477,0.4164,691887,-1,-1,0,0
1534384020000,691828,692138,691612,692013,0.2022,691875,0,-1,0,0
1534384080000,692008,692017,691425,692000,0.2235,691721,-1,-1,0,0
1534384140000,691712,691996,691389,691982,0.6079,691692,0,-1,1,0
1534384200000,691982,692286,691982,692286,0.8272,692134,0,0,1,0
1534384260000,692065,693529,690000,693524,6.9767,691764,1,1,1,0
1534384320000,693378,693837,692715,692715,2.9476,693276,-1,0,0,0
1534384380000,693274,693495,692380,693495,1.1046,692937,0,-1,1,0
1534384440000,693095,694000,693090,693637,2.1813,693545,0,0,0,0
1534384500000,693642,694692,692994,694370,2.2727,693843,0,0,0,0
1534384560000,693809,694403,693805,693842,1.6279,694104,0,0,0,0
1534384620000,693842,693875,693668,693830,1.0015,693771,-1,-1,0,0
1534384680000,693831,694000,693481,693508,2.9264,693740,-1,-2,0,0
1534384740000,693524,693699,692980,693453,2.9385,693339,-1,-2,0,0
1534384800000,692980,693700,692764,692819,1.1783,693232,-1,-2,0,0
1534384860000,693251,693585,691426,692961,1.8988,692505,-1,-2,0,0
1534384920000,692887,693998,692771,693703,0.5859,693384,0,-1,0,0
1534384980000,693458,694632,693454,694161,1.0657,694043,0,0,0,0
1534385040000,693774,694205,693286,694000,2.6253,693745,0,0,0,0
1534385100000,693658,694282,693107,694281,0.6911,693694,0,0,1,0
1534385160000,693661,694357,693651,693869,0.7668,694004,0,0,0,0
1534385220000,693929,695000,693711,694124,2.1553,694355,0,0,0,0
1534385280000,694123,694580,693646,693760,3.589,694113,-1,-1,0,0
1534385340000,693750,693974,693286,693550,1.663,693630,-1,-2,0,0
1534385400000,693555,694187,693551,693745,0.3098,693869,0,-1,0,0
1534385460000,694186,694659,693791,694322,1.1589,694225,0,0,0,0
1534385520000,694118,694384,693285,693906,0.5628,693834,-1,-1,0,0
1534385580000,693906,694581,693906,694113,0.3171,694243,0,-1,0,0
1534385640000,694116,695117,694116,695117,2.4619,694616,1,1,1,0
1534385700000,695062,695466,695062,695269,1.2052,695264,0,1,0,0
1534385760000,695202,695202,695000,695173,0.8962,695101,-1,-1,0,0
1534385820000,695149,696001,695011,695325,0.4853,695506,0,-1,0,0
1534385880000,695549,696360,695406,695632,0.794,695883,0,0,0,0
1534385940000,696129,697050,695642,696418,1.0593,696346,0,0,0,0
1534386000000,696554,697091,696418,696647,2.1623,696754,0,0,0,0
1534386060000,696425,697685,696418,697685,1.9152,697051,1,1,1,0
1534386120000,697023,698401,696993,697000,8.5426,697697,-1,0,0,0
1534386180000,697000,697000,696418,696428,1.309,696709,-1,-2,0,0
1534386240000,696428,696478,696000,696096,1.5841,696239,-1,-2,0,0
1534386300000,696096,696096,696000,696096,6.3107,696048,0,-1,0,0
1534386360000,696298,696306,696011,696157,1.155,696158,-1,-1,0,0
1534386420000,696306,696751,696224,696741,0.8091,696487,0,-1,1,0
1534386480000,696265,696574,695991,696215,1.0059,696282,-1,-1,0,0
1534386540000,696205,696751,695992,696141,3.8056,696371,-1,-2,0,0
1534386600000,695882,696120,695500,696103,0.8506,695810,0,-1,1,0
1534386660000,696106,696749,695677,696420,1.4357,696213,0,0,0,0
1534386720000,696470,696630,696073,696555,2.0688,696351,0,0,0,0
1534386780000,696471,696555,696471,696476,1.0665,696513,0,0,0,0
1534386840000,696481,696746,695935,696120,0.8079,696340,-1,-1,0,0
1534386900000,696235,697999,695936,696886,2.2672,696967,0,-1,0,0
1534386960000,696849,696874,695777,696671,3.8873,696325,-1,-1,0,0
1534387020000,696661,696671,695981,696483,1.2189,696326,-1,-2,0,0
1534387080000,696349,696469,695653,695754,1.315,696061,-1,-2,0,0
1534387140000,695830,696233,695737,696233,0.6716,695985,0,-1,1,0
1534387200000,696243,696243,695548,695662,0.5676,695895,-1,-1,0,0
1534387260000,695999,696241,695575,695575,0.2142,695908,-1,-2,0,0
1534387320000,695571,696128,695500,695963,1.2715,695814,0,-1,0,0
1534387380000,695501,695973,694751,695503,4.3986,695362,0,0,0,0
1534387440000,695343,695559,694237,694237,1.0112,694898,-1,-1,0,0
1534387500000,694239,694971,694236,694378,1.6753,694603,0,-1,0,0
1534387560000,694378,695151,694378,695151,3.4301,694764,0,0,1,0
1534387620000,695151,695400,695010,695295,1.0832,695205,0,0,0,0
1534387680000,695305,695683,695273,695399,0.1927,695478,0,0,0,0
1534387740000,695533,695963,695489,695808,0.6668,695726,0,0,0,0
1534387800000,695899,696000,695392,695948,2.2007,695696,0,0,0,0
1534387860000,695948,696000,695014,695956,1.156,695507,0,0,0,0
1534387920000,695954,696414,695946,696414,0.6964,696180,0,0,1,0
1534387980000,696335,696410,696000,696174,1.3097,696205,-1,-1,0,0
1534388040000,696031,696246,696005,696046,0.1975,696125,0,-1,0,0
1534388100000,696001,696405,696000,696322,0.4536,696202,0,0,0,0
1534388160000,696058,696204,695710,695710,1.0754,695957,-1,-1,0,0
1534388220000,695806,697000,695710,697000,1.1983,696355,1,0,1,0
1534388280000,697007,697387,696512,696720,1.6792,696949,-1,0,0,0
1534388340000,696919,697183,696512,697183,1.5999,696847,0,-1,1,0
1534388400000,697032,698000,697022,697490,1.6717,697511,0,0,0,0
1534388460000,697420,697982,697233,697719,1.1518,697607,0,0,0,0
1534388520000,697789,700005,697789,698555,7.9896,698897,0,0,0,0
1534388580000,698555,698961,698348,698951,2.0167,698654,0,0,1,0
1534388640000,698961,699184,698361,698824,1.6463,698772,-1,-1,0,0
1534388700000,698377,699045,698358,699045,2.3574,698701,0,-1,1,0
1534388760000,699045,699512,699011,699510,2.0953,699261,0,0,1,0
1534388820000,699517,702000,699500,700348,6.2946,700750,0,0,0,0
1534388880000,700348,701173,699080,700390,8.2338,700126,0,0,0,0
1534388940000,700268,700647,699505,700623,3.982,700076,0,0,1,0
1534389000000,700384,700444,699611,699624,2.2893,700027,-1,-1,0,0
1534389060000,700337,700347,699429,699679,0.9316,699888,-1,-2,0,0
1534389120000,699560,699560,698942,698942,0.7084,699251,-1,-2,0,0
1534389180000,699109,699500,698643,699249,3.1473,699071,0,-1,0,0
1534389240000,699115,699490,698206,699485,9.4863,698848,0,0,1,0
1534389300000,699296,699470,698686,698686,2.5678,699078,-1,-1,0,0
1534389360000,698989,699281,698051,698051,1.2202,698666,-1,-2,0,0
1534389420000,698056,699904,698002,698588,2.0732,698953,0,-1,0,0
1534389480000,698588,698975,698080,698961,1.8845,698527,0,0,1,0
1534389540000,698938,699071,698571,698735,0.9955,698821,-1,-1,0,0
1534389600000,698796,698796,697486,697486,1.7861,698141,-1,-2,0,0
1534389660000,697596,697751,697003,697742,4.7062,697377,0,-1,1,0
1534389720000,697655,697953,697179,697442,0.9637,697566,-1,-1,0,0
1534389780000,697505,698852,697505,698767,1.1362,698178,1,0,1,0
1534389840000,698800,699057,698478,699057,1.1753,698767,0,1,1,0
1534389900000,699093,699454,698962,699260,0.348,699208,0,0,0,0
1534389960000,699257,699454,698814,699039,0.8008,699134,-1,-1,0,0
1534390020000,699264,700000,699200,699239,3.6107,699600,-1,-2,0,0
1534390080000,699741,700000,699239,700000,2.4816,699619,0,-1,1,0
1534390140000,700000,700355,699000,700225,15.1086,699677,0,0,0,0
1534390200000,699524,700355,699290,699592,3.1403,699822,0,0,0,0
1534390260000,699566,699589,698408,699588,1.2868,698998,0,0,1,0
1534390320000,699588,699588,698836,699240,1.1837,699212,-1,-1,0,0
1534390380000,699395,699765,698918,699690,1.0762,699341,0,-1,0,0
1534390440000,699473,699675,699257,699628,0.5511,699466,0,0,0,0
1534390500000,699668,699985,699398,699419,0.3159,699691,-1,-1,0,0
1534390560000,699602,699831,699393,699393,1.212,699612,-1,-2,0,0
1534390620000,699419,699631,698923,699152,0.8193,699277,-1,-2,0,0
1534390680000,699021,699469,698852,699257,0.1731,699160,0,-1,0,0
1534390740000,699110,699420,699056,699419,0.7006,699238,0,0,1,0
1534390800000,699417,699417,698858,698858,3.0883,699137,-1,-1,0,0
1534390860000,698868,698960,698265,698594,3.0856,698612,-1,-2,0,0
1534390920000,698430,698548,698036,698374,0.6138,698292,-1,-2,0,0
1534390980000,698225,698898,697648,698518,2.0225,698273,0,-1,0,0
1534391040000,698461,699165,698082,698228,2.6399,698623,-1,-1,0,0
1534391100000,698658,698957,698002,698637,0.2465,698479,-1,-2,0,0
1534391160000,698011,698480,697440,697440,2.0815,697960,-1,-2,0,0
1534391220000,697950,698000,697270,697365,1.5887,697635,-1,-2,0,0
1534391280000,697352,698287,697178,697178,3.4686,697732,-1,-2,0,0
1534391340000,697178,697587,696735,697062,3.434,697161,-1,-2,0,0
1534391400000,696758,698500,696140,697889,1.4021,697320,1,0,0,0
1534391460000,697482,698487,696711,697000,3.1634,697599,-1,0,0,0
1534391520000,696973,696973,695367,695408,5.0693,696170,-1,-2,0,0
1534391580000,696118,696757,695390,696612,2.5197,696073,0,-1,0,0
1534391640000,696598,696761,695411,696711,3.1772,696086,0,0,0,0
1534391700000,696307,696761,695409,696200,3.6933,696085,-1,-1,0,0
1534391760000,696200,696768,695818,696767,3.0906,696293,0,-1,1,0
1534391820000,696758,696758,695501,696100,2.3167,696129,-1,-1,0,0
1534391880000,695826,696493,695636,695950,1.0169,696064,0,-1,0,0
1534391940000,695951,696230,695305,695901,0.461,695767,-1,-1,0,0
1534392000000,695500,695687,694010,694010,3.5539,694848,-1,-2,0,0
1534392060000,694641,695227,694020,694502,1.295,694623,-1,-2,0,0
1534392120000,694717,694948,694237,694942,3.2078,694592,0,-1,1,0
1534392180000,694642,694942,694010,694010,2.4766,694476,-1,-1,0,0
