Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1526342400000,955118,956000,954501,955408,0.4331,955250,0,0,0,0
1526342460000,955408,955464,954500,954510,0.9941,954982,-1,0,0,0
1526342520000,954720,954720,953000,953904,1.1848,953860,-1,-2,0,0
1526342580000,953905,954700,953905,954058,0.9753,954302,0,-1,0,0
1526342640000,954093,955499,954068,955400,0.8453,954783,1,1,1,0
1526342700000,954787,956989,954783,956989,0.4757,955886,1,2,1,0
1526342760000,956064,960664,955629,960226,3.1798,958146,1,2,1,0
1526342820000,960568,964000,956601,959996,4.8176,960300,-1,0,0,4504
1526342880000,959996,962199,959833,960891,1.9058,961016,0,-1,0,4504
1526342940000,960188,961570,959197,961565,0.9022,960383,1,1,1,4504
1526343000000,961575,961931,959209,959969,1.2099,960570,-1,0,0,4504
1526343060000,959803,961398,959645,961012,0.8884,960521,1,0,0,4504
1526343120000,960767,960767,960030,960040,1.0943,960398,-1,0,0,4504
1526343180000,960716,961061,958332,958332,1.169,959696,-1,-2,0,4504
1526343240000,958810,959590,958332,958942,0.2549,958961,0,-1,0,4504
1526343300000,958762,958762,958025,958025,0.246,958393,-1,-1,0,4504
1526343360000,958036,959067,958002,959067,0.4379,958534,1,0,1,4504
1526343420000,958512,959639,958005,959639,0.7841,958822,1,2,1,4504
1526343480000,959639,961200,959079,959552,1.8604,960139,-1,0,0,4504
1526343540000,959552,960381,959552,960381,0.2845,959966,0,-1,1,4504
1526343600000,960380,961600,960000,960374,1.1369,960800,-1,-1,0,5245
1526343660000,960225,960442,959539,960435,0.3119,959990,0,-1,1,5245
1526343720000,959859,961357,959811,961357,0.2349,960584,1,1,1,5245
1526343780000,961136,961505,961126,961505,0.0797,961315,0,1,1,5245
1526343840000,961364,962389,961364,961874,1.1979,961876,0,0,0,5245
1526343900000,961873,961874,961400,961400,0.9398,961637,-1,-1,0,5245
1526343960000,961401,961401,959811,961210,0.7278,960606,-1,-2,0,5245
1526344020000,961221,961874,961200,961332,2.5279,961537,0,-1,0,5245
1526344080000,961628,962000,961332,962000,0.5033,961666,0,0,1,5245
1526344140000,962000,962372,958775,960621,3.2917,960573,-1,-1,0,5245
1526344200000,960000,960939,958796,959721,1.6039,959867,-1,-2,0,5245
1526344260000,960461,960790,959693,960520,1.5781,960241,0,-1,0,5245
1526344320000,960939,961521,959557,960000,1.5475,960539,-1,-1,0,5245
1526344380000,959000,960000,958334,959904,1.4883,959167,0,-1,1,5245
1526344440000,959650,960000,958405,959588,0.9629,959202,-1,-1,0,5245
1526344500000,959593,959593,958406,959019,1.88,958999,-1,-2,0,5245
1526344560000,958511,959000,958310,958310,1.0616,958655,-1,-2,0,5245
1526344620000,958011,958305,958000,958300,0.345,958152,0,-1,1,5245
1526344680000,958120,960135,958120,960063,0.9127,959127,1,1,1,5245
1526344740000,960200,960200,958689,959022,1.5055,959444,-1,0,0,5245
1526344800000,958698,959879,958688,959879,0.0394,959283,1,0,1,5245
1526344860000,959820,960000,959820,960000,0.8158,959910,0,1,1,5245
1526344920000,960000,960520,960000,960295,0.5586,960260,0,0,0,5245
1526344980000,960335,961000,960100,960591,0.3454,960550,0,0,0,5245
1526345040000,960591,960839,960591,960839,0.3909,960715,0,0,1,5245
1526345100000,960823,960828,959520,960491,0.698,960174,-1,-1,0,5245
1526345160000,959867,960599,959526,960548,0.6487,960062,0,-1,1,5245
1526345220000,960547,960600,959000,960600,0.9263,959800,0,0,1,5245
1526345280000,960010,960600,959331,960370,0.566,959965,0,0,0,5245
1526345340000,960111,960370,959310,959310,0.5506,959840,-1,-1,0,5245
1526345400000,959774,960029,959000,959000,2.2585,959514,-1,-2,0,5245
1526345460000,959234,959683,958515,958889,1.3464,959099,-1,-2,0,5245
1526345520000,958531,960399,958525,960000,0.6263,959462,1,0,0,5245
1526345580000,959998,960000,958970,960000,1.008,959485,0,1,1,5245
1526345640000,960000,960609,959995,960609,0.3853,960302,0,0,1,5245
1526345700000,960511,960800,959300,959300,1.5467,960050,-1,-1,0,5245
1526345760000,959301,959450,958500,959450,0.754,958975,0,-1,1,5245
1526345820000,959430,959910,958923,959544,0.4585,959416,0,0,0,5245
1526345880000,959808,959968,959344,959364,0.9116,959656,-1,-1,0,5245
1526345940000,959359,959962,958010,958332,2.0005,958986,-1,-2,0,5245
1526346000000,958782,959640,958010,959640,0.3428,958825,0,-1,1,5245
1526346060000,959639,960800,959639,960800,0.8038,960219,1,1,1,5245
1526346120000,960216,961000,960211,961000,0.17,960605,0,1,1,5245
1526346180000,960910,961000,960800,960800,0.4543,960900,-1,-1,0,5245
1526346240000,960810,960999,960001,960001,0.5527,960500,-1,-2,0,5245
1526346300000,960247,960810,959151,959295,1.4988,959980,-1,-2,0,5245
1526346360000,960075,960401,960075,960385,0.4874,960238,0,-1,1,5245
1526346420000,959614,960341,959090,959233,0.7652,959715,-1,-1,0,5245
1526346480000,959135,959952,958601,959326,0.505,959276,0,-1,0,5245
1526346540000,959326,960399,958500,960399,1.0418,959449,1,1,1,5245
1526346600000,959504,960394,958968,958968,0.3892,959681,-1,0,0,5245
1526346660000,958968,959400,958184,959045,1.6436,958792,0,-1,0,5245
1526346720000,959045,959045,956134,957006,5.6243,957589,-1,-1,0,5245
1526346780000,957136,957292,956315,957200,2.0664,956803,0,-1,0,5245
1526346840000,957199,958007,955555,957991,1.0516,956781,0,0,1,5245
1526346900000,958003,958003,956297,956297,0.1364,957150,-1,-1,0,5245
1526346960000,956890,956900,955560,955560,1.4673,956230,-1,-2,0,5245
1526347020000,956180,956300,955555,956120,1.4402,955927,-1,-2,0,5245
1526347080000,956125,956300,955500,955510,1.5931,955900,-1,-2,0,5245
1526347140000,955510,955900,953993,953993,1.3434,954946,-1,-2,0,5245
1526347200000,954153,955900,952200,955176,2.5306,954050,1,0,0,5245
1526347260000,955176,955187,953047,953907,0.6465,954117,-1,0,0,5245
1526347320000,953858,954000,952590,952590,0.7871,953295,-1,-2,0,5245
1526347380000,953530,954045,953530,954000,0.6291,953787,0,-1,1,5245
1526347440000,954011,954100,954000,954025,1.9335,954050,0,0,0,5245
1526347500000,954090,954500,954090,954500,0.7068,954295,0,0,1,5245
1526347560000,954500,955800,954356,955328,0.3348,955078,0,0,0,5245
1526347620000,954381,955429,954356,955389,0.2672,954892,1,1,1,5245
1526347680000,954752,955500,954752,955499,0.1942,955126,0,1,1,5245
1526347740000,955499,956600,954666,955686,2.8736,955633,0,0,0,5245
1526347800000,956178,956178,955000,955582,0.3182,955589,-1,-1,0,5245
1526347860000,955110,955500,954410,955000,0.5386,954955,-1,-2,0,5245
1526347920000,955373,955383,955000,955320,0.6091,955191,-1,-2,0,5245
1526347980000,955335,955600,955005,955010,0.327,955302,-1,-2,0,5245
1526348040000,955025,955900,954383,954945,1.8028,955141,-1,-2,0,5245
1526348100000,954946,956015,954844,955983,3.9413,955429,1,0,1,5245
1526348160000,955967,955995,954855,955810,0.4736,955425,-1,0,0,5245
1526348220000,955858,955995,954860,955102,0.6256,955427,-1,-2,0,5245
1526348280000,955102,955980,954844,954844,0.5276,955412,-1,-2,0,5245
1526348340000,954854,955547,954850,955000,0.8013,955198,0,-1,0,5245
1526348400000,955000,955000,954000,955000,4.4773,954500,0,0,0,5245
1526348460000,954995,955400,954430,955400,1.5844,954915,0,0,1,5245
1526348520000,955450,956005,955450,955450,0.9723,955727,0,0,0,5245
1526348580000,955576,956005,955039,955504,0.545,955522,-1,-1,0,5245
1526348640000,955367,956000,955089,955895,0.3993,955544,0,-1,1,5245
1526348700000,955799,956005,955334,956005,0.3452,955669,0,0,1,5245
1526348760000,956005,956590,955571,956580,1.292,956080,0,0,1,5245
1526348820000,956600,956600,955838,956600,1.2762,956219,0,0,0,5245
1526348880000,956555,957005,956555,956790,1.2993,956780,0,0,0,5245
1526348940000,956795,958799,955551,956039,1.4832,957175,-1,-1,0,5245
1526349000000,956058,958600,956058,958600,0.4947,957329,1,0,1,5245
1526349060000,956846,957798,956826,956960,1.1592,957312,0,1,0,5245
1526349120000,957010,958600,956838,957317,2.1997,957719,0,0,0,5245
