Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1537833600000,741736,741943,741587,741596,0.5545,741765,-1,0,0,0
1537833660000,741594,741838,740002,740803,2.0403,740920,-1,0,0,0
1537833720000,740792,740902,740011,740312,1.4822,740456,-1,-2,0,0
1537833780000,740011,740298,739118,740019,2.8283,739708,0,-1,0,0
1537833840000,740016,740389,739895,739934,1.2797,740142,-1,-1,0,0
1537833900000,739863,740083,739693,739770,0.7029,739888,-1,-2,0,0
1537833960000,739691,740050,739686,739718,0.4759,739868,0,-1,0,0
1537834020000,739870,739939,738720,738734,2.5191,739329,-1,-1,0,0
1537834080000,738727,738729,735755,735755,13.0491,737242,-1,-2,0,0
1537834140000,735755,739094,735755,738000,8.9064,737424,1,0,0,0
1537834200000,738086,738155,737411,738085,3.6349,737783,-1,0,0,0
1537834260000,737681,737814,737001,737350,3.3777,737407,-1,-2,0,0
1537834320000,737200,737308,736000,737308,2.9654,736654,0,-1,1,0
1537834380000,737287,737288,736500,736515,2.2926,736894,-1,-1,0,0
1537834440000,736607,736695,736100,736100,1.7441,736397,-1,-2,0,0
1537834500000,736111,736580,735123,735123,13.2744,735851,-1,-2,0,0
1537834560000,735095,735616,734265,734530,3.4351,734940,-1,-2,0,0
1537834620000,734530,734530,732001,733593,15.8717,733265,-1,-2,0,0
1537834680000,733583,735997,733164,734833,10.2561,734580,1,0,0,0
1537834740000,734833,736000,734000,734632,5.4283,735000,-1,0,0,0
1537834800000,734155,734999,734114,734465,0.9739,734556,0,-1,0,0
1537834860000,734466,735065,734005,734961,4.1957,734535,0,0,0,0
1537834920000,735065,736000,735064,735083,3.0239,735532,0,0,0,0
1537834980000,735079,735981,735079,735330,0.5908,735530,0,0,0,0
1537835040000,735325,735507,734996,735507,0.3371,735251,0,0,1,0
1537835100000,735581,736518,735581,736423,2.0703,736049,0,0,1,0
1537835160000,736238,736501,735834,736214,3.7885,736167,-1,-1,0,0
1537835220000,736214,736493,735814,736259,1.1508,736153,0,-1,0,0
1537835280000,736259,736264,734418,734418,6.8475,735341,-1,-1,0,0
1537835340000,734418,734785,734123,734661,0.4243,734454,0,-1,0,0
1537835400000,734650,734660,732952,734012,2.759,733806,-1,-1,0,0
1537835460000,734023,735189,734023,735189,2.084,734606,1,0,1,0
1537835520000,735017,735446,734845,734969,1.2586,735145,-1,0,0,0
