Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1528416000000,845547,846325,845257,845262,0.4942,845791,-1,0,0,0
1528416060000,845262,845340,845257,845296,0.6454,845298,0,0,0,0
1528416120000,845618,846015,845618,845929,0.1966,845816,0,0,0,0
1528416180000,845929,846919,845653,846919,0.1013,846286,0,0,1,0
1528416240000,846108,847199,846003,846229,0.2362,846601,0,0,0,0
1528416300000,846229,846558,845638,846096,0.7163,846098,-1,-1,0,0
1528416360000,845638,846012,845638,845980,0.0205,845825,0,-1,1,0
1528416420000,845638,845864,845257,845864,0.1259,845560,0,0,1,0
1528416480000,845808,845808,845068,845068,0.1004,845438,-1,-1,0,0
1528416540000,845068,845068,845068,845068,0.0,845068,0,-1,0,0
1528416600000,845486,845486,845000,845000,0.2701,845243,-1,-1,0,0
1528416660000,845000,845380,845000,845011,0.1355,845190,0,-1,0,0
1528416720000,845020,845380,845000,845005,0.4255,845190,-1,-1,0,0
1528416780000,845000,845000,844500,844500,0.2557,844750,-1,-2,0,0
1528416840000,844500,844500,844000,844000,0.0891,844250,-1,-2,0,0
1528416900000,844000,845005,843352,844410,2.2225,844178,0,-1,0,0
1528416960000,844408,845003,844278,844918,1.8708,844640,0,0,1,0
1528417020000,844918,845020,844549,845020,1.2238,844784,0,0,1,0
1528417080000,845375,846000,844376,844536,1.0886,845188,-1,-1,0,0
1528417140000,845802,846000,844709,845532,0.1209,845354,-1,-2,0,0
1528417200000,845532,845532,844858,844860,0.2048,845195,-1,-2,0,0
1528417260000,844858,845534,844836,845534,0.2173,845185,0,-1,1,0
1528417320000,845449,845449,845034,845284,0.1393,845241,-1,-1,0,0
1528417380000,845220,845220,844445,844447,0.1206,844832,-1,-2,0,0
1528417440000,844913,844931,844904,844904,0.0889,844917,-1,-2,0,0
1528417500000,844904,845097,844904,845093,0.033,845000,0,-1,1,0
1528417560000,844914,845097,844904,845081,0.2444,845000,0,0,1,0
1528417620000,844914,845127,844541,845127,0.4746,844834,0,0,1,0
1528417680000,845217,845801,845217,845801,0.0786,845509,0,0,1,0
1528417740000,845801,846000,845124,845240,0.1584,845562,-1,-1,0,0
1528417800000,846000,846000,846000,846000,0.0303,846000,0,-1,0,0
1528417860000,846000,846000,845609,846000,4.0503,845804,0,0,0,0
1528417920000,846000,846000,845830,846000,10.8902,845915,0,0,0,0
1528417980000,846000,847999,845999,847288,1.3734,846999,1,1,0,0
1528418040000,847500,847999,846500,846905,0.8102,847249,-1,0,0,0
1528418100000,846854,847643,846067,846293,0.2162,846855,-1,-2,0,0
1528418160000,846343,847221,846293,847221,0.0778,846757,0,-1,1,0
1528418220000,847221,847522,846531,847000,0.5624,847026,-1,-1,0,0
1528418280000,847000,847889,846316,846643,0.1193,847102,-1,-2,0,0
1528418340000,846744,847463,846328,846993,1.3591,846895,0,-1,0,0
1528418400000,846993,846993,846343,846424,0.9615,846668,-1,-1,0,0
1528418460000,846796,846914,846354,846354,0.323,846634,-1,-2,0,0
1528418520000,846563,846679,846322,846679,0.1497,846500,0,-1,1,0
1528418580000,846679,846796,846679,846796,0.0776,846737,0,0,1,0
1528418640000,846833,846833,846827,846827,0.0224,846830,-1,-1,0,0
1528418700000,846990,847019,846990,847011,0.3736,847004,0,-1,0,0
1528418760000,847023,847532,846788,847482,1.4774,847160,0,0,1,0
1528418820000,846820,847210,846800,846800,1.3937,847005,-1,-1,0,0
1528418880000,846800,846800,845200,845200,2.0764,846000,-1,-2,0,0
1528418940000,845200,845951,845011,845011,0.7112,845481,-1,-2,0,0
1528419000000,845660,845700,845605,845624,0.8591,845652,-1,-2,0,0
1528419060000,845621,845830,845000,845000,1.2133,845415,-1,-2,0,0
1528419120000,845000,845565,845000,845489,0.9084,845282,0,-1,1,0
1528419180000,845102,845102,845000,845000,0.045,845051,-1,-1,0,0
1528419240000,845000,845000,844987,844988,0.0983,844993,-1,-2,0,0
1528419300000,844814,845170,844543,845135,0.2038,844856,0,-1,1,0
1528419360000,845110,845289,845107,845289,0.1651,845198,0,0,1,0
1528419420000,845289,845800,845289,845317,0.5487,845544,0,0,0,0
1528419480000,845317,845856,845306,845780,0.4476,845581,0,0,1,0
1528419540000,845761,845761,845007,845579,0.0449,845384,-1,-1,0,0
1528419600000,845580,845580,845033,845033,0.0182,845306,-1,-2,0,0
1528419660000,845520,845520,845520,845520,0.0004,845520,0,-1,0,0
1528419720000,845381,845645,845380,845545,1.6396,845512,0,0,0,0
1528419780000,845645,845645,845116,845116,0.5792,845380,-1,-1,0,0
1528419840000,845116,845116,845116,845116,0.0,845116,0,-1,0,0
1528419900000,845645,845741,845117,845118,0.0221,845429,-1,-1,0,0
1528419960000,845118,845476,845116,845169,0.176,845296,0,-1,0,0
1528420020000,845482,845741,845120,845741,0.7746,845430,0,0,1,0
1528420080000,845790,845856,845790,845855,0.0119,845823,0,0,1,0
1528420140000,845855,845983,845300,845840,0.0511,845641,-1,-1,0,0
1528420200000,845861,845994,845811,845994,0.2087,845902,0,-1,1,0
1528420260000,845962,845994,845399,845412,0.2129,845696,-1,-1,0,0
1528420320000,845864,846411,845859,846411,0.4097,846135,0,-1,1,0
1528420380000,846411,846411,845789,846410,0.6599,846100,-1,-1,0,0
1528420440000,846411,846421,845915,846290,0.5563,846168,-1,-2,0,0
1528420500000,846290,847279,846250,847279,0.23,846764,0,-1,1,0
1528420560000,846566,846893,845967,846091,0.3943,846430,-1,-1,0,0
1528420620000,846451,847279,846447,847279,2.4819,846863,0,-1,1,0
1528420680000,846597,847269,846592,846592,2.1305,846930,-1,-1,0,0
1528420740000,846592,846592,846160,846160,0.2384,846376,-1,-2,0,0
1528420800000,846160,846160,846160,846160,0.0,846160,0,-1,0,0
1528420860000,846290,846300,846290,846300,0.293,846295,0,0,1,0
1528420920000,846300,846300,845928,846009,0.2359,846114,-1,-1,0,0
1528420980000,845999,846284,845915,846284,0.868,846099,0,-1,1,0
1528421040000,845936,846904,845111,845696,9.69,846007,-1,-1,0,0
1528421100000,845668,845829,845112,845121,0.5708,845470,-1,-2,0,0
1528421160000,845111,845959,845111,845120,1.0605,845535,0,-1,0,0
1528421220000,845121,845127,844779,844779,1.7746,844953,-1,-1,0,0
1528421280000,844769,845244,844768,844800,0.5317,845006,0,-1,0,0
1528421340000,844785,845272,844586,845120,0.352,844929,0,0,0,0
1528421400000,844765,844806,844722,844733,0.8074,844764,-1,-1,0,0
1528421460000,844794,845120,844530,844983,0.8531,844825,0,-1,0,0
1528421520000,844718,844916,844525,844525,0.2504,844720,-1,-1,0,0
1528421580000,844569,844999,844535,844696,0.1844,844767,0,-1,0,0
1528421640000,844861,844861,844806,844807,0.085,844833,-1,-1,0,0
1528421700000,844847,844897,844809,844809,0.2085,844853,-1,-2,0,0
1528421760000,845063,845110,844861,844862,0.0966,844985,-1,-2,0,0
