Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1527897600000,824333,824558,824333,824538,2.5213,824445,0,0,1,0
1527897660000,824518,824808,824377,824377,0.5291,824592,-1,0,0,0
1527897720000,824613,824613,824266,824266,0.1961,824439,-1,-2,0,0
1527897780000,824265,824265,823976,823981,1.8463,824120,-1,-2,0,0
1527897840000,823894,824326,823301,824325,0.7511,823813,0,-1,1,0
1527897900000,823960,824003,823958,823959,0.2476,823980,-1,-1,0,0
1527897960000,823938,823953,823938,823953,0.02,823945,0,-1,1,0
1527898020000,823656,823917,823282,823282,0.2478,823599,-1,-1,0,0
1527898080000,823291,823819,823000,823010,1.3661,823409,-1,-2,0,0
1527898140000,823010,823628,823000,823570,1.083,823314,0,-1,1,0
1527898200000,823580,823811,823454,823794,0.206,823632,0,0,1,0
1527898260000,823783,824315,823551,823572,0.2905,823933,-1,-1,0,0
1527898320000,823952,824287,823535,823636,0.3915,823911,-1,-2,0,0
1527898380000,823890,824312,823736,823736,0.1742,824024,-1,-2,0,0
1527898440000,823930,825000,823764,824244,0.726,824382,0,-1,0,0
1527898500000,824286,824979,824275,824574,0.6321,824627,0,0,0,0
1527898560000,824589,824871,824002,824421,1.4698,824436,-1,-1,0,0
1527898620000,824028,824380,824000,824000,0.4155,824190,-1,-2,0,0
1527898680000,824000,824000,823731,823739,0.063,823865,-1,-2,0,0
1527898740000,823885,823885,823535,823535,0.0645,823710,-1,-2,0,0
1527898800000,823722,823722,823041,823412,0.6116,823381,-1,-2,0,0
1527898860000,823436,823436,823000,823000,0.1838,823218,-1,-2,0,0
1527898920000,823010,823500,823000,823000,0.2469,823250,-1,-2,0,0
1527898980000,823010,823070,822999,822999,1.0528,823034,-1,-2,0,0
1527899040000,823175,823175,822502,822502,0.0747,822838,-1,-2,0,0
1527899100000,822502,822916,822299,822500,0.354,822607,-1,-2,0,0
1527899160000,822746,823529,822505,823529,0.5039,823017,0,-1,1,0
1527899220000,823374,824031,823035,823985,4.5332,823533,0,0,1,0
1527899280000,823991,823991,822203,823091,1.4554,823097,-1,-1,0,0
1527899340000,823096,823141,822291,822291,1.2535,822716,-1,-2,0,0
1527899400000,822299,822806,822150,822668,0.6335,822478,0,-1,0,0
1527899460000,822718,822718,822318,822323,0.1989,822518,-1,-1,0,0
1527899520000,822584,822764,822574,822574,0.0207,822669,-1,-2,0,0
1527899580000,822500,822574,822323,822546,0.1094,822448,0,-1,0,0
1527899640000,822546,822615,822318,822610,0.5885,822466,0,0,1,0
1527899700000,822610,822610,822275,822275,0.1095,822442,-1,-1,0,0
1527899760000,822613,822613,822280,822280,0.02,822446,-1,-2,0,0
1527899820000,822730,822806,822408,822408,0.1522,822607,-1,-2,0,0
1527899880000,823111,823116,822006,822614,0.3569,822561,-1,-2,0,0
1527899940000,822762,823071,822762,823071,0.1235,822916,0,-1,1,0
