Time,Start,Max,Min,End,Tot_trans
1535846400000,798365,798700,798145,798241,1.2398
1535846460000,798678,798700,797999,798521,2.6947
1535846520000,798659,798680,798530,798665,0.1650
1535846580000,798665,798665,798189,798197,0.2642
1535846640000,798643,798659,798153,798172,0.2523
1535846700000,798183,798359,798183,798359,0.1944
1535846760000,798181,798181,797917,797952,0.8294
1535846820000,797952,798222,797500,798000,0.7276
1535846880000,797850,797850,797003,797493,2.9004
1535846940000,797473,797836,797196,797827,0.5182
1535847000000,797827,797831,797820,797826,0.0420
1535847060000,797826,797894,797018,797473,0.4206
1535847120000,797540,797631,797070,797631,0.3678
1535847180000,797624,797731,797510,797731,0.0957
1535847240000,797787,797924,797506,797813,0.4627
1535847300000,797806,797936,797594,797914,0.1705
1535847360000,797914,797936,797475,797936,0.4058
1535847420000,797936,798000,797716,797946,0.2257
1535847480000,797935,798000,797886,797936,0.0697
1535847540000,797970,798223,797911,798024,0.2387
1535847600000,798033,798436,798033,798261,0.2623
1535847660000,798261,798474,798250,798468,0.3806
1535847720000,798341,798520,798250,798459,0.6730
1535847780000,798391,798468,798250,798260,0.5600
1535847840000,798264,798409,798023,798201,0.7235
1535847900000,798191,798251,798023,798075,2.6001
1535847960000,798237,798249,798023,798101,1.6024
1535848020000,798101,798101,797500,797896,8.1454
1535848080000,797629,797891,797025,797668,0.1910
1535848140000,797387,797425,797003,797056,1.2932
1535848200000,797046,797071,797000,797061,1.5361
1535848260000,797061,797150,797056,797058,1.6836
1535848320000,797058,797139,797000,797000,1.5506
1535848380000,797110,797110,796510,796510,1.2614
1535848440000,796510,797136,796433,796499,5.5099
1535848500000,796499,796989,796433,796443,2.4322
1535848560000,796443,796839,796433,796433,1.1661
1535848620000,796457,796903,796433,796903,0.4636
1535848680000,796594,796903,796585,796600,0.1997
1535848740000,796604,797147,796600,797049,0.7435
1535848800000,797060,797350,796796,797200,0.1155
1535848860000,797350,797516,797216,797500,0.4888
1535848920000,797500,797693,797100,797100,1.7509
1535848980000,797020,797044,796142,796460,1.0688
1535849040000,796427,796476,796427,796474,1.2703
1535849100000,796719,796999,796506,796574,0.4425
1535849160000,796574,796574,795650,795883,2.3635
1535849220000,795833,796000,795242,795648,0.8512
1535849280000,795311,795648,794051,794772,5.9955
1535849340000,794600,794994,793814,794848,5.8819
1535849400000,794838,794848,793400,794800,6.6661
1535849460000,794800,794847,794129,794300,3.0908
1535849520000,794300,794346,793660,793681,0.8713
1535849580000,793697,794196,793681,793713,0.9285
1535849640000,793810,794216,793702,794066,1.8571
1535849700000,793717,794100,793230,794100,6.1168
1535849760000,794025,794095,793365,794000,1.6702
1535849820000,793995,794500,793995,794500,2.1801
1535849880000,794500,795056,794230,795000,1.8191
