Time,Start,Max,Min,End,Tot_trans
1534723200000,717136,717600,717136,717301,1.2313
1534723260000,717301,718000,717265,717809,1.5928
1534723320000,717820,718009,717490,717642,0.2475
1534723380000,717642,718000,717356,717863,0.6704
1534723440000,717863,718581,717843,718111,0.7031
1534723500000,718053,718829,718000,718490,1.9496
1534723560000,718499,718859,718100,718552,2.5249
1534723620000,718749,719010,718265,718627,3.7737
1534723680000,718634,718634,718347,718600,1.4608
1534723740000,718391,718578,718391,718474,0.6568
1534723800000,718475,718600,718300,718300,1.1176
1534723860000,718290,718458,718000,718246,0.9187
1534723920000,718427,718940,718298,718885,1.5128
1534723980000,718803,719300,718802,719298,1.7586
1534724040000,718869,719268,718269,718720,2.1579
1534724100000,718970,719196,718720,719175,0.5115
1534724160000,719147,719300,718720,718900,0.8910
1534724220000,718915,719268,718384,718398,2.8124
1534724280000,718283,718639,718000,718600,1.6819
1534724340000,718804,718888,718450,718595,1.1589
1534724400000,718590,718600,718156,718435,1.8354
1534724460000,718435,718600,718400,718490,2.1847
1534724520000,718393,719174,718120,719174,0.9653
1534724580000,718666,719124,718656,719124,0.1219
1534724640000,719114,719650,718943,719153,1.5136
1534724700000,719437,719625,718730,718805,0.8718
1534724760000,718794,719587,718621,719139,1.3158
1534724820000,719125,719232,718869,719220,0.4229
1534724880000,719231,719231,718754,719184,2.1849
1534724940000,718825,719200,718825,719200,1.0821
1534725000000,719200,719210,719023,719023,0.3638
1534725060000,719050,719050,719017,719018,1.4344
1534725120000,719017,719171,719017,719171,0.6257
1534725180000,719162,719446,718613,718613,2.2406
1534725240000,719029,719171,718614,719064,0.5144
1534725300000,719062,719105,718664,718763,1.1232
1534725360000,718768,718941,718557,718941,0.9430
1534725420000,718625,718909,718263,718578,0.1917
1534725480000,718268,718328,718115,718207,0.5418
1534725540000,718288,718348,718281,718342,0.1029
1534725600000,718404,718450,718016,718383,0.9296
1534725660000,718367,718367,718016,718038,0.1157
1534725720000,718038,718271,717778,718270,2.0035
1534725780000,717836,718225,717600,717749,0.3292
1534725840000,717745,718390,717745,718390,0.3745
1534725900000,718226,718378,718198,718208,1.4006
1534725960000,717974,718390,717974,718121,1.4125
1534726020000,718390,719047,718389,718840,1.8177
1534726080000,718830,718977,718830,718830,1.0187
1534726140000,718853,718896,718853,718889,0.2746
1534726200000,719155,719645,719155,719255,0.4862
1534726260000,719502,720000,719502,719685,3.5719
1534726320000,719686,719856,719571,719594,1.1613
1534726380000,719883,720000,719562,719975,0.5953
1534726440000,719985,720228,719616,719616,1.3440
1534726500000,720158,720158,719711,720158,0.5117
1534726560000,719836,720284,719836,720016,0.0485
1534726620000,720039,720039,719297,719454,0.9751
1534726680000,719269,719495,719200,719371,0.3467
1534726740000,719662,720250,719200,719558,1.3727
1534726800000,719558,719594,719200,719213,1.9505
1534726860000,719220,719888,719206,719883,0.4240
1534726920000,719245,719810,719200,719215,1.0341
1534726980000,719200,719211,718522,719141,1.2607
1534727040000,719119,719469,719087,719451,0.2135
1534727100000,719221,719273,719210,719210,0.0530
1534727160000,719357,719738,718887,719258,0.2503
1534727220000,719031,719088,719031,719088,0.0652
1534727280000,719360,719488,719153,719485,0.8565
1534727340000,719494,719900,718766,719625,1.1695
1534727400000,719686,719900,718000,718000,1.8525
1534727460000,719654,719879,718491,719004,1.4478
1534727520000,719164,719171,719126,719126,0.0243
1534727580000,719059,719103,719050,719054,0.7010
1534727640000,719259,719364,719247,719248,0.1443
1534727700000,719263,719900,719004,719809,1.8743
1534727760000,719422,719432,719090,719230,0.4143
1534727820000,719144,719561,719144,719561,0.5926
1534727880000,719555,719776,719320,719615,1.5621
1534727940000,719604,719880,719338,719566,3.4512
1534728000000,719564,719813,719200,719201,2.3944
1534728060000,719202,719300,718482,718482,4.1933
1534728120000,718482,718828,718200,718460,2.3318
1534728180000,718447,718701,718201,718201,1.4800
1534728240000,718307,718948,718200,718363,2.9497
1534728300000,718370,719082,718200,718547,1.8898
1534728360000,718731,718748,718214,718726,2.5164
1534728420000,718726,718995,718239,718659,1.3663
1534728480000,718678,718829,718054,718105,2.1640
1534728540000,718115,718823,718007,718812,2.4500
1534728600000,718344,718789,718286,718789,0.4035
1534728660000,718373,718844,718373,718844,0.1269
1534728720000,718841,718842,718550,718550,0.0487
1534728780000,718813,718827,718454,718818,0.5148
1534728840000,718780,718838,718748,718838,0.1244
1534728900000,718607,718993,718454,718946,0.8096
1534728960000,718930,718946,718930,718946,0.1740
1534729020000,718946,718946,718794,718794,1.3383
1534729080000,718788,718800,718761,718800,0.6127
1534729140000,718800,719000,718800,718877,1.6439
1534729200000,718990,719078,718980,719078,0.0783
1534729260000,719227,719283,719200,719200,0.0493
1534729320000,719094,719200,719002,719002,0.2989
1534729380000,718998,719200,718578,718728,0.6992
1534729440000,718723,719500,718454,719500,4.4393
1534729500000,719417,719700,719192,719611,0.9802
1534729560000,719616,719800,719359,719359,2.4326
1534729620000,719191,719225,718910,718910,0.0729
1534729680000,719065,719942,718991,718991,0.7481
1534729740000,719117,719376,718910,719339,1.6069
1534729800000,719145,719284,718919,719284,0.1189
1534729860000,719188,719554,719188,719301,0.7339
1534729920000,719300,719301,719271,719301,0.3589
1534729980000,719223,719546,719203,719546,0.5831
1534730040000,719295,719545,719211,719211,0.4124
1534730100000,719241,719690,719211,719267,0.6983
1534730160000,719587,719714,719200,719670,0.9352
1534730220000,719674,719896,719669,719675,1.5388
1534730280000,719988,720339,719542,720234,1.2471
1534730340000,720334,720599,719664,720187,1.6144
1534730400000,719820,720117,719820,719855,1.0645
1534730460000,719792,719900,719531,719697,0.3171
1534730520000,719566,719900,719536,719765,0.6849
1534730580000,719890,720117,719477,720000,1.6584
1534730640000,719998,720599,719051,719990,3.0058
1534730700000,719990,720303,719322,719854,1.6197
1534730760000,719844,720303,719844,719938,0.1850
1534730820000,720297,720303,719913,720237,0.6211
1534730880000,720237,720781,719906,720394,2.0298
1534730940000,720754,720845,720479,720479,1.8246
1534731000000,720782,720980,720602,720764,1.1627
1534731060000,720532,721000,720480,720552,1.4871
1534731120000,720563,721000,720512,720990,1.4757
1534731180000,720990,720990,720000,720000,1.5326
1534731240000,720326,720646,720171,720418,0.0724
1534731300000,720201,720385,720000,720000,0.8175
1534731360000,720302,720440,720302,720416,0.0351
1534731420000,720240,720506,720235,720501,0.5646
1534731480000,720501,721000,720022,720491,1.6464
1534731540000,720507,720759,720374,720379,0.3374
1534731600000,720379,720474,719125,719232,2.1045
1534731660000,719254,719279,718104,719179,1.6428
1534731720000,719147,719554,719089,719554,1.3179
1534731780000,719625,719640,719384,719384,0.7145
1534731840000,719378,719398,718104,718830,1.5666
1534731900000,718838,719253,718493,718862,0.2993
1534731960000,719117,719367,719048,719102,0.5130
1534732020000,719425,719571,719304,719333,0.2910
1534732080000,719358,719765,719358,719408,0.0262
1534732140000,719647,719821,719467,719808,0.1038
1534732200000,719808,719842,719566,719837,0.0600
1534732260000,719832,719997,719580,719977,0.1320
1534732320000,719967,720000,719967,720000,0.0462
1534732380000,719992,720280,719701,720280,1.2498
1534732440000,720274,720474,719791,720103,1.3675
1534732500000,720072,720072,719825,719835,0.3628
1534732560000,719835,720260,719823,720260,0.2044
1534732620000,720229,720516,720198,720516,0.1100
1534732680000,720120,720327,720000,720000,0.5109
1534732740000,720000,720156,719000,719216,4.8108
1534732800000,719833,719936,719833,719936,0.1000
1534732860000,719538,720000,719000,719915,1.5350
1534732920000,719885,720155,719872,719872,2.2101
1534732980000,719922,719998,719000,719453,2.2744
1534733040000,719488,719671,719118,719417,1.1560
1534733100000,719417,719562,719000,719000,1.1686
1534733160000,719220,719220,718768,718976,0.8754
1534733220000,718977,719096,718752,719096,0.1762
1534733280000,718832,719096,718555,718895,2.5762
1534733340000,718999,719010,718652,718942,0.1912
1534733400000,718716,718716,718097,718456,2.5365
1534733460000,718455,718810,717990,718748,3.9934
1534733520000,718630,718841,718342,718827,0.8333
1534733580000,718826,718998,718826,718984,0.1998
1534733640000,718998,719263,718981,719169,1.2259
1534733700000,719169,719169,719086,719091,0.2825
1534733760000,719087,719185,719086,719185,0.1290
1534733820000,719091,719091,718040,718598,2.1559
1534733880000,718574,719007,718574,718644,0.1768
1534733940000,718764,719006,718754,719005,0.0954
1534734000000,718994,719146,718994,719136,0.9027
1534734060000,719151,719448,719045,719085,0.7282
1534734120000,719162,719162,718595,718736,0.7292
1534734180000,718737,718790,718133,718320,0.5743
1534734240000,718372,718454,717911,718432,0.9352
1534734300000,718417,718547,718400,718547,0.3706
1534734360000,718417,718620,718400,718620,0.2930
1534734420000,718626,718789,718415,718415,0.2112
1534734480000,718449,718763,718449,718742,0.0499
1534734540000,718500,718979,718453,718979,0.4399
1534734600000,718763,719000,718763,719000,1.8867
1534734660000,718990,719169,718252,719037,1.7965
1534734720000,719015,719251,718495,719251,2.6277
1534734780000,719261,719261,718900,719076,2.5730
1534734840000,719062,719119,718670,719073,1.6825
1534734900000,719073,719150,718771,719140,0.6852
1534734960000,718973,719150,718665,719145,0.9037
1534735020000,719078,719078,718354,718365,2.7601
1534735080000,718365,719074,718349,719019,2.4775
1534735140000,719030,719034,718600,718600,3.8452
1534735200000,718600,719118,718062,718778,1.6811
