Time,Start,Max,Min,End,Tot_trans
1515196800000,2049984,2049984,2049974,2049974,0.0286
1515196860000,2040025,2049972,2033042,2049972,0.2315
1515196920000,2045000,2045000,2044978,2044978,0.0780
1515196980000,2044978,2044981,2040030,2044978,0.0952
1515197040000,2044956,2044960,2044956,2044960,0.1572
1515197100000,2044960,2044961,2044956,2044956,0.0483
1515197160000,2044956,2044958,2044118,2044118,0.1273
1515197220000,2044962,2044962,2044109,2044109,0.0118
1515197280000,2039011,2039011,2033000,2033000,0.2830
1515197340000,2038988,2038988,2033000,2033000,0.1420
1515197400000,2033064,2033064,2033000,2033000,0.3607
1515197460000,2033030,2033030,2032982,2032988,0.0936
1515197520000,2032969,2032969,2032944,2032944,0.0920
1515197580000,2032948,2032998,2028048,2032979,0.2410
1515197640000,2032979,2033108,2032979,2033108,1.2866
1515197700000,2038082,2038082,2038082,2038082,0.0245
1515197760000,2048209,2048209,2048209,2048209,0.0020
1515197820000,2048209,2048209,2048209,2048209,0.0000
1515197880000,2048209,2048209,2048209,2048209,0.0000
1515197940000,2038118,2048446,2021706,2048446,0.1415
1515198000000,2047112,2048219,2023036,2046940,0.1451
1515198060000,2046939,2046939,2017363,2021397,0.4029
1515198120000,2021397,2021399,2000001,2021399,0.4999
1515198180000,2015399,2024389,2000000,2024389,0.4789
1515198240000,2014397,2024982,1980400,2014890,1.2405
1515198300000,2014890,2024000,1983946,2013443,0.5268
1515198360000,2013443,2023953,1989234,2000626,0.1619
1515198420000,2023953,2023953,2000631,2001734,0.0520
1515198480000,2022762,2023389,2001820,2023389,0.0846
1515198540000,2023389,2023989,2002844,2003774,0.1686
1515198600000,2004668,2004668,2004668,2004668,0.0041
1515198660000,2020859,2020859,2020859,2020859,0.0010
1515198720000,2007650,2007650,1999652,1999652,0.2122
1515198780000,2018781,2018781,1999652,2018781,0.0282
1515198840000,2016898,2016898,2016074,2016074,0.0030
1515198900000,2015003,2015003,2015003,2015003,0.0248
1515198960000,2018690,2018690,2008016,2008016,0.0208
1515199020000,2008009,2017633,2008009,2017161,0.0508
1515199080000,2018626,2018626,2008556,2008556,0.0810
1515199140000,2017608,2018079,2009051,2018074,0.5924
1515199200000,2018086,2019663,2009478,2019663,0.1634
1515199260000,2020199,2020200,2019692,2020200,0.2318
1515199320000,2019717,2024000,2019717,2024000,0.3947
1515199380000,2020011,2023999,2020000,2023999,0.0343
1515199440000,2020000,2020005,2020000,2020005,0.0668
1515199500000,2020006,2020006,2002000,2020005,1.6872
1515199560000,2020000,2022186,2001155,2022186,0.5622
1515199620000,2021117,2021117,2021109,2021109,0.0144
