Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1526256000000,956290,956600,956290,956500,2.1307,956445,0,0,0,0
1526256060000,956600,957100,956399,956399,2.3729,956749,-1,0,0,0
1526256120000,956098,956370,954400,954400,1.5787,955385,-1,-2,0,0
1526256180000,954400,955010,952621,954111,1.8407,953815,-1,-2,0,0
1526256240000,954117,955400,954004,954958,1.757,954702,0,-1,0,0
1526256300000,954963,954993,952889,953489,1.9733,953941,-1,-1,0,0
1526256360000,952898,954000,952725,954000,4.6918,953362,1,0,1,0
1526256420000,953655,953655,951500,951520,5.1026,952577,-1,0,0,0
1526256480000,951541,952900,950674,952900,3.2445,951787,1,0,1,0
1526256540000,952899,953800,952899,953200,1.8719,953349,0,1,0,0
1526256600000,953205,953800,951892,952137,1.6604,952846,-1,-1,0,0
1526256660000,951892,952132,950021,950799,3.7125,951076,-1,-2,0,0
1526256720000,950834,951699,950783,950783,5.2808,951241,-1,-2,0,0
1526256780000,950783,950788,945843,949293,13.1177,948315,-1,-2,0,0
1526256840000,949293,950000,948400,948501,4.0515,949200,-1,-2,0,0
1526256900000,948500,950846,948500,950094,2.3083,949673,1,0,0,0
1526256960000,950094,950599,948899,949493,1.5703,949749,-1,0,0,0
1526257020000,949500,950294,948500,948500,2.8135,949397,-1,-2,0,0
1526257080000,948500,949373,946371,948139,3.8122,947872,-1,-2,0,0
1526257140000,948139,951500,946020,949998,5.8632,948760,1,0,0,0
1526257200000,949837,951844,948260,948674,2.344,950052,-1,0,0,0
1526257260000,949979,950000,948306,948536,3.1473,949153,-1,-2,0,0
1526257320000,948569,948975,948486,948925,1.3707,948730,0,-1,1,0
1526257380000,949144,952116,948935,950310,1.876,950525,1,1,0,0
1526257440000,950010,952000,950005,950315,1.1298,951002,0,1,0,0
1526257500000,950330,950429,948925,949624,1.2686,949677,-1,-1,0,0
1526257560000,949327,949327,947999,948940,1.2706,948663,-1,-2,0,0
1526257620000,948915,949000,947951,949000,1.4046,948475,0,-1,1,0
1526257680000,949505,951999,949505,951999,0.8838,950752,1,1,1,0
1526257740000,950321,951999,949965,950549,1.8491,950982,0,1,0,0
1526257800000,950024,951999,949965,950534,1.5552,950982,0,0,0,0
1526257860000,950216,950419,950215,950352,0.6501,950317,0,0,0,0
1526257920000,950377,951999,950377,951999,1.1601,951188,1,1,1,0
1526257980000,951105,951999,950984,951217,1.4789,951491,0,1,0,0
1526258040000,951982,952000,950263,951365,2.8526,951131,-1,-1,0,0
1526258100000,951876,952000,951380,951496,2.1058,951690,-1,-2,0,0
1526258160000,951511,952397,951365,951595,1.1624,951881,0,-1,0,0
1526258220000,951802,951802,951061,951077,2.3835,951431,-1,-1,0,0
1526258280000,951593,953200,951155,951675,2.2241,952177,0,-1,0,0
1526258340000,951675,952392,951428,951905,0.7139,951910,0,0,0,0
1526258400000,951920,951940,951501,951510,0.4064,951720,-1,-1,0,0
1526258460000,951500,951582,951083,951544,1.6972,951332,0,-1,0,0
1526258520000,951544,953046,951418,952115,1.4482,952232,0,0,0,0
1526258580000,952701,956100,952319,955117,4.4816,954209,1,1,0,0
1526258640000,955122,956069,954001,956000,2.2492,955035,0,1,1,0
1526258700000,955522,956100,954120,955797,1.4862,955110,0,0,0,0
1526258760000,955541,956100,954066,955689,1.6724,955083,0,0,0,0
1526258820000,955685,956200,955250,955949,1.0018,955725,0,0,0,0
1526258880000,955452,958000,955000,955101,3.5731,956500,-1,-1,0,0
1526258940000,955657,957721,954015,954156,1.8052,955868,-1,-2,0,0
1526259000000,954117,955400,954015,954766,1.6016,954707,0,-1,0,0
1526259060000,954766,954928,953548,953784,1.5951,954238,-1,-1,0,0
1526259120000,953778,954200,953001,953001,0.9143,953600,-1,-2,0,0
1526259180000,953011,954952,952000,954951,2.2909,953476,1,0,1,0
1526259240000,954215,954952,952066,953390,5.9681,953509,-1,0,0,0
1526259300000,953390,954728,952000,953068,4.9344,953364,-1,-2,0,0
1526259360000,953069,953463,951990,952433,1.0844,952726,-1,-2,0,0
1526259420000,952432,953800,951983,953171,1.3547,952891,0,-1,0,0
1526259480000,953196,953787,952001,953500,1.1919,952894,0,0,0,0
1526259540000,952814,953500,952411,952700,0.5349,952955,-1,-1,0,0
1526259600000,952690,953020,952570,953020,1.1997,952795,0,-1,1,0
1526259660000,953035,953500,951851,953078,2.2522,952675,0,0,0,0
1526259720000,953141,953276,951851,952946,0.7913,952563,-1,-1,0,0
1526259780000,952946,953472,951990,952600,1.1133,952731,-1,-2,0,0
1526259840000,952818,953315,951666,951666,0.8964,952490,-1,-2,0,0
1526259900000,951559,953400,951201,952131,1.5195,952300,0,-1,0,0
1526259960000,951629,952790,951191,951191,0.6222,951990,-1,-1,0,0
1526260020000,951957,953000,951291,952797,0.4717,952145,0,-1,0,0
1526260080000,952030,953787,951291,952412,2.3497,952539,0,0,0,0
1526260140000,952434,953400,952000,952000,1.5339,952700,-1,-1,0,0
1526260200000,952000,952786,951941,952786,0.6078,952363,0,-1,1,0
1526260260000,952784,953093,952773,953016,0.5342,952933,0,0,0,0
1526260320000,953561,954800,953155,954800,0.5052,953977,1,1,1,0
1526260380000,953980,953980,953340,953340,0.8056,953660,-1,0,0,0
1526260440000,953345,955515,953341,954490,0.7741,954428,1,0,0,0
1526260500000,954485,954999,953476,953476,0.4261,954237,-1,0,0,0
1526260560000,953701,954732,953701,954711,0.1552,954216,1,0,1,0
1526260620000,954495,954695,954234,954234,0.033,954464,-1,0,0,0
1526260680000,954249,954476,953820,954220,0.6481,954148,-1,-2,0,0
1526260740000,954411,954626,954210,954592,0.0958,954418,0,-1,1,0
1526260800000,954570,954727,954309,954727,0.2701,954518,0,0,1,0
1526260860000,954717,954727,954520,954520,1.172,954623,-1,-1,0,0
1526260920000,954520,954727,954309,954727,0.1236,954518,0,-1,1,0
1526260980000,954585,955730,954580,954827,1.2186,955155,0,0,0,0
1526261040000,954862,955628,954862,955628,0.3129,955245,0,0,1,0
1526261100000,955526,956000,955462,955720,1.9977,955731,0,0,0,0
1526261160000,955725,956070,955509,955915,0.7066,955789,0,0,0,0
1526261220000,955914,957200,955402,955936,1.2647,956301,0,0,0,0
1526261280000,955977,956883,955977,956194,1.2367,956430,0,0,0,0
1526261340000,956395,957005,956265,956574,0.0701,956635,0,0,0,0
1526261400000,956589,957998,956581,956846,0.246,957289,0,0,0,0
1526261460000,957232,957853,957049,957322,1.0995,957451,0,0,0,0
1526261520000,957327,957423,956591,956591,0.9857,957007,-1,-1,0,0
1526261580000,957088,957959,956591,956601,0.4719,957275,-1,-2,0,0
1526261640000,956612,957276,956601,957270,1.2944,956938,0,-1,1,0
1526261700000,957270,957761,957026,957026,1.6385,957393,-1,-1,0,0
1526261760000,957643,957643,956538,956936,0.4654,957090,-1,-2,0,0
1526261820000,956563,956954,956447,956467,0.1467,956700,-1,-2,0,0
1526261880000,956457,956852,956183,956208,0.1418,956517,-1,-2,0,0
1526261940000,956208,956669,956000,956000,1.8299,956334,-1,-2,0,0
1526262000000,956012,956505,955999,956026,1.3687,956252,0,-1,0,0
1526262060000,956037,956669,955566,956199,2.0603,956117,0,0,0,0
1526262120000,956199,966029,956199,957673,8.0985,961114,1,1,0,0
1526262180000,957010,961999,957000,958243,3.6069,959499,1,2,0,0
1526262240000,958243,959000,958021,958136,1.5313,958510,-1,0,0,0
1526262300000,958137,958450,956257,957011,2.2564,957353,-1,-2,0,0
1526262360000,957367,957572,957161,957547,1.0818,957366,0,-1,1,0
1526262420000,957837,957990,957000,957589,1.1277,957495,-1,-1,0,0
1526262480000,957964,957974,956700,957002,1.212,957337,-1,-2,0,0
1526262540000,957012,957302,957000,957010,0.8484,957151,-1,-2,0,0
1526262600000,957011,957302,957010,957031,0.3026,957156,0,-1,0,0
1526262660000,957041,958000,957011,958000,1.4672,957505,0,0,1,0
1526262720000,957556,957778,957013,957521,0.0901,957395,-1,-1,0,0
1526262780000,957516,958000,957516,957831,0.8065,957758,0,-1,0,0
1526262840000,957827,958222,957200,957694,0.9789,957711,-1,-1,0,0
1526262900000,957811,957850,957500,957500,0.576,957675,-1,-2,0,0
1526262960000,957840,958231,957500,958222,0.2074,957865,0,-1,1,0
1526263020000,958230,959291,956230,958000,2.5938,957760,-1,-1,0,0
1526263080000,958000,958311,956922,957250,0.7252,957616,-1,-2,0,0
1526263140000,957222,958000,957000,957051,1.5593,957500,-1,-2,0,0
1526263200000,957198,957355,956922,957344,0.9181,957138,0,-1,1,0
1526263260000,957011,957350,956300,957012,0.4577,956825,0,0,0,0
1526263320000,957007,957007,956311,956336,0.6211,956659,-1,-1,0,0
1526263380000,956902,956993,956000,956000,1.5566,956496,-1,-2,0,0
1526263440000,956026,956400,954940,954950,1.4625,955670,-1,-2,0,0
1526263500000,954631,955068,954550,955068,1.2273,954809,0,-1,1,0
1526263560000,955000,955247,954836,955015,0.981,955041,0,0,0,0
1526263620000,955010,957000,955010,956795,1.5655,956005,1,1,1,0
1526263680000,955973,957000,955055,955324,1.2743,956027,-1,0,0,0
1526263740000,955090,955932,955090,955926,0.38,955511,0,-1,1,0
1526263800000,955882,955980,955244,955380,0.5378,955612,-1,-1,0,0
1526263860000,955869,956370,955705,956086,0.2815,956037,0,-1,0,0
