Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1545436800000,427612,428532,427463,428279,5.3402,427997,0,0,0
1545436860000,427992,429094,427991,428213,2.3696,428542,0,0,0
1545436920000,428226,428844,428213,428236,3.5759,428528,0,0,0
1545436980000,428374,428731,428374,428724,12.26,428552,0,0,0
1545437040000,428721,429300,428720,429192,5.9717,429010,0,0,0
1545437100000,428740,429612,428720,429612,2.9019,429166,0,0,0
1545437160000,429658,430185,429061,430001,4.5487,429623,0,0,0
1545437220000,430005,432988,430001,430642,8.1844,431494,0,0,0
1545437280000,430660,430700,429511,429699,14.1552,430105,-1,-1,0
1545437340000,429758,430196,429711,429800,7.9298,429953,0,-1,0
1545437400000,429907,429970,429268,429492,2.7675,429619,-1,-1,0
1545437460000,429494,429494,428610,428989,2.7983,429052,-1,-2,0
1545437520000,428766,429800,428743,429700,4.8147,429271,0,-1,0
1545437580000,428716,429801,428565,428792,2.5728,429183,0,0,0
1545437640000,428792,429042,428791,428936,0.3842,428916,0,0,0
1545437700000,428868,429544,428868,429215,2.2899,429206,0,0,0
1545437760000,429178,429424,428766,428969,2.2605,429095,-1,-1,0
1545437820000,428969,429100,428746,429082,1.2336,428923,0,-1,0
1545437880000,429013,429147,428213,428213,1.8798,428680,-1,-1,0
1545437940000,428213,429117,427463,427700,3.055,428290,-1,-2,0
1545438000000,427747,428522,427475,427900,4.1993,427998,0,-1,0
1545438060000,427900,428348,427463,427463,5.5099,427905,-1,-1,0
1545438120000,427464,428300,426973,428300,3.8533,427636,0,-1,0
1545438180000,428251,430050,427511,428405,5.3907,428780,0,0,0
1545438240000,428415,428800,427756,428375,2.359,428278,-1,-1,0
1545438300000,428135,428642,427267,427278,2.7806,427954,-1,-2,0
1545438360000,427268,427820,426846,426846,2.4274,427333,-1,-2,0
1545438420000,426846,428500,426707,428283,5.131,427603,1,0,0
1545438480000,428282,428739,427225,427738,2.2925,427982,-1,0,0
1545438540000,427694,428000,427531,427541,1.7785,427765,-1,-2,0
1545438600000,427546,427820,427232,427666,0.9781,427526,0,-1,0
1545438660000,427666,428899,427516,428010,2.4675,428207,0,0,0
1545438720000,428010,428782,428010,428610,0.9968,428396,0,0,0
1545438780000,428610,428782,427922,428527,2.9923,428352,-1,-1,0
1545438840000,428473,428706,428178,428236,2.143,428442,-1,-2,0
1545438900000,428236,428999,428230,428763,1.1923,428614,0,-1,0
1545438960000,428727,428773,428216,428566,2.9771,428494,-1,-1,0
1545439020000,428571,428944,428213,428944,1.9166,428578,0,-1,0
1545439080000,428801,429000,428080,428525,2.5624,428540,-1,-1,0
1545439140000,428560,428800,427994,427994,4.8476,428397,-1,-2,0
1545439200000,428171,428568,427721,427721,9.3429,428144,-1,-2,0
1545439260000,428043,428156,427721,427721,5.1049,427938,-1,-2,0
1545439320000,427991,428265,427522,428257,2.0028,427893,0,-1,0
1545439380000,428258,429075,428258,428612,4.4122,428666,0,0,0
1545439440000,428613,429900,428119,428948,6.2005,429009,0,0,0
1545439500000,428948,429900,428435,429393,4.6567,429167,0,0,0
1545439560000,429008,429600,428912,429500,3.0468,429256,0,0,0
1545439620000,429501,429600,428920,429546,2.9526,429260,0,0,0
1545439680000,429231,429535,428773,429260,2.4332,429154,0,0,0
1545439740000,429394,429394,428500,428634,1.1683,428947,-1,-1,0
1545439800000,428634,428993,428145,428515,1.0718,428569,-1,-2,0
1545439860000,428568,428889,428056,428381,3.6722,428472,-1,-2,0
1545439920000,428381,428500,427982,428290,2.5067,428241,-1,-2,0
1545439980000,428050,428448,427813,428448,0.3505,428130,0,-1,0
