Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1543363200000,430530,431551,430525,431551,2.5675,431038,1,0,0
1543363260000,431551,432028,431300,431552,3.4912,431664,0,0,0
1543363320000,431471,431826,431310,431575,0.1132,431568,0,0,0
1543363380000,431732,432289,431732,431887,2.784,432010,0,0,0
1543363440000,431947,431947,431538,431898,0.5872,431742,-1,-1,0
1543363500000,431699,431773,431699,431763,0.8985,431736,0,-1,0
1543363560000,431731,431772,431700,431700,0.3098,431736,-1,-1,0
1543363620000,431710,431732,431014,431090,2.0632,431373,-1,-2,0
1543363680000,431086,431773,431086,431761,1.471,431429,0,-1,0
1543363740000,431491,432499,431452,432258,2.8553,431975,0,0,0
1543363800000,432487,432891,432487,432702,3.1775,432689,0,0,0
1543363860000,432753,432800,431810,432200,2.2564,432305,-1,-1,0
1543363920000,432195,432195,431904,432167,0.7403,432049,-1,-2,0
1543363980000,432054,432798,431743,432037,2.563,432270,-1,-2,0
1543364040000,432117,432876,431848,432256,0.7872,432362,0,-1,0
1543364100000,432256,432687,431816,432295,0.8996,432251,0,0,0
1543364160000,432003,433623,432000,433335,1.5339,432811,1,1,0
1543364220000,433107,433623,432950,432950,1.9033,433286,-1,0,0
1543364280000,432950,433000,432000,432999,2.6925,432500,0,-1,0
1543364340000,432999,434409,432999,434222,2.6989,433704,1,1,0
1543364400000,434066,435000,434059,434889,4.2923,434529,0,1,0
1543364460000,434888,434993,434441,434731,1.6854,434717,-1,-1,0
1543364520000,434584,434584,434244,434278,1.4925,434414,-1,-2,0
1543364580000,434386,434386,433700,433761,1.2274,434043,-1,-2,0
1543364640000,433642,433700,433587,433600,1.4926,433643,-1,-2,0
1543364700000,433594,433764,433495,433645,1.5962,433629,0,-1,0
1543364760000,433405,433748,433002,433716,1.216,433375,0,0,0
1543364820000,433686,434600,433413,434213,2.0068,434006,0,0,0
1543364880000,434210,436195,434183,436000,7.3931,435189,1,1,0
1543364940000,436000,436155,434705,435018,7.6867,435430,-1,0,0
1543365000000,435018,435030,434125,434979,4.3714,434577,-1,-2,0
1543365060000,434533,435727,434533,435546,0.7775,435130,1,0,0
1543365120000,435497,437000,435497,436788,1.2644,436248,1,2,0
1543365180000,436788,436944,435547,435609,4.1253,436245,-1,0,0
1543365240000,435547,435547,434838,434946,2.4397,435192,-1,-2,-1596
1543365300000,434838,434838,434000,434000,0.2816,434419,-1,-2,-1596
1543365360000,433999,433999,433407,433444,3.0776,433703,-1,-2,-1596
1543365420000,433375,433445,433285,433343,1.5708,433365,-1,-2,-1596
1543365480000,433333,434234,433313,433856,2.725,433773,0,-1,-1596
1543365540000,433724,434233,433690,433690,1.3751,433961,-1,-1,-1596
1543365600000,433690,434167,433010,433010,1.3734,433588,-1,-2,-1596
1543365660000,433061,433225,433042,433225,0.1678,433133,0,-1,-1596
1543365720000,433225,433809,433200,433809,0.0352,433504,0,0,-1596
1543365780000,433962,434233,433652,434233,0.5601,433942,0,0,-1596
1543365840000,434099,434229,434050,434148,0.3086,434139,0,0,-1596
1543365900000,434151,434305,434074,434197,0.3618,434189,0,0,-1596
1543365960000,434157,434326,433587,433778,1.1446,433956,-1,-1,-1596
1543366020000,433587,433697,433000,433584,0.675,433348,-1,-2,-1596
1543366080000,433150,433150,432400,432400,2.1248,432775,-1,-2,-1596
1543366140000,432540,432569,432018,432301,2.0206,432293,-1,-2,-1596
1543366200000,432419,432535,432008,432161,0.921,432271,-1,-2,-1596
1543366260000,432092,433490,432065,433490,3.7532,432777,1,0,-1596
1543366320000,433076,433249,432527,432865,2.1847,432888,-1,0,-1596
1543366380000,432667,432762,432406,432551,0.7411,432584,-1,-2,-1596
1543366440000,432617,433011,432453,432453,0.7873,432732,-1,-2,-1596
1543366500000,432453,432453,431545,431545,4.428,431999,-1,-2,-1596
1543366560000,431545,432000,431395,431640,6.0103,431697,0,-1,-1596
1543366620000,431645,432724,431643,432724,1.7328,432183,1,1,-1596
1543366680000,432635,432645,432109,432109,0.4343,432377,-1,0,-1596
1543366740000,432193,432193,432000,432027,0.1448,432096,-1,-2,-1596
1543366800000,432010,432016,431309,431448,1.6167,431662,-1,-2,-1596
1543366860000,431553,431950,431374,431608,0.7057,431662,0,-1,-1596
1543366920000,431395,432027,431395,432023,1.2206,431711,0,0,-1596
1543366980000,432200,432471,431819,431825,1.3013,432145,-1,-1,-1596
1543367040000,431820,432478,431550,432478,1.1792,432014,0,-1,-1596
1543367100000,432524,432691,432398,432691,0.7622,432544,0,0,-1596
1543367160000,432557,432686,432040,432305,0.3158,432363,-1,-1,-1596
