Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1534550400000,729500,730326,728600,729831,7.0219,729463,0,0,0,0
1534550460000,729010,729352,727000,728676,9.4279,728176,-1,0,0,0
1534550520000,728301,728311,726726,727051,4.8072,727518,-1,-2,0,0
1534550580000,727022,727022,726011,726798,3.8355,726516,-1,-2,0,0
1534550640000,726920,727816,726751,727460,2.6167,727283,0,-1,0,0
1534550700000,727302,727911,727141,727828,1.0884,727526,0,0,1,0
1534550760000,727940,728000,727521,727898,0.3254,727760,-1,-1,0,0
1534550820000,727722,727994,727212,727903,0.6614,727603,0,-1,0,0
1534550880000,727652,728010,727046,727152,1.6548,727528,-1,-1,0,0
1534550940000,727458,727458,726190,727010,2.039,726824,-1,-2,0,0
1534551000000,727000,727000,725980,726854,3.5657,726490,-1,-2,0,0
1534551060000,726926,727000,726741,727000,2.0939,726870,0,-1,1,0
1534551120000,726990,727955,726990,727820,0.8967,727472,0,0,1,0
1534551180000,727698,727955,727107,727631,1.6608,727531,-1,-1,0,0
1534551240000,727500,727717,727200,727265,0.2756,727458,-1,-2,0,0
1534551300000,727265,727653,726381,726751,0.9597,727017,-1,-2,0,0
1534551360000,726751,726751,726072,726556,1.8749,726411,-1,-2,0,0
1534551420000,726538,726677,726089,726662,0.8911,726383,0,-1,1,0
1534551480000,726662,727143,726011,727143,1.9091,726577,0,0,1,0
1534551540000,726921,728000,726719,728000,3.2196,727359,1,1,1,0
1534551600000,727999,728464,727463,727776,1.8062,727963,-1,0,0,0
1534551660000,727593,727949,727593,727664,1.5865,727771,0,-1,0,0
1534551720000,727693,728464,727608,728108,1.4347,728036,0,0,0,0
1534551780000,728241,728799,727000,728799,2.4855,727899,0,0,1,0
1534551840000,728580,729010,728000,728600,3.1846,728505,0,0,0,0
1534551900000,728329,728782,727990,728217,2.0462,728386,-1,-1,0,0
1534551960000,728352,728491,727334,727914,1.6165,727912,-1,-2,0,0
1534552020000,728112,728510,727192,727566,3.0653,727851,-1,-2,0,0
1534552080000,728312,728585,727635,728093,1.2252,728110,-1,-2,0,0
1534552140000,728228,728292,727711,727979,0.4547,728001,-1,-2,0,0
1534552200000,727829,728999,727818,728594,0.9847,728408,0,-1,0,0
1534552260000,728102,728984,728017,728629,0.8664,728500,0,0,0,0
1534552320000,728464,729000,728027,728771,2.2994,728513,0,0,0,0
1534552380000,728553,728891,727846,727857,2.2126,728368,-1,-1,0,0
1534552440000,728253,728500,727600,728463,1.6499,728050,0,-1,1,0
1534552500000,728468,728500,728067,728096,1.9478,728283,-1,-1,0,0
1534552560000,728122,728145,727600,728145,1.2979,727872,0,-1,1,0
1534552620000,728146,728494,727767,728403,0.8548,728130,0,0,0,0
1534552680000,728137,728500,727887,728100,0.3427,728193,-1,-1,0,0
1534552740000,728153,729971,728153,729450,3.3235,729062,1,0,0,0
1534552800000,729292,729979,729168,729500,2.1378,729573,0,1,0,0
1534552860000,729490,730600,729489,730082,12.3946,730044,0,0,0,0
1534552920000,730090,730301,729500,729500,2.949,729900,-1,-1,0,0
1534552980000,729500,729999,729000,729500,2.7228,729499,0,-1,0,0
1534553040000,729403,731214,729403,731214,6.3082,730308,1,1,1,0
1534553100000,731214,732000,730342,730800,5.0351,731171,-1,0,0,0
1534553160000,730630,732000,730106,730902,5.3713,731053,0,-1,0,0
1534553220000,731009,731310,730035,730105,5.3278,730672,-1,-1,0,0
1534553280000,731232,732000,730072,731276,5.2798,731036,0,-1,0,0
1534553340000,731275,732010,731269,732010,3.042,731639,0,0,1,0
1534553400000,732148,734009,732015,732750,4.2471,733012,0,0,0,0
1534553460000,732607,732750,731054,731084,5.0237,731902,-1,-1,0,0
1534553520000,731002,731599,729831,730007,5.3814,730715,-1,-2,0,0
1534553580000,730007,730015,729222,729630,15.4481,729618,-1,-2,0,0
1534553640000,729217,729944,729001,729944,0.7764,729472,0,-1,1,0
1534553700000,729548,730367,729290,729302,5.4839,729828,-1,-1,0,0
1534553760000,729601,730036,729290,730036,1.0754,729663,0,-1,1,0
1534553820000,730005,730938,729990,730938,0.9318,730464,0,0,1,0
1534553880000,730969,731205,730566,730979,1.4551,730885,0,0,0,0
1534553940000,730984,731494,730960,731047,2.0126,731227,0,0,0,0
1534554000000,731046,732071,731046,732071,0.717,731558,1,1,1,0
1534554060000,732071,732846,732045,732846,6.703,732445,0,1,1,0
1534554120000,732160,732997,732001,732506,2.6921,732499,0,0,0,0
1534554180000,732516,732939,732067,732067,3.2519,732503,-1,-1,0,0
1534554240000,732068,732400,731756,732267,2.3888,732078,0,-1,0,0
1534554300000,732267,732996,732000,732000,2.7879,732498,-1,-1,0,0
1534554360000,732034,732997,730963,730963,2.7977,731980,-1,-2,0,0
1534554420000,730962,731122,730441,730975,2.9946,730781,0,-1,0,0
1534554480000,730975,731522,730601,731379,2.2669,731061,0,0,0,0
1534554540000,731000,731517,730600,730647,6.6336,731058,-1,-1,0,0
1534554600000,730600,731199,730000,730362,4.1862,730599,-1,-2,0,0
1534554660000,730450,730745,730000,730098,1.9858,730372,-1,-2,0,0
1534554720000,730100,730495,730100,730328,1.0444,730297,0,-1,0,0
1534554780000,730328,730500,730328,730417,2.1862,730414,0,0,0,0
1534554840000,730414,730417,729000,729808,4.4345,729708,-1,-1,0,0
1534554900000,729005,729813,729000,729010,1.0733,729406,0,-1,0,0
1534554960000,729000,729010,728400,728444,3.4399,728705,-1,-1,0,0
1534555020000,728449,729276,728417,729063,3.435,728846,0,-1,0,0
1534555080000,729066,730000,728840,730000,2.6986,729420,0,0,1,0
1534555140000,729527,730000,729006,729017,1.1838,729503,-1,-1,0,0
1534555200000,729017,729017,728000,728000,3.3875,728508,-1,-2,0,0
1534555260000,728018,728310,725980,727138,5.611,727145,-1,-2,0,0
1534555320000,727138,727632,725980,727004,4.7944,726806,-1,-2,0,0
1534555380000,727006,728023,727006,727724,4.7625,727514,0,-1,0,0
1534555440000,727678,729747,727500,729105,8.0323,728623,1,1,0,0
1534555500000,729105,729326,728544,729270,0.8484,728935,0,1,0,0
1534555560000,729135,729135,728400,728591,2.3622,728767,-1,-1,0,0
