Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,Higeindex,PL
1536105600000,818900,818919,818502,818502,2.3519,818710,-1,0,0,0
1536105660000,818774,819253,818500,818960,2.8958,818876,0,0,0,0
1536105720000,818960,819385,818579,819023,1.2823,818982,0,0,0,0
1536105780000,819001,819230,818928,819230,0.1081,819079,0,0,1,0
1536105840000,819230,819410,819108,819395,0.6002,819259,0,0,1,0
1536105900000,819198,819299,819197,819283,0.1141,819248,0,0,1,0
1536105960000,819282,819310,818916,819276,0.7065,819113,-1,-1,0,0
1536106020000,819276,819288,818866,818867,0.4007,819077,-1,-2,0,0
1536106080000,818866,819221,818536,818874,1.8609,818878,0,-1,0,0
1536106140000,818867,819000,818500,818500,2.7151,818750,-1,-1,0,0
1536106200000,818501,818912,818500,818807,0.4783,818706,0,-1,0,0
1536106260000,818593,818812,818593,818805,0.1574,818702,0,0,1,0
1536106320000,818931,819193,818865,819069,1.4524,819029,0,0,0,0
1536106380000,819156,819178,818661,818888,1.3908,818919,-1,-1,0,0
1536106440000,819074,819193,818690,819047,0.5556,818941,-1,-2,0,0
1536106500000,819047,819193,818638,818690,2.1725,818915,-1,-2,0,0
1536106560000,818912,819024,818583,818583,1.1245,818803,-1,-2,0,0
1536106620000,818871,818938,818583,818583,0.3859,818760,-1,-2,0,0
1536106680000,818585,818889,818583,818583,1.1914,818736,-1,-2,0,0
1536106740000,818815,819200,818583,819200,1.3198,818891,0,-1,1,0
1536106800000,818664,818801,818500,818500,1.1359,818650,-1,-1,0,0
1536106860000,818500,818868,818500,818778,1.0834,818684,0,-1,0,0
1536106920000,818613,818839,818589,818618,0.8378,818714,0,0,0,0
1536106980000,818623,819024,818618,818809,0.5059,818821,0,0,0,0
1536107040000,818809,819014,818724,818777,1.0663,818869,-1,-1,0,0
1536107100000,818777,819051,818777,819024,1.3322,818914,0,-1,1,0
1536107160000,818902,819094,818701,819031,0.6753,818897,0,0,0,0
1536107220000,819031,819200,818800,819000,1.6167,819000,-1,-1,0,0
1536107280000,819005,819146,818800,819026,0.6867,818973,0,-1,0,0
1536107340000,819012,819200,818804,819183,0.9251,819002,0,0,1,0
1536107400000,818880,819398,818879,819202,1.9228,819138,0,0,0,0
1536107460000,819342,819410,818968,819410,0.1283,819189,0,0,1,0
1536107520000,819410,819595,819000,819000,0.8436,819297,-1,-1,0,0
1536107580000,819409,819699,819179,819699,0.5356,819439,0,-1,1,0
1536107640000,819695,819700,819289,819653,1.3455,819494,-1,-1,0,0
1536107700000,819289,819561,819210,819483,0.8843,819385,0,-1,0,0
1536107760000,819482,819500,819244,819500,3.3434,819372,0,0,1,0
1536107820000,819495,819980,819495,819730,2.0102,819737,0,0,0,0
1536107880000,819915,820000,819754,819788,1.6451,819877,-1,-1,0,0
1536107940000,819789,819988,819729,819947,0.4707,819858,0,-1,0,0
