Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1540598400000,716888,716980,716801,716939,0.0754,716890,0,0,0
1540598460000,716870,717126,716860,716987,1.2866,716993,0,0,0
1540598520000,716999,717149,716999,717144,0.7131,717074,0,0,0
1540598580000,717149,717284,716200,716858,5.7023,716742,-1,-1,0
1540598640000,716565,716885,716565,716727,0.7669,716725,0,-1,0
1540598700000,716725,716922,716723,716865,0.2609,716822,0,0,0
1540598760000,716922,716960,716868,716960,1.3593,716914,0,0,0
1540598820000,716987,717002,716285,716485,1.3197,716643,-1,-1,0
1540598880000,716485,716933,716485,716550,0.9884,716709,0,-1,0
1540598940000,716500,717283,716225,716980,1.0058,716754,0,0,0
1540599000000,716974,716974,716906,716918,0.5822,716940,-1,-1,0
1540599060000,717021,717038,716883,716914,0.3833,716960,-1,-2,0
1540599120000,716977,716995,716944,716995,0.0832,716969,0,-1,0
1540599180000,717000,717005,716990,716994,0.7876,716997,-1,-1,0
1540599240000,717005,717005,716939,716939,0.0731,716972,-1,-2,0
1540599300000,716912,717017,716902,717017,0.6695,716959,0,-1,0
1540599360000,717018,717028,716925,716925,0.0465,716976,-1,-1,0
1540599420000,716934,716934,716730,716874,0.3092,716832,-1,-2,0
1540599480000,716873,716877,716775,716775,0.034,716826,-1,-2,0
1540599540000,716835,716910,716757,716907,0.3306,716833,0,-1,0
1540599600000,716920,716922,716910,716921,0.0994,716916,0,0,0
1540599660000,716921,716921,716921,716921,0.0,716921,0,0,0
1540599720000,716805,717098,716766,716766,0.1854,716932,-1,-1,0
1540599780000,716910,717025,716841,717025,0.1494,716933,0,-1,0
1540599840000,717025,717072,717021,717072,0.1215,717046,0,0,0
1540599900000,717071,717071,716972,717003,0.3146,717021,-1,-1,0
1540599960000,717006,717013,716999,716999,0.6663,717006,-1,-2,0
1540600020000,717021,717098,716959,717098,0.5611,717028,0,-1,0
1540600080000,717099,717099,717006,717099,0.0657,717052,0,0,0
1540600140000,717089,717089,717000,717000,0.0335,717044,-1,-1,0
1540600200000,716988,716999,716957,716957,0.0221,716978,-1,-2,0
1540600260000,716986,717000,716983,716986,0.1242,716991,0,-1,0
1540600320000,716986,717000,716976,716989,0.1622,716988,0,0,0
1540600380000,716979,717030,716979,717005,1.3231,717004,0,0,0
1540600440000,717008,717070,717008,717059,0.11,717039,0,0,0
