Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1542585600000,631556,631624,631136,631532,1.3381,631380,-1,0,0
1542585660000,631521,631521,630636,630814,2.3648,631078,-1,0,0
1542585720000,630815,630962,630195,630500,2.6194,630578,-1,-2,0
1542585780000,630490,630500,630393,630476,1.1832,630446,-1,-2,0
1542585840000,630440,630678,630393,630393,0.5683,630535,-1,-2,0
1542585900000,630615,630662,630393,630402,0.5287,630527,-1,-2,0
1542585960000,630481,630685,630211,630641,0.3994,630448,0,-1,0
1542586020000,630675,631346,630673,630728,0.9069,631009,0,0,0
1542586080000,630923,630998,630727,630955,0.2938,630862,0,0,0
1542586140000,630925,630960,630000,630854,1.9179,630480,-1,-1,0
1542586200000,630811,630811,630000,630576,2.5312,630405,-1,-2,0
1542586260000,630576,630800,630458,630569,0.6476,630629,-1,-2,0
1542586320000,630504,630504,630432,630476,0.0729,630468,-1,-2,0
1542586380000,630464,630464,630169,630190,0.7179,630316,-1,-2,0
1542586440000,630160,630188,630007,630166,0.7785,630097,0,-1,0
1542586500000,630161,630167,630000,630088,0.559,630083,-1,-1,0
1542586560000,630130,630811,630002,630474,1.5883,630406,0,-1,0
1542586620000,630058,630449,630000,630020,1.7367,630224,-1,-1,0
1542586680000,630024,630405,630021,630280,0.2202,630213,0,-1,0
1542586740000,630402,630405,630000,630205,0.6081,630202,-1,-1,0
1542586800000,630010,630500,629800,630200,2.4461,630150,0,-1,0
1542586860000,630210,630227,630200,630200,0.7897,630213,-1,-1,0
1542586920000,630214,630214,629800,629805,1.8543,630007,-1,-2,0
1542586980000,629800,629805,629779,629805,2.9498,629792,0,-1,0
1542587040000,629803,629805,629790,629795,1.2967,629797,-1,-1,0
1542587100000,629802,629805,629385,629385,0.4123,629595,-1,-2,0
1542587160000,629528,629528,629465,629488,0.1296,629496,-1,-2,0
1542587220000,629600,629805,629229,629229,0.5634,629517,-1,-2,0
1542587280000,629567,629567,629234,629518,0.1697,629400,-1,-2,0
1542587340000,629518,629800,629515,629751,0.8327,629657,0,-1,0
1542587400000,629541,629751,629307,629607,0.5796,629529,0,0,0
1542587460000,629559,629581,629558,629581,0.0465,629569,0,0,0
1542587520000,629581,629721,629580,629653,0.1542,629650,0,0,0
1542587580000,629721,629805,629721,629805,0.2067,629763,0,0,0
1542587640000,629805,630000,629794,629985,2.223,629897,0,0,0
1542587700000,629979,630000,629978,630000,2.0409,629989,0,0,0
1542587760000,630000,630238,629999,630099,0.9332,630118,0,0,0
1542587820000,630099,630515,630099,630514,0.241,630307,0,0,0
1542587880000,630514,631000,630360,630858,1.8972,630680,0,0,0
1542587940000,630955,630955,630653,630792,1.6516,630804,-1,-1,0
1542588000000,630763,630939,630753,630842,0.6865,630846,0,-1,0
1542588060000,630840,630993,630840,630924,0.4314,630916,0,0,0
1542588120000,630857,630857,630800,630814,0.8755,630828,-1,-1,0
1542588180000,630800,630800,630658,630658,0.0125,630729,-1,-2,0
1542588240000,630674,630674,630673,630673,0.01,630673,-1,-2,0
1542588300000,630522,630737,630522,630732,0.0236,630629,0,-1,0
1542588360000,630718,630804,630718,630800,0.3967,630761,0,0,0
1542588420000,630818,630976,630813,630961,0.967,630894,0,0,0
1542588480000,630961,631243,630866,631243,0.9328,631054,0,0,0
1542588540000,631145,631480,630988,631028,1.075,631234,-1,-1,0
1542588600000,631010,631024,630945,630950,0.3249,630984,-1,-2,0
1542588660000,630945,630961,630000,630616,2.3582,630480,-1,-2,0
1542588720000,630514,630858,629900,630417,4.9381,630379,-1,-2,0
1542588780000,630286,630540,629900,630160,4.0206,630220,-1,-2,0
1542588840000,630160,630249,629900,630135,2.7447,630074,-1,-2,0
1542588900000,630000,630703,629900,630042,2.7217,630301,0,-1,0
1542588960000,630100,630280,629900,630004,2.0221,630090,-1,-1,0
1542589020000,630004,630054,629900,629922,1.4202,629977,-1,-2,0
1542589080000,629900,629980,629583,629583,11.2883,629781,-1,-2,0
1542589140000,629590,630000,629581,629711,0.5072,629790,0,-1,0
1542589200000,629627,629803,629557,629754,1.1261,629680,0,0,0
1542589260000,629804,629815,629511,629598,0.2415,629663,-1,-1,0
1542589320000,629590,629652,629500,629618,0.7234,629576,0,-1,0
1542589380000,629523,629578,629000,629511,1.6881,629289,-1,-1,0
1542589440000,629541,629546,626723,626954,8.0378,628134,-1,-2,0
1542589500000,626954,628167,626600,627257,1.6832,627383,0,-1,0
1542589560000,627257,627757,627000,627353,1.9771,627378,0,0,0
1542589620000,627504,627684,626737,626934,2.5269,627210,-1,-1,0
1542589680000,626924,627000,626753,627000,1.8565,626876,0,-1,0
1542589740000,627196,627449,625000,625001,12.7766,626224,-1,-1,0
1542589800000,625001,625100,624000,624558,5.9501,624550,-1,-2,0
1542589860000,624062,624686,623000,623709,5.0895,623843,-1,-2,0
1542589920000,623699,624646,623305,624646,1.1001,623975,0,-1,0
1542589980000,624452,625000,624452,625000,6.4305,624726,0,0,0
1542590040000,625000,626495,624871,625803,10.2757,625683,0,0,0
1542590100000,625803,625803,625164,625798,5.26,625483,-1,-1,0
1542590160000,625791,627259,625675,625999,6.5855,626467,0,-1,0
1542590220000,626118,627544,626056,626726,3.2513,626800,0,0,0
1542590280000,626468,627000,625802,625802,5.7987,626401,-1,-1,0
1542590340000,625802,626305,625700,625990,3.5699,626002,0,-1,0
1542590400000,625884,626049,625232,625568,4.7668,625640,-1,-1,0
1542590460000,625800,626879,625446,626198,2.0769,626162,0,-1,0
1542590520000,626186,626600,625878,626598,1.4843,626239,0,0,0
1542590580000,626598,626941,626230,626941,3.5988,626585,0,0,0
1542590640000,626941,626941,626319,626319,1.1871,626630,-1,-1,0
1542590700000,626396,626668,626386,626400,3.1462,626527,0,-1,0
1542590760000,626386,626389,625136,625730,1.4561,625762,-1,-1,0
1542590820000,625641,626904,625522,626441,2.2465,626213,0,-1,0
1542590880000,626441,627132,625870,626404,2.0194,626501,-1,-1,0
1542590940000,626246,626394,626123,626300,0.972,626258,0,-1,0
1542591000000,626299,626300,626142,626295,4.9362,626221,-1,-1,0
1542591060000,626270,626522,625677,626036,2.6317,626099,-1,-2,0
1542591120000,626036,626275,625229,625418,1.251,625752,-1,-2,0
1542591180000,625556,627740,625419,626360,2.2287,626579,0,-1,0
1542591240000,626410,627000,626155,626388,3.0494,626577,-1,-1,0
1542591300000,626512,627700,626450,627424,1.5667,627075,0,-1,0
1542591360000,627395,627540,626827,626850,4.5139,627183,-1,-1,0
1542591420000,626871,627773,626654,627300,1.0874,627213,0,-1,0
1542591480000,627290,627500,626853,626919,1.0486,627176,-1,-1,0
1542591540000,626907,626919,626870,626897,1.4273,626894,-1,-2,0
1542591600000,626908,627000,626902,627000,1.7602,626951,0,-1,0
1542591660000,626936,627000,626874,626874,2.2658,626937,-1,-1,0
1542591720000,626874,626915,626500,626505,2.1625,626707,-1,-2,0
1542591780000,626507,626507,626025,626100,0.9378,626266,-1,-2,0
1542591840000,626100,627000,626100,627000,3.0502,626550,0,-1,0
1542591900000,626987,627000,626897,627000,1.3149,626948,0,0,0
1542591960000,627000,627000,626404,626783,5.2794,626702,-1,-1,0
1542592020000,626615,626894,626615,626856,3.4449,626754,0,-1,0
1542592080000,626856,626871,626856,626861,0.1477,626863,0,0,0
1542592140000,626861,626971,626861,626863,1.0818,626916,0,0,0
1542592200000,626872,626894,626074,626842,1.5486,626484,-1,-1,0
1542592260000,626543,626645,626000,626393,2.0406,626322,-1,-2,0
1542592320000,626327,626458,625000,626150,1.5963,625729,-1,-2,0
1542592380000,626149,626149,626000,626000,0.73,626074,-1,-2,0
1542592440000,626000,626047,625921,625944,1.4356,625984,-1,-2,0
1542592500000,626000,626100,625757,625800,2.3221,625928,-1,-2,0
1542592560000,625757,625768,625524,625695,0.0719,625646,-1,-2,0
1542592620000,625685,625800,625490,625785,1.3284,625645,0,-1,0
1542592680000,625764,625870,625683,625870,1.1506,625776,0,0,0
1542592740000,625844,625869,625616,625865,0.3936,625742,0,0,0
1542592800000,625811,625811,625000,625332,2.1894,625405,-1,-1,0
1542592860000,625287,625332,625024,625300,1.036,625178,0,-1,0
1542592920000,625154,625500,625081,625500,0.5615,625290,0,0,0
1542592980000,625453,625955,625393,625500,1.4472,625674,0,0,0
1542593040000,625502,625659,625260,625310,0.2835,625459,-1,-1,0
1542593100000,625310,628690,625310,625929,3.4793,627000,0,-1,0
1542593160000,625686,625906,625478,625906,0.7799,625692,0,0,0
1542593220000,625758,625919,625751,625751,0.1229,625835,-1,-1,0
1542593280000,625905,625906,625478,625532,0.9231,625692,-1,-2,0
1542593340000,625580,625580,625000,625378,2.655,625290,-1,-2,0
1542593400000,625221,625518,625221,625300,0.8017,625369,0,-1,0
1542593460000,625284,625300,624678,624900,3.9927,624989,-1,-1,0
1542593520000,624900,625000,624036,624036,4.7687,624518,-1,-2,0
1542593580000,624000,624254,623566,623764,2.7192,623910,-1,-2,0
1542593640000,623764,623955,623468,623699,1.077,623711,-1,-2,0
1542593700000,623699,623789,623490,623789,9.0136,623639,0,-1,0
1542593760000,623784,623999,623759,623819,1.0856,623879,0,0,0
1542593820000,623934,623999,623600,623664,1.8172,623799,-1,-1,0
1542593880000,623674,623744,623400,623503,0.887,623572,-1,-2,0
1542593940000,623402,623464,623000,623069,0.3757,623232,-1,-2,0
1542594000000,623069,623500,623004,623069,8.6522,623252,0,-1,0
1542594060000,623069,623160,621957,621957,16.2927,622558,-1,-1,0
1542594120000,621900,623074,621731,622489,3.9749,622402,0,-1,0
1542594180000,622637,624099,622637,623875,4.6467,623368,1,1,0
