Time,Start,Max,Min,End,Tot_trans
1526169600000,929880,931000,929500,931000,1.9701
1526169660000,930980,931325,930700,930701,0.7280
1526169720000,930701,930867,930300,930400,0.9610
1526169780000,930305,931505,930005,931505,0.4506
1526169840000,931305,931395,931000,931205,0.9644
1526169900000,931205,933628,931200,933487,0.6818
1526169960000,932225,934010,932220,933812,3.7454
1526170020000,933000,934010,932200,933989,1.1281
1526170080000,934000,935000,932478,933000,1.5708
1526170140000,933000,933800,931200,931200,1.2468
1526170200000,931215,932101,931207,932101,0.6399
1526170260000,932746,932751,931945,932746,0.5996
1526170320000,932746,932756,931138,931615,0.6013
1526170380000,931067,931108,930112,930112,0.4792
1526170440000,930540,930905,930429,930903,0.1502
1526170500000,930891,932562,930379,932562,0.7302
1526170560000,932517,932517,931862,931862,0.0210
1526170620000,931411,932651,931411,932504,0.3289
1526170680000,932553,933208,931688,933130,0.5673
1526170740000,933135,933242,931707,933238,0.3091
1526170800000,933254,934060,933249,934055,0.6124
1526170860000,934070,935014,933726,933726,0.5026
1526170920000,933984,936000,933805,934356,0.7141
1526170980000,934367,935679,933501,933501,1.1093
1526171040000,933503,933526,933500,933500,0.2980
1526171100000,933500,933858,932042,932042,0.1955
1526171160000,932042,932042,931555,931555,0.2403
1526171220000,931556,932643,930300,930300,0.5347
1526171280000,931967,931967,931967,931967,0.0200
1526171340000,931943,931948,930548,931848,1.1260
1526171400000,931177,931282,930000,930555,0.9836
1526171460000,931589,931589,930001,930314,1.1853
1526171520000,930224,931954,930000,930452,0.7961
1526171580000,930462,930462,930000,930000,5.4638
1526171640000,930000,930008,928500,929554,2.6406
1526171700000,929579,929767,928516,928516,0.5817
1526171760000,929341,931000,929341,930951,2.1639
1526171820000,930966,931000,928681,929371,0.8875
1526171880000,929397,930897,928679,930755,0.8605
1526171940000,930754,930755,930477,930500,1.7890
1526172000000,930444,930500,929218,929218,0.7450
1526172060000,929218,929800,928001,928101,1.1758
1526172120000,928101,930296,928000,928606,1.4323
1526172180000,929147,930499,928101,928110,2.0418
1526172240000,928646,930311,928636,929990,2.3506
1526172300000,929036,930311,928101,930311,1.3795
1526172360000,929431,929527,928106,928687,1.3568
1526172420000,928686,929658,928118,929385,0.9918
1526172480000,928134,929800,925140,927506,3.4762
1526172540000,927469,928399,925100,926616,2.4999
1526172600000,926621,926621,924099,925334,2.4692
1526172660000,925235,927215,924997,927215,0.7500
1526172720000,926114,928674,925007,927479,0.5061
1526172780000,928353,928353,927015,927298,0.5178
1526172840000,927298,928309,925506,926699,0.3612
1526172900000,926699,928317,925629,926967,0.2264
1526172960000,926967,926967,925001,925001,0.3067
1526173020000,925000,927400,924111,925529,2.1266
1526173080000,925534,925550,922820,923808,1.1195
1526173140000,923624,925565,923618,925090,0.3958
1526173200000,925402,926273,922515,924761,0.6987
1526173260000,925000,926998,924005,924099,0.4951
1526173320000,926638,926669,924603,925131,0.2685
1526173380000,926000,926998,926000,926235,0.4122
1526173440000,926274,927010,924694,926494,1.4145
1526173500000,926640,927997,926519,927239,0.3555
1526173560000,927283,927887,927273,927511,0.3000
1526173620000,927517,927997,925724,927573,1.1758
1526173680000,927573,928672,927001,928503,0.6007
1526173740000,928502,928672,927019,928432,0.2660
1526173800000,928431,928448,927171,928351,0.0999
1526173860000,928336,928443,928300,928300,0.3504
1526173920000,928241,928449,927344,927591,0.5910
1526173980000,927529,927706,927000,927000,2.4279
1526174040000,927005,927005,925726,926802,0.2474
1526174100000,926808,927779,926777,927756,0.2128
1526174160000,927766,927787,927119,927569,0.6050
1526174220000,927596,927998,927000,927010,0.2701
1526174280000,927010,927011,925724,925724,0.4303
1526174340000,926000,926894,926000,926885,0.0308
1526174400000,926000,926800,925724,926800,1.4734
1526174460000,926595,926800,926163,926800,0.0700
1526174520000,926266,926800,924586,926000,0.7339
1526174580000,926000,926800,926000,926790,1.2993
1526174640000,926767,926800,925428,926795,0.7563
1526174700000,926795,926800,926795,926800,1.6796
1526174760000,926800,926800,926800,926800,0.8211
1526174820000,926800,926800,925060,926800,0.4798
1526174880000,925961,926800,925001,926800,1.1390
1526174940000,926800,927986,925995,927986,5.9401
1526175000000,927986,929547,927965,929547,2.5232
1526175060000,929547,929602,928021,929321,2.6315
1526175120000,929316,929320,927475,927999,0.4902
1526175180000,927949,927998,927938,927997,0.6840
1526175240000,927993,928616,927988,928616,1.7961
1526175300000,928616,928998,927477,927496,0.3581
1526175360000,928332,928998,927497,927662,0.5239
1526175420000,927506,927773,927444,927455,0.7288
1526175480000,927762,927772,926904,926905,0.3377
1526175540000,926905,926905,926800,926800,0.1889
1526175600000,926779,927000,926224,926224,0.0890
1526175660000,926224,926885,925125,925125,0.8230
1526175720000,925917,925929,925010,925896,0.3251
1526175780000,925930,927437,925580,925580,1.4927
1526175840000,925591,926168,925567,925904,0.0308
1526175900000,925947,926289,925599,926249,1.5361
1526175960000,926249,927763,926249,926785,6.1035
1526176020000,926841,927009,926841,926909,0.0553
1526176080000,926904,926904,926757,926854,0.2220
1526176140000,926854,926854,926300,926300,0.0467
