Time,Start,Max,Min,End,Tot_trans
1521504000000,928729,930714,925974,925974,1.4536
1521504060000,925974,934999,925000,926031,2.3716
1521504120000,926272,928449,925000,928448,2.4219
1521504180000,928448,928448,924001,924989,1.1970
1521504240000,924994,926000,924179,925138,1.5545
1521504300000,925165,926000,921451,922936,2.1623
1521504360000,921451,922999,919152,921281,5.8564
1521504420000,922797,922797,920493,920504,0.4784
1521504480000,920482,920860,920050,920123,0.4853
1521504540000,920234,923217,920164,921000,1.9297
1521504600000,921015,921015,920400,920400,2.7997
1521504660000,920083,922532,917427,921900,3.3308
1521504720000,921190,926000,920978,920978,2.9662
1521504780000,920978,923000,920000,923000,0.6991
1521504840000,923000,923000,920025,920100,0.2402
1521504900000,920100,920100,920000,920000,1.6502
1521504960000,920000,921719,918000,919993,6.5844
1521505020000,919987,920225,917704,918820,1.3019
1521505080000,918830,921457,918711,918720,2.0930
1521505140000,918726,920666,918000,919895,1.2910
1521505200000,918021,922300,914998,918500,9.5432
1521505260000,918501,921995,915000,915000,4.3432
1521505320000,915000,920000,914543,914600,2.1700
1521505380000,914610,920000,914600,917010,1.5743
1521505440000,917000,917059,914560,915773,0.9267
1521505500000,915664,918000,915664,916325,0.8708
1521505560000,917327,917337,911500,915027,2.7091
1521505620000,915027,916400,914638,914942,1.3363
1521505680000,916049,916442,916038,916437,0.4204
1521505740000,916410,917800,916400,917000,0.3370
1521505800000,917013,918000,916400,916400,0.5509
1521505860000,917995,920000,917985,920000,1.0146
1521505920000,919082,920000,918540,919324,2.7534
1521505980000,919990,920000,918890,920000,4.0387
1521506040000,918995,920000,918990,920000,1.5611
1521506100000,920003,920818,920003,920517,0.1070
1521506160000,920532,920816,920532,920801,0.2080
1521506220000,920791,922005,920791,921016,1.5097
1521506280000,921068,921500,921068,921500,0.1430
1521506340000,921485,921500,921078,921473,0.2141
1521506400000,921473,921500,921000,921500,1.0970
1521506460000,921021,921510,920000,920000,0.9898
1521506520000,920000,920065,920000,920050,0.3405
1521506580000,920075,920110,920050,920100,0.5465
1521506640000,920189,920199,919003,919959,1.1961
1521506700000,919944,922000,919009,920474,1.8238
1521506760000,920584,921786,920000,920000,1.4296
1521506820000,920005,920005,920005,920005,0.0100
1521506880000,920320,923217,920221,920942,1.0198
1521506940000,921000,924021,920942,920984,0.6967
1521507000000,921545,922124,921490,921500,0.7035
1521507060000,921500,921500,920942,920942,0.5198
1521507120000,920942,921495,920000,920760,0.4517
1521507180000,920765,921447,920332,921400,0.6440
1521507240000,921500,922800,920332,920333,1.4429
1521507300000,920545,922716,920421,920665,0.6882
1521507360000,920675,920675,920100,920115,0.5652
1521507420000,920115,921976,920000,920879,3.2657
1521507480000,920747,922716,918781,921293,3.0001
1521507540000,920001,923672,920000,920498,1.3726
1521507600000,920000,923500,920000,923499,1.0876
1521507660000,923370,923370,921721,923028,0.0350
1521507720000,921969,923007,921821,922090,0.1958
1521507780000,922453,922953,922453,922856,0.0611
1521507840000,922289,922653,922209,922560,0.3310
1521507900000,922974,924021,922974,924021,1.1936
1521507960000,924021,924155,922202,923876,0.7625
1521508020000,923472,923952,923472,923780,0.1289
1521508080000,923765,924000,923099,923995,0.1683
1521508140000,922526,923971,920000,923399,1.1756
1521508200000,923002,923993,920080,923000,2.4559
1521508260000,923982,924898,923565,924877,0.8091
1521508320000,923983,924000,922005,922005,0.5781
1521508380000,922004,922004,920000,921613,0.5846
1521508440000,920011,921613,920000,921059,0.4162
1521508500000,921944,921944,921105,921105,0.1630
1521508560000,921105,922125,921005,921603,1.1243
