Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1541721600000,727681,727729,727680,727729,0.0534,727704,0,0,0
1541721660000,727569,727712,727400,727460,0.8048,727556,-1,0,0
1541721720000,727408,728000,727264,727728,2.175,727632,0,-1,0
1541721780000,727541,727995,727521,727800,0.9667,727758,0,0,0
1541721840000,727767,728298,727767,728298,1.3004,728032,0,0,0
1541721900000,728029,728464,728006,728300,1.9389,728235,0,0,0
1541721960000,728303,728306,728040,728300,1.6802,728173,-1,-1,0
1541722020000,728239,728248,728079,728236,0.5037,728163,-1,-2,0
1541722080000,728129,728422,728068,728307,1.5863,728245,0,-1,0
1541722140000,728307,728316,728212,728212,1.6134,728264,-1,-1,0
1541722200000,728190,728190,728077,728151,0.2239,728133,-1,-2,0
1541722260000,728184,728917,727901,727990,1.6488,728409,-1,-2,0
1541722320000,727854,728000,727849,727999,1.1112,727924,0,-1,0
1541722380000,728000,728876,727999,728714,3.5019,728437,0,0,0
1541722440000,728281,728714,728100,728390,1.8796,728407,0,0,0
1541722500000,728131,728856,728083,728182,0.7734,728469,0,0,0
1541722560000,728183,728183,728083,728093,1.435,728133,-1,-1,0
1541722620000,728093,728109,727923,728087,1.3028,728016,-1,-2,0
1541722680000,728013,728109,727858,728015,1.7327,727983,0,-1,0
1541722740000,728010,728286,727876,727876,3.1132,728081,-1,-1,0
1541722800000,727898,727902,727848,727848,2.3103,727875,-1,-2,0
1541722860000,727847,727944,727845,727885,1.3812,727894,0,-1,0
1541722920000,727870,728023,727836,727995,0.9784,727929,0,0,0
1541722980000,727857,728067,727852,728055,1.0209,727959,0,0,0
1541723040000,728059,728059,727917,728048,0.775,727988,-1,-1,0
1541723100000,728067,728291,728067,728076,0.1494,728179,0,-1,0
1541723160000,728076,728362,728048,728136,0.4559,728205,0,0,0
1541723220000,728283,728293,727867,728030,0.8641,728080,-1,-1,0
1541723280000,727917,728026,727822,728021,1.074,727924,0,-1,0
1541723340000,728019,728300,728012,728300,1.9757,728156,0,0,0
1541723400000,728252,728741,728252,728378,1.2003,728496,0,0,0
1541723460000,728378,728646,728378,728630,0.9201,728512,0,0,0
1541723520000,728455,728637,728379,728629,1.7824,728508,0,0,0
1541723580000,728472,728583,728409,728438,1.0843,728496,-1,-1,0
1541723640000,728439,729655,728409,728438,3.5915,729032,-1,-2,0
1541723700000,728541,729071,728437,728854,1.5138,728754,0,-1,0
1541723760000,728490,728750,728198,728198,1.7243,728474,-1,-1,0
1541723820000,728169,728437,728169,728284,0.4808,728303,0,-1,0
1541723880000,728284,728297,728171,728200,0.4098,728234,-1,-1,0
1541723940000,728200,728284,728182,728182,0.9085,728233,-1,-2,0
1541724000000,728163,728200,728146,728152,0.2179,728173,-1,-2,0
1541724060000,728146,728152,728136,728147,0.3765,728144,0,-1,0
1541724120000,728152,728152,728152,728152,0.014,728152,0,0,0
1541724180000,728147,728147,728112,728139,0.0747,728129,-1,-1,0
1541724240000,728075,728075,727822,727912,0.3887,727948,-1,-2,0
1541724300000,727920,727981,727836,727929,0.6442,727908,0,-1,0
1541724360000,727918,728703,727806,727929,0.7781,728254,0,0,0
1541724420000,727969,727970,727865,727865,0.2407,727917,-1,-1,0
1541724480000,727863,728016,727774,728016,0.2175,727895,0,-1,0
1541724540000,728009,728387,728009,728070,0.0551,728198,0,0,0
1541724600000,728289,728289,728154,728256,0.3092,728221,-1,-1,0
1541724660000,728245,728300,728226,728289,2.0684,728263,0,-1,0
1541724720000,728289,728289,728271,728285,1.8442,728280,-1,-1,0
1541724780000,728285,728625,728285,728608,0.8805,728455,0,-1,0
1541724840000,728590,728590,728278,728278,0.2893,728434,-1,-1,0
1541724900000,728278,728286,728267,728285,0.873,728276,0,-1,0
1541724960000,728291,728302,728200,728200,0.2679,728251,-1,-1,0
1541725020000,728244,728244,728066,728066,1.0673,728155,-1,-2,0
1541725080000,728046,728046,727897,727897,0.3304,727971,-1,-2,0
1541725140000,727899,727899,727619,727832,0.5362,727759,-1,-2,0
1541725200000,727818,728386,727731,728032,1.1387,728058,0,-1,0
1541725260000,728032,728087,727719,727955,1.7154,727903,-1,-1,0
1541725320000,727919,728080,726999,727805,6.7504,727539,-1,-2,0
1541725380000,727716,728391,727516,727942,0.4918,727953,0,-1,0
1541725440000,727917,727926,727848,727873,0.3658,727887,-1,-1,0
1541725500000,727871,728000,727837,727846,0.3212,727918,-1,-2,0
