Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1541548800000,729797,730000,729797,729974,1.569,729898,0,0,0
1541548860000,729974,730000,729974,730000,2.5935,729987,0,0,0
1541548920000,729998,730000,729700,730000,2.8744,729850,0,0,0
1541548980000,729730,729998,729461,729461,1.8557,729729,-1,-1,0
1541549040000,729677,729893,729567,729839,0.407,729730,0,-1,0
1541549100000,729841,729893,729724,729889,2.5164,729808,0,0,0
1541549160000,729873,730000,729863,729984,1.7508,729931,0,0,0
1541549220000,730000,730303,729895,730234,0.9478,730099,0,0,0
1541549280000,730347,730488,730039,730488,1.2671,730263,0,0,0
1541549340000,730400,730709,730161,730632,1.8707,730435,0,0,0
1541549400000,730632,731128,730632,731119,2.695,730880,0,0,0
1541549460000,731121,731121,730379,730990,4.2124,730750,-1,-1,0
1541549520000,730781,731000,730533,731000,0.6708,730766,0,-1,0
1541549580000,731000,731128,730986,731124,5.2029,731057,0,0,0
1541549640000,731125,731857,731125,731501,5.5646,731491,0,0,0
1541549700000,731500,732000,731500,731948,4.5483,731750,0,0,0
1541549760000,731943,735000,731943,734218,11.6015,733471,0,0,0
1541549820000,734218,735000,731600,731602,13.5428,733300,-1,-1,0
1541549880000,732000,732532,731600,731689,7.2875,732066,-1,-2,0
1541549940000,731715,732611,731715,732400,5.5855,732163,0,-1,0
1541550000000,732400,732904,732312,732540,2.5739,732608,0,0,0
1541550060000,732600,733395,732592,733362,2.5864,732993,0,0,0
1541550120000,733366,733999,733281,733995,1.5799,733640,0,0,0
1541550180000,733587,734900,733587,734383,1.4679,734243,0,0,0
1541550240000,734395,738000,734382,738000,8.7574,736191,0,0,0
1541550300000,737919,739000,737206,738029,13.5675,738103,0,0,0
1541550360000,738024,739000,737550,737568,20.1414,738275,-1,-1,0
1541550420000,737551,738000,736433,737698,16.8013,737216,0,-1,0
1541550480000,737698,738483,737694,738100,4.5512,738088,0,0,0
1541550540000,738065,738473,737707,737900,3.4541,738090,-1,-1,0
1541550600000,737890,740000,737308,739320,16.1274,738654,1,0,0
1541550660000,739013,739085,737585,737710,6.9512,738335,-1,0,0
1541550720000,737715,738000,737000,737064,4.3531,737500,-1,-2,0
1541550780000,737001,737445,736844,737346,9.5599,737144,0,-1,0
1541550840000,737034,738600,737028,737490,8.0622,737814,0,0,0
1541550900000,737343,737500,736719,737500,7.6513,737109,0,0,0
1541550960000,737501,737993,737501,737829,3.1464,737747,0,0,0
1541551020000,737781,737999,737699,737884,18.3254,737849,0,0,0
1541551080000,737883,737884,736000,736414,11.0482,736942,-1,-1,0
1541551140000,735987,736478,733300,734000,9.3842,734889,-1,-2,0
1541551200000,733803,735498,733330,735187,11.4181,734414,1,0,0
1541551260000,735189,735498,735189,735498,4.9048,735343,0,1,0
1541551320000,735498,735681,735195,735604,6.5638,735438,0,0,0
1541551380000,735421,736200,735311,735337,5.1892,735755,-1,-1,0
1541551440000,735338,735347,735104,735104,6.0299,735225,-1,-2,0
1541551500000,735100,735148,734826,734898,3.5082,734987,-1,-2,0
1541551560000,734893,735187,734761,735187,4.1784,734974,0,-1,0
1541551620000,735187,735187,735089,735187,3.5573,735138,0,0,0
