Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1542153600000,713947,714083,713203,713710,2.0142,713643,-1,0,0
1542153660000,713717,714010,713448,713616,1.9028,713729,-1,0,0
1542153720000,713616,713997,713540,713629,0.789,713768,0,-1,0
1542153780000,713620,713625,713159,713159,2.4664,713392,-1,-1,0
1542153840000,713405,713405,712000,712589,4.4406,712702,-1,-2,0
1542153900000,712539,712589,712108,712287,0.4621,712348,-1,-2,0
1542153960000,712271,712710,712271,712707,1.5017,712490,0,-1,0
1542154020000,712707,712707,712330,712620,0.6191,712518,-1,-1,0
1542154080000,712577,713269,712519,713259,2.5982,712894,0,-1,0
1542154140000,713119,713259,712929,713097,4.5975,713094,-1,-1,0
1542154200000,713097,713475,713094,713304,2.3526,713284,0,-1,0
1542154260000,713299,714000,713299,713968,1.368,713649,0,0,0
1542154320000,713786,714000,713309,713662,3.5258,713654,-1,-1,0
1542154380000,713323,713781,713313,713658,0.9415,713547,0,-1,0
1542154440000,713658,714000,713452,714000,0.4123,713726,0,0,0
1542154500000,713765,715100,713765,715100,2.5547,714432,1,1,0
1542154560000,714202,715100,714025,714239,5.8905,714562,0,1,0
1542154620000,714239,715100,714027,714497,2.2531,714563,0,0,0
1542154680000,714700,714930,714300,714478,2.1723,714615,-1,-1,0
1542154740000,714478,714503,714326,714472,0.4421,714414,-1,-2,0
1542154800000,714472,714503,714340,714359,0.5757,714421,-1,-2,0
1542154860000,714409,714496,714300,714411,2.0583,714398,0,-1,0
1542154920000,714416,714420,714330,714418,0.1117,714375,0,0,0
1542154980000,714418,714418,714340,714340,0.1469,714379,-1,-1,0
1542155040000,714389,714399,714336,714394,0.4372,714367,0,-1,0
1542155100000,714399,714550,714392,714533,0.8648,714471,0,0,0
1542155160000,714534,714924,714521,714924,1.1743,714722,0,0,0
1542155220000,714913,714923,714300,714631,3.5558,714611,-1,-1,0
1542155280000,714559,714810,714300,714530,0.7131,714555,-1,-2,0
1542155340000,714527,714701,714360,714538,1.2166,714530,0,-1,0
1542155400000,714675,714780,714545,714780,0.422,714662,0,0,0
1542155460000,714599,714803,714599,714803,0.1374,714701,0,0,0
1542155520000,714756,714766,714538,714620,1.7817,714652,-1,-1,0
1542155580000,714538,714816,714300,714316,0.8679,714558,-1,-2,0
1542155640000,714635,714804,714300,714301,1.9372,714552,-1,-2,0
1542155700000,714301,714597,713896,714041,1.5985,714246,-1,-2,0
1542155760000,714004,714327,713894,714047,1.2019,714110,0,-1,0
1542155820000,714298,714480,714060,714463,0.8541,714270,0,0,0
1542155880000,714463,714475,713434,714360,2.1036,713954,-1,-1,0
1542155940000,714069,714745,713416,714590,2.4711,714080,0,-1,0
1542156000000,714469,714590,713769,714589,1.2319,714179,0,0,0
1542156060000,714556,714590,713925,714580,1.3658,714257,0,0,0
1542156120000,714579,714590,714321,714585,0.7277,714455,0,0,0
1542156180000,714575,715000,713757,714408,2.7953,714378,-1,-1,0
1542156240000,714399,714927,713702,714874,1.9688,714314,0,-1,0
