Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1542412800000,624595,625080,624580,625016,1.134,624830,0,0,0
1542412860000,625017,627000,623938,624280,4.3617,625469,-1,0,0
1542412920000,624201,624438,624107,624136,1.0299,624272,-1,-2,0
1542412980000,624140,624377,624135,624326,0.3771,624256,0,-1,0
1542413040000,624174,624313,623131,623579,1.6822,623722,-1,-1,0
1542413100000,623525,624243,623152,623328,2.4093,623697,-1,-2,0
1542413160000,623573,623686,623432,623604,0.1541,623559,0,-1,0
1542413220000,623604,623622,623165,623165,0.6653,623393,-1,-1,0
1542413280000,623172,623459,622449,622983,0.9937,622954,-1,-2,0
1542413340000,622987,623368,622721,623250,1.6106,623044,0,-1,0
1542413400000,623229,624248,623229,623725,1.4101,623738,0,0,0
1542413460000,623725,624446,623536,624258,0.7384,623991,0,0,0
1542413520000,624273,624573,624234,624573,0.6619,624403,0,0,0
1542413580000,624573,624574,624074,624435,0.884,624324,-1,-1,0
1542413640000,624436,624541,624198,624353,0.9703,624369,-1,-2,0
1542413700000,624354,624399,623977,624300,2.1964,624188,-1,-2,0
1542413760000,624300,624300,623444,624137,2.2601,623872,-1,-2,0
1542413820000,623858,624584,623855,624584,0.5582,624219,0,-1,0
1542413880000,624590,624664,624590,624654,0.2574,624627,0,0,0
1542413940000,624645,625600,624644,624945,1.2751,625122,0,0,0
1542414000000,624999,625000,624644,624679,0.9924,624822,-1,-1,0
1542414060000,624669,624678,624577,624642,0.2461,624627,-1,-2,0
1542414120000,624631,624631,624577,624577,0.4925,624604,-1,-2,0
1542414180000,624576,624576,624478,624478,0.554,624527,-1,-2,0
1542414240000,624476,624600,624300,624571,1.2758,624450,0,-1,0
1542414300000,624571,624576,624001,624393,2.302,624288,-1,-1,0
1542414360000,624065,624291,623558,623799,3.2087,623924,-1,-2,0
1542414420000,623791,624195,623444,623644,4.2226,623819,-1,-2,0
1542414480000,623860,623942,623676,623935,0.3977,623809,0,-1,0
1542414540000,623931,623931,623715,623857,1.2339,623823,-1,-1,0
1542414600000,623844,623852,623463,623825,0.5627,623657,-1,-2,0
1542414660000,623929,624013,623000,623502,1.6494,623506,-1,-2,0
1542414720000,623863,624156,623863,624156,0.343,624009,0,-1,0
1542414780000,624156,624599,622351,624390,2.0029,623475,0,0,0
1542414840000,624171,624572,623475,624572,0.8979,624023,0,0,0
1542414900000,624423,624622,624411,624411,3.9532,624516,-1,-1,0
1542414960000,624166,624170,623851,623851,2.5698,624010,-1,-2,0
1542415020000,623855,623855,623481,623688,2.0318,623668,-1,-2,0
