Time,Start,Max,Min,End,Tot_trans
1539561600000,696125,696699,696000,696000,2.8921
1539561660000,696090,696100,694350,695146,1.9024
1539561720000,695146,695392,694984,695000,2.9748
1539561780000,694986,694995,693850,694016,1.9183
1539561840000,694252,695000,694021,694601,2.5348
1539561900000,694619,694805,693151,694805,6.2147
1539561960000,694812,694926,694803,694886,0.6611
1539562020000,694847,694966,694487,694698,1.0848
1539562080000,694699,694700,694657,694700,0.6639
1539562140000,694697,694700,694598,694700,0.8077
1539562200000,694680,694969,694615,694819,0.6439
1539562260000,694762,694955,694696,694697,0.2789
1539562320000,694816,695418,694178,694339,3.0985
1539562380000,694259,695635,694258,694782,2.1708
1539562440000,694771,694857,694474,694511,0.8943
1539562500000,694512,694512,694249,694252,0.8518
1539562560000,694250,694377,692500,692855,1.4775
1539562620000,692952,693590,692799,693050,1.4682
1539562680000,693194,693194,692102,692102,1.9567
1539562740000,692111,692533,692110,692515,3.8257
1539562800000,692515,692650,692327,692650,3.7028
1539562860000,692650,693048,692485,692485,2.8593
1539562920000,692467,693048,692327,692719,3.3964
1539562980000,692719,692993,692362,692362,0.5401
1539563040000,692451,692600,692200,692301,1.1693
1539563100000,692301,692640,692301,692640,1.9324
1539563160000,692634,693048,692543,693000,0.4578
1539563220000,692995,693600,692945,693593,1.0249
1539563280000,693592,693592,693134,693139,1.6541
1539563340000,693139,693868,693139,693850,1.6903
1539563400000,693850,693890,693701,693701,0.6295
1539563460000,693701,693841,693431,693432,0.3007
1539563520000,693462,693890,693462,693628,0.1538
1539563580000,693617,693889,693550,693727,0.5391
1539563640000,693701,695014,693682,693829,2.2724
1539563700000,693899,694157,693879,693946,0.0724
1539563760000,693971,694006,693638,693888,0.2983
1539563820000,693687,694075,693647,693755,0.3058
1539563880000,693755,694491,693747,694490,0.8955
1539563940000,694490,694490,694052,694421,0.2013
1539564000000,694279,694601,694214,694580,1.1120
1539564060000,694580,694690,694500,694690,1.0469
1539564120000,694624,695325,694624,694787,1.6206
1539564180000,694779,695302,694779,695286,1.1840
1539564240000,695276,695285,694117,694367,3.1722
1539564300000,694182,695061,694081,694995,1.3663
1539564360000,695030,695084,694552,694552,0.7674
1539564420000,694552,695280,694500,694734,0.5663
1539564480000,694736,695096,694600,695096,0.3874
1539564540000,695156,695156,694769,695000,0.6175
1539564600000,695000,695555,694965,695425,1.7453
1539564660000,695550,695925,695490,695798,1.3628
1539564720000,695673,695950,695653,695815,1.5341
1539564780000,695823,696304,695823,696300,2.3670
1539564840000,696300,696776,695956,695956,3.3682
1539564900000,695956,696291,695869,696291,1.3698
1539564960000,696191,696291,695937,696127,1.2733
1539565020000,695947,696105,695800,695827,0.3615
1539565080000,695808,695884,695697,695869,0.2525
1539565140000,695867,695867,695746,695787,0.5207
1539565200000,695794,696443,695794,696215,0.3872
1539565260000,696443,696776,696036,696590,0.9726
1539565320000,696580,696590,695073,696230,1.1429
1539565380000,696230,696230,695659,695844,1.1107
1539565440000,695831,695833,695640,695640,0.9378
1539565500000,695670,695968,695663,695887,0.9053
1539565560000,695994,696304,695904,696066,0.2625
1539565620000,696292,696385,696037,696385,0.1622
1539565680000,696370,696660,696040,696660,0.3020
1539565740000,696660,696660,696200,696489,0.4834
1539565800000,696409,696660,696200,696660,1.7426
1539565860000,696651,696776,696600,696776,1.4068
1539565920000,696742,697181,696742,697000,2.3523
1539565980000,697105,697307,697066,697307,0.7720
1539566040000,697300,697307,696907,696910,3.4976
1539566100000,696978,697138,696482,697138,1.7484
1539566160000,697140,697308,697000,697000,1.1239
1539566220000,697000,697200,696800,696900,1.6642
1539566280000,696899,697305,696860,697183,1.6785
1539566340000,697169,697303,696629,696741,0.2623
1539566400000,696698,696837,696698,696837,0.0697
1539566460000,696898,696898,696350,696350,0.7366
1539566520000,696400,696521,696236,696464,1.2676
1539566580000,696366,696618,696300,696310,0.7529
1539566640000,696441,696578,696310,696327,0.3213
1539566700000,696326,696434,696300,696404,0.9508
1539566760000,696418,696418,696316,696367,0.2596
1539566820000,696430,696447,695426,696428,1.9426
1539566880000,696441,696447,696438,696447,0.1975
1539566940000,696443,696600,696390,696400,0.5671
1539567000000,696390,696590,696390,696580,0.7125
1539567060000,696573,696590,696066,696584,0.2381
1539567120000,696374,696704,696374,696625,0.1778
1539567180000,696635,696750,696625,696700,1.0640
1539567240000,696651,696675,696568,696568,0.0403
1539567300000,696621,696793,696621,696678,0.0496
1539567360000,696713,696799,696626,696799,0.5138
1539567420000,696799,697313,696799,697313,1.5617
1539567480000,697173,697313,696831,696921,0.7564
1539567540000,696890,697072,696890,697032,0.4488
1539567600000,697032,697224,696949,696949,0.3545
1539567660000,697083,697197,696949,697197,0.1308
1539567720000,696949,697186,696824,696824,0.2626
1539567780000,696782,696969,696781,696969,0.0201
1539567840000,696966,696988,696947,696988,2.2791
1539567900000,696988,696988,696905,696988,2.5519
1539567960000,696988,697200,696978,697200,3.7486
1539568020000,697195,697340,697195,697340,0.2089
1539568080000,697340,697465,697226,697226,0.7321
1539568140000,697182,697346,696000,697345,2.6791
1539568200000,697084,697416,696968,697046,0.7763
1539568260000,697060,697218,696996,697218,0.2211
1539568320000,697218,697440,697218,697354,0.2540
1539568380000,697440,697800,697354,697370,1.2386
1539568440000,697330,697748,697321,697590,0.2723
1539568500000,697700,697700,697521,697684,0.2367
1539568560000,697610,698311,697522,698301,2.4749
1539568620000,698317,698516,698301,698301,3.9684
1539568680000,698301,698309,698301,698301,1.9677
1539568740000,698236,698712,698236,698447,1.0811
1539568800000,698302,698715,698130,698151,0.8905
1539568860000,698151,698259,697959,698199,0.5358
1539568920000,698085,698700,697866,698005,1.5207
1539568980000,697977,698608,697811,697964,0.8435
1539569040000,697967,698527,697839,697848,0.1029
1539569100000,697879,698063,697846,697846,0.9819
1539569160000,697846,698500,697559,697602,1.4301
1539569220000,697602,697919,697574,697815,2.2584
1539569280000,697898,697914,697800,697805,1.2060
1539569340000,697806,697914,697480,697713,0.7687
1539569400000,697714,697753,697634,697753,1.9929
1539569460000,697719,697914,697714,697751,2.3704
1539569520000,697719,697762,697674,697688,0.3768
1539569580000,697645,697732,697480,697732,0.5806
1539569640000,697715,697780,697510,697762,0.2646
1539569700000,697696,698343,697696,698156,0.2167
1539569760000,698079,698079,697965,698017,0.1129
1539569820000,698060,698304,698060,698190,0.1071
1539569880000,698094,698291,698082,698086,0.1730
1539569940000,698065,698065,697747,697850,0.4321
1539570000000,697819,698307,697786,697999,0.7730
1539570060000,697999,698000,697811,697919,0.0714
1539570120000,697919,698040,697826,697914,0.0819
1539570180000,697955,698055,697838,697857,0.0408
1539570240000,697833,697868,697789,697841,0.1390
1539570300000,697837,697837,697795,697795,0.2100
1539570360000,697802,697859,697789,697819,0.3490
1539570420000,697819,697839,697790,697790,0.1006
1539570480000,697850,697957,697831,697950,0.0590
1539570540000,697871,697906,697821,697829,0.2765
1539570600000,697839,698311,697813,698300,2.5380
1539570660000,698310,698310,697790,697795,3.1258
1539570720000,697795,697928,697791,697864,0.4941
1539570780000,697791,697861,697791,697828,1.2452
1539570840000,697791,697827,697789,697827,0.1661
1539570900000,697866,697866,697500,697641,0.1601
1539570960000,697641,697900,697503,697531,0.5717
1539571020000,697516,697516,697433,697433,0.4998
1539571080000,697438,697497,697438,697454,0.1602
1539571140000,697461,697479,697461,697479,0.0054
1539571200000,697467,697552,697457,697515,0.4396
1539571260000,697510,697526,697433,697433,0.1806
1539571320000,697442,697465,697220,697323,0.4254
1539571380000,697310,697470,697218,697219,0.8217
1539571440000,697219,697300,697200,697263,1.0548
1539571500000,697263,697263,696937,696988,2.3790
1539571560000,696967,696978,696952,696952,0.9108
1539571620000,696900,696900,696746,696831,0.5288
1539571680000,696751,696790,696739,696786,0.6604
1539571740000,696751,696761,696673,696700,1.3380
1539571800000,696700,696910,696650,696910,0.8890
1539571860000,696949,696961,696695,696953,1.2032
1539571920000,696953,696960,696721,696752,1.7215
1539571980000,696762,696945,696751,696895,0.3430
1539572040000,696898,696969,696550,696959,1.4467
1539572100000,696617,696687,696500,696617,0.0830
1539572160000,696617,696892,696452,696628,0.7841
1539572220000,696606,696912,696595,696869,0.7614
1539572280000,696599,696805,696598,696804,0.1056
1539572340000,696598,696876,696505,696833,0.1354
1539572400000,696513,696833,696513,696833,0.0164
1539572460000,696531,696969,696531,696854,0.0751
1539572520000,696852,696978,696852,696978,0.4880
1539572580000,696960,697386,696951,697375,0.3811
1539572640000,697356,697356,696980,697131,0.1016
1539572700000,697191,697192,697140,697140,0.0491
1539572760000,697140,698000,697130,697369,0.8845
1539572820000,697173,697400,697152,697400,0.5062
1539572880000,697265,697303,697250,697250,0.2781
1539572940000,697200,697250,697150,697250,0.2521
1539573000000,697250,697250,696800,696974,0.2030
1539573060000,696974,697274,696974,697274,0.0603
1539573120000,696813,697185,696813,697182,0.0508
1539573180000,697193,697449,697193,697384,0.0113
1539573240000,697362,697363,697207,697208,0.2006
1539573300000,697200,697200,697029,697029,0.2322
1539573360000,697029,697179,697029,697179,0.1482
1539573420000,697179,697179,697163,697167,0.0874
1539573480000,697148,697148,697015,697015,0.3574
1539573540000,697015,697015,697000,697009,1.0224
1539573600000,697020,697030,697000,697000,1.2758
1539573660000,697000,697028,696967,696967,0.5393
1539573720000,696950,696950,696880,696880,0.1704
1539573780000,696850,696850,696796,696806,0.5212
1539573840000,696790,696830,696741,696830,0.2321
1539573900000,696830,696834,696802,696802,0.4674
1539573960000,696833,696909,696802,696802,0.5135
1539574020000,696909,696990,696802,696979,0.1716
1539574080000,696981,696981,696981,696981,0.0120
1539574140000,696984,697000,696984,696998,0.4892
1539574200000,696999,696999,696994,696995,0.3147
1539574260000,696871,697000,696853,696853,0.1756
1539574320000,696900,697428,696840,697102,0.5893
1539574380000,697102,697484,697102,697483,0.0986
