Time,Start,Max,Min,End,Tot_trans
1520121600000,1216389,1217455,1216389,1217428,0.3807
1520121660000,1217428,1217455,1215026,1215500,0.5934
1520121720000,1216346,1216346,1215808,1216328,0.1091
1520121780000,1215633,1215633,1214984,1214994,2.1615
1520121840000,1215500,1215500,1213000,1213000,4.4912
1520121900000,1213000,1213000,1212000,1212786,2.2459
1520121960000,1212500,1215823,1212000,1213823,1.7895
1520122020000,1213790,1214643,1213000,1213000,1.6046
1520122080000,1214520,1214530,1213000,1213000,0.6899
1520122140000,1213227,1213583,1212504,1213500,0.9269
1520122200000,1213510,1214000,1213500,1213989,1.0687
1520122260000,1213989,1215500,1213900,1215034,1.1336
1520122320000,1215500,1216000,1214055,1214396,1.6926
1520122380000,1214401,1215124,1213500,1213500,1.9078
1520122440000,1213500,1215095,1213500,1213510,1.5218
1520122500000,1213505,1213994,1213000,1213994,2.2766
1520122560000,1213128,1214010,1213128,1214010,1.7790
1520122620000,1213990,1215000,1213150,1215000,1.0096
1520122680000,1214712,1215596,1214707,1215004,2.5829
1520122740000,1215019,1215035,1213067,1214822,3.4904
1520122800000,1214817,1214822,1213508,1213508,0.7015
1520122860000,1213899,1214200,1213899,1214200,0.4281
1520122920000,1214200,1214200,1214060,1214095,0.2902
1520122980000,1214100,1214200,1214100,1214195,0.7865
1520123040000,1214060,1214195,1214000,1214010,0.9836
1520123100000,1214000,1214240,1213067,1214000,4.3929
1520123160000,1214000,1214000,1213985,1213985,0.1115
1520123220000,1213619,1213619,1213011,1213011,0.3909
1520123280000,1213200,1213900,1213200,1213388,0.5797
1520123340000,1213895,1213900,1213332,1213332,0.9429
1520123400000,1213342,1213766,1213000,1213000,2.3021
1520123460000,1213332,1213805,1213001,1213001,3.6598
1520123520000,1213001,1213332,1210608,1212980,1.2788
1520123580000,1213000,1213000,1210730,1212000,0.7540
1520123640000,1211995,1212000,1210000,1212000,4.2354
1520123700000,1212000,1212356,1210471,1211457,4.2097
1520123760000,1211451,1212000,1210481,1212000,0.2909
1520123820000,1211065,1211066,1208033,1208033,3.0514
1520123880000,1208052,1209999,1208000,1209174,2.9490
1520123940000,1208374,1209048,1208000,1208190,0.6370
1520124000000,1209025,1209999,1208895,1209994,0.4092
1520124060000,1209000,1209974,1209000,1209974,0.4881
1520124120000,1209970,1211000,1209970,1210998,0.8818
1520124180000,1210055,1211000,1210036,1211000,0.1636
1520124240000,1210989,1211000,1210170,1210170,1.4696
1520124300000,1210872,1211000,1210198,1210201,0.9744
1520124360000,1210227,1210227,1210010,1210209,1.6723
1520124420000,1210025,1210101,1209792,1209792,2.3515
1520124480000,1209857,1209857,1207000,1207000,2.7015
1520124540000,1206991,1207011,1205100,1205100,1.1805
1520124600000,1205102,1206867,1202500,1206426,4.5955
1520124660000,1205780,1209887,1205780,1209887,2.1693
1520124720000,1209887,1209887,1207171,1208241,1.0077
1520124780000,1207290,1208325,1207290,1208005,1.5631
1520124840000,1207995,1208048,1207001,1207018,0.7351
1520124900000,1207424,1207635,1207009,1207009,0.3461
1520124960000,1207009,1207634,1206461,1206500,0.5663
1520125020000,1206513,1207390,1206003,1206003,0.7266
1520125080000,1206015,1206217,1205000,1205229,0.3618
1520125140000,1206350,1207307,1206350,1207302,0.1968
1520125200000,1207000,1208094,1206905,1206945,0.6994
1520125260000,1207125,1208094,1206900,1208094,0.3203
1520125320000,1207999,1208088,1207999,1208088,0.3998
1520125380000,1208050,1208083,1207994,1207994,0.0954
1520125440000,1207075,1207075,1206453,1206900,0.3363
1520125500000,1206900,1208443,1206900,1206957,0.3751
1520125560000,1206920,1207014,1206232,1206740,0.2612
1520125620000,1207740,1207860,1207740,1207860,0.1786
1520125680000,1207995,1208251,1207780,1207790,2.1799
1520125740000,1207790,1208444,1207115,1207115,1.3102
1520125800000,1207447,1208500,1207248,1208328,0.7338
1520125860000,1208333,1209999,1207232,1209749,2.2997
1520125920000,1209071,1209270,1209071,1209147,0.6797
1520125980000,1207953,1208079,1207555,1207700,0.4290
1520126040000,1207714,1208831,1207714,1207719,1.7613
1520126100000,1207720,1208200,1207602,1207627,0.3655
1520126160000,1208221,1208231,1208016,1208016,0.1705
1520126220000,1208070,1208473,1208070,1208231,1.3920
1520126280000,1208017,1208017,1207602,1207602,1.0073
1520126340000,1207989,1207999,1207610,1207629,0.2497
1520126400000,1207602,1208442,1207283,1208013,0.7552
1520126460000,1208053,1208980,1207646,1208980,0.9376
1520126520000,1208990,1209890,1208866,1209310,0.5488
1520126580000,1209300,1209869,1209300,1209300,0.8376
1520126640000,1209300,1209300,1208000,1209069,1.3408
1520126700000,1209069,1209069,1208144,1209069,0.6354
1520126760000,1208304,1209064,1208281,1209064,0.4424
1520126820000,1209064,1209064,1208404,1209064,0.0800
1520126880000,1209064,1209064,1209064,1209064,0.0175
1520126940000,1208643,1209064,1208632,1209063,0.0351
1520127000000,1208637,1209000,1208621,1208660,0.1223
1520127060000,1208985,1208985,1208665,1208979,0.0202
1520127120000,1208979,1209000,1208685,1209000,0.2892
1520127180000,1208931,1209000,1208915,1209000,0.2045
1520127240000,1209000,1209000,1209000,1209000,0.0163
1520127300000,1209000,1210500,1209000,1210500,2.6984
1520127360000,1210500,1210525,1210010,1210431,0.7742
1520127420000,1210400,1211500,1210399,1210779,1.0575
1520127480000,1210779,1211499,1210000,1210010,0.5232
1520127540000,1209512,1209562,1209512,1209522,0.8396
1520127600000,1209523,1211500,1209523,1211500,0.5802
1520127660000,1210331,1212080,1210331,1210711,1.3676
1520127720000,1211112,1212080,1210765,1212070,1.9424
1520127780000,1212070,1213000,1212070,1212105,1.1063
1520127840000,1212110,1212795,1210937,1212305,0.5263
1520127900000,1212305,1212722,1211527,1212000,1.0245
1520127960000,1212000,1212270,1211532,1211532,2.3639
1520128020000,1211537,1211537,1210912,1211490,0.5653
1520128080000,1211500,1211500,1210945,1210945,0.2339
1520128140000,1210945,1210960,1210735,1210955,0.5123
1520128200000,1210745,1211000,1210690,1210975,0.7492
1520128260000,1210996,1211090,1210996,1211055,0.5100
1520128320000,1211055,1211055,1209990,1210211,0.9145
1520128380000,1210200,1210200,1209301,1209328,0.3677
1520128440000,1209329,1209329,1209301,1209311,0.2076
1520128500000,1209310,1209352,1209301,1209352,0.0485
1520128560000,1209324,1210200,1209001,1209028,1.1226
1520128620000,1210210,1211500,1210010,1211376,0.7474
1520128680000,1211015,1211376,1210000,1210000,2.8922
1520128740000,1210005,1210080,1210000,1210000,0.2399
1520128800000,1210035,1210043,1210005,1210043,0.0255
1520128860000,1210040,1210117,1210040,1210095,0.1239
1520128920000,1210092,1210100,1210000,1210000,1.1368
1520128980000,1210100,1210100,1207100,1207100,1.8162
1520129040000,1207100,1207474,1205200,1207469,0.8524
1520129100000,1207010,1208000,1207005,1207766,0.5282
1520129160000,1207771,1207781,1207766,1207776,1.2920
1520129220000,1207990,1208022,1207340,1208000,0.8798
1520129280000,1208000,1208300,1208000,1208272,0.6192
1520129340000,1208272,1208272,1207000,1207026,0.2952
1520129400000,1207026,1207031,1205110,1205811,1.8812
1520129460000,1205831,1208266,1205810,1205810,0.0581
1520129520000,1206361,1207774,1205832,1207769,1.2765
1520129580000,1207420,1207420,1205110,1206529,1.5375
1520129640000,1206534,1208391,1206534,1208391,1.3698
1520129700000,1208769,1208965,1207067,1208965,1.3801
1520129760000,1208323,1209403,1208323,1209042,1.5015
1520129820000,1209764,1209887,1209044,1209403,0.0098
1520129880000,1209402,1209577,1208309,1208852,0.7248
1520129940000,1208676,1208852,1208476,1208476,0.7217
1520130000000,1208075,1208466,1208000,1208000,0.8086
1520130060000,1208005,1208026,1207000,1207300,0.4685
1520130120000,1207301,1207692,1207301,1207323,0.3265
1520130180000,1207328,1207704,1207000,1207400,0.2323
1520130240000,1207385,1207395,1207000,1207000,1.2358
1520130300000,1207000,1207179,1206998,1207002,1.5573
1520130360000,1206998,1206998,1204001,1204022,1.6326
1520130420000,1204261,1204261,1201001,1202420,1.0134
1520130480000,1202833,1205137,1202006,1203041,1.2759
1520130540000,1202203,1203447,1202203,1203447,0.3135
1520130600000,1203078,1205000,1202250,1203463,1.2820
1520130660000,1203413,1203743,1202434,1202985,1.6619
1520130720000,1202985,1203723,1200501,1200999,1.5487
1520130780000,1200999,1200999,1200122,1200903,1.8990
1520130840000,1201000,1202629,1200903,1201355,1.6320
1520130900000,1201360,1201665,1200100,1201500,2.8659
1520130960000,1201510,1203480,1200148,1200600,2.4486
1520131020000,1200170,1200595,1200008,1200008,1.5365
1520131080000,1200006,1200007,1198500,1198500,5.9798
1520131140000,1198760,1199994,1198030,1199325,1.8464
1520131200000,1199559,1199800,1198872,1199214,0.2383
1520131260000,1199408,1199760,1198876,1199130,0.3457
1520131320000,1199122,1199795,1199122,1199506,3.6838
1520131380000,1199511,1199643,1198286,1198286,0.9268
1520131440000,1198000,1198740,1197000,1197305,2.0902
1520131500000,1197465,1199000,1197316,1198606,1.0966
1520131560000,1198258,1199333,1197921,1199328,0.7836
1520131620000,1198902,1200000,1198806,1198806,0.8260
1520131680000,1198806,1200000,1198070,1198851,0.5867
1520131740000,1199430,1199979,1198887,1199649,0.4848
1520131800000,1199669,1202331,1199669,1202331,1.6253
1520131860000,1201473,1202337,1201469,1202205,1.3783
1520131920000,1202206,1202206,1201742,1201979,0.4881
1520131980000,1201741,1202205,1200320,1200320,1.5597
1520132040000,1200325,1202013,1199603,1200202,2.1314
1520132100000,1201561,1201909,1199659,1201152,0.5683
1520132160000,1201532,1201813,1199829,1200029,0.1002
1520132220000,1200860,1202010,1200059,1201799,0.8450
1520132280000,1201799,1201905,1201444,1201905,0.8985
1520132340000,1201920,1202700,1201710,1202700,1.2866
1520132400000,1202810,1202980,1202475,1202950,0.6418
1520132460000,1202900,1204000,1201800,1201800,1.5081
1520132520000,1202012,1202012,1200000,1200050,1.1044
1520132580000,1200050,1200690,1199995,1200675,1.0315
1520132640000,1200004,1201999,1199999,1199999,1.1618
1520132700000,1200401,1200888,1200377,1200784,0.5398
1520132760000,1200593,1200800,1198103,1198103,1.8775
1520132820000,1198103,1199231,1198000,1198000,1.1633
1520132880000,1198334,1199155,1198000,1198315,0.1787
1520132940000,1198312,1199124,1198027,1199124,0.3892
1520133000000,1199141,1199252,1199141,1199220,0.0541
1520133060000,1199185,1199549,1199164,1199220,1.5962
1520133120000,1199220,1199551,1199220,1199362,0.1394
1520133180000,1199220,1199890,1199220,1199220,0.9340
1520133240000,1199220,1199300,1199220,1199240,0.1269
1520133300000,1199302,1199370,1199220,1199367,0.5993
1520133360000,1199367,1199368,1199000,1199107,3.6714
1520133420000,1199005,1199190,1198073,1198073,1.6124
1520133480000,1198073,1198083,1195000,1197000,5.6763
1520133540000,1196990,1197354,1195027,1197354,2.3272
1520133600000,1197364,1197780,1195672,1195999,1.0337
1520133660000,1196004,1196004,1193267,1193267,3.8737
1520133720000,1194000,1196250,1192908,1194223,2.7223
1520133780000,1194352,1195117,1192908,1192930,0.8284
1520133840000,1193430,1194474,1192924,1194474,3.7630
1520133900000,1194471,1195826,1193570,1194507,0.9913
1520133960000,1194513,1195000,1193576,1193821,2.2036
1520134020000,1193801,1194815,1193577,1194815,1.5845
1520134080000,1195095,1195840,1195006,1195437,0.1165
1520134140000,1195044,1195850,1195000,1195000,1.4320
1520134200000,1195000,1195083,1195000,1195021,0.4177
1520134260000,1195000,1195000,1192908,1192908,2.6576
1520134320000,1192908,1192908,1188139,1190142,4.0027
1520134380000,1190132,1190142,1185500,1186595,4.4839
1520134440000,1186495,1190000,1185180,1189160,2.7732
1520134500000,1189060,1189060,1185040,1185040,3.2756
1520134560000,1185040,1188000,1185000,1186900,2.6638
1520134620000,1186837,1190000,1186837,1189808,1.3694
1520134680000,1189807,1190000,1189500,1189519,1.9013
1520134740000,1189500,1189813,1186690,1188887,1.3062
1520134800000,1188020,1189259,1188010,1188307,0.5425
1520134860000,1188307,1189795,1187000,1187000,1.2232
1520134920000,1187101,1187101,1183000,1184098,6.1103
1520134980000,1184097,1184500,1181500,1182170,7.4426
1520135040000,1182170,1183899,1181501,1182549,2.1271
1520135100000,1182559,1183026,1181554,1183000,1.7623
1520135160000,1182805,1185260,1182800,1185000,5.3538
1520135220000,1186000,1188999,1186000,1188999,0.8933
1520135280000,1187926,1189803,1185899,1186799,6.9812
1520135340000,1186800,1188655,1182474,1185340,5.5591
1520135400000,1185340,1187800,1185324,1186450,1.0744
1520135460000,1186005,1186899,1185324,1186020,1.2453
1520135520000,1186694,1187789,1186000,1187789,1.9136
1520135580000,1187788,1188965,1186000,1188183,1.6177
1520135640000,1187746,1190010,1187256,1189859,4.7907
1520135700000,1188653,1189777,1186700,1187468,1.5545
1520135760000,1186715,1187467,1185003,1185242,1.4208
1520135820000,1185520,1185520,1184848,1185325,3.8394
1520135880000,1184995,1185887,1184990,1184990,0.3948
1520135940000,1185000,1185777,1184556,1185190,2.7307
1520136000000,1185143,1185437,1185000,1185143,0.4627
1520136060000,1185066,1185190,1184000,1185000,1.1162
1520136120000,1185000,1185499,1185000,1185499,0.1915
1520136180000,1185410,1185500,1184636,1185500,2.0476
1520136240000,1185500,1187899,1185044,1186988,1.9057
1520136300000,1186977,1187451,1186029,1187000,0.5662
1520136360000,1187192,1187434,1187000,1187000,1.0738
1520136420000,1186533,1187449,1186065,1186884,0.8411
1520136480000,1186884,1187449,1186000,1187382,1.2945
1520136540000,1186746,1188000,1185000,1185000,4.3694
1520136600000,1185030,1185030,1183039,1184870,1.4756
1520136660000,1184510,1187863,1182001,1187700,2.4735
1520136720000,1185002,1187599,1185002,1185207,0.2720
1520136780000,1186071,1186945,1185000,1185000,0.3797
1520136840000,1184896,1184997,1183137,1183137,1.9706
1520136900000,1183339,1184556,1180721,1181938,1.8853
1520136960000,1181928,1181938,1180721,1181874,1.6951
1520137020000,1181874,1183000,1180001,1183000,4.1826
1520137080000,1182500,1184953,1181909,1184953,2.2982
1520137140000,1184978,1186454,1184953,1186454,1.1543
1520137200000,1185170,1185580,1182000,1183201,1.9728
1520137260000,1182501,1184384,1182077,1184205,2.3644
1520137320000,1184205,1185572,1184145,1185572,0.3153
1520137380000,1186413,1186444,1185297,1186339,1.1263
1520137440000,1186133,1189505,1185926,1188100,2.7368
1520137500000,1188110,1190492,1187007,1190392,2.6333
1520137560000,1188788,1189089,1187035,1187485,2.6104
1520137620000,1187035,1187309,1185882,1187214,1.1290
1520137680000,1187204,1189000,1185882,1188047,1.7938
1520137740000,1187436,1188942,1187126,1188729,0.7032
1520137800000,1188001,1191049,1185891,1191049,5.3605
1520137860000,1189997,1191009,1188548,1190100,3.2235
1520137920000,1190105,1191002,1188000,1190747,2.1981
1520137980000,1190747,1190747,1188387,1188710,1.8733
1520138040000,1189000,1190000,1188100,1190000,0.3513
1520138100000,1189106,1190747,1189106,1190747,0.5531
1520138160000,1190752,1192000,1190000,1192000,1.4926
1520138220000,1192206,1193505,1190958,1191995,1.9781
1520138280000,1191969,1191969,1190510,1191434,0.7886
1520138340000,1192000,1193836,1191084,1193836,1.0408
1520138400000,1193511,1194003,1193500,1194003,2.1222
1520138460000,1194013,1195805,1192804,1193141,4.2804
1520138520000,1193146,1193486,1191228,1192108,3.0988
1520138580000,1192227,1192988,1191200,1191220,1.8569
1520138640000,1191676,1192101,1190000,1191000,2.0997
1520138700000,1191063,1192000,1190524,1192000,3.4625
1520138760000,1192000,1193005,1191994,1192668,0.6350
1520138820000,1192673,1193294,1191989,1192000,1.7131
1520138880000,1191989,1192849,1190510,1191205,1.1054
1520138940000,1191032,1191032,1186999,1190996,3.7171
1520139000000,1190395,1190395,1189525,1189525,0.7393
1520139060000,1189757,1190005,1189082,1190005,0.4267
1520139120000,1190015,1190599,1188638,1189381,1.3168
1520139180000,1189376,1189382,1188000,1189000,0.8616
1520139240000,1188101,1189298,1188100,1188300,1.7398
1520139300000,1188990,1190000,1188300,1190000,2.4743
1520139360000,1189990,1190596,1189000,1190596,0.8874
1520139420000,1190306,1197000,1190031,1193553,3.2692
1520139480000,1190310,1197900,1190101,1196777,3.3723
