Time,Start,Max,Min,End,Tot_trans
1519862400000,1106944,1107731,1105726,1107035,1.0573
1519862460000,1106375,1106615,1104500,1104500,1.5033
1519862520000,1104500,1106986,1104500,1105515,0.4185
1519862580000,1106202,1106767,1104615,1106767,1.1321
1519862640000,1106010,1106010,1100289,1101717,1.8889
1519862700000,1100336,1101958,1100000,1100000,7.4885
1519862760000,1100000,1104598,1098506,1099983,8.5257
1519862820000,1099628,1101996,1098540,1098551,2.1974
1519862880000,1100001,1100936,1098000,1099003,1.6308
1519862940000,1099000,1100000,1097016,1098461,0.9713
1519863000000,1097068,1100000,1097068,1100000,0.9218
1519863060000,1099725,1101535,1099450,1100670,1.0458
1519863120000,1100361,1103000,1098657,1102495,2.0305
1519863180000,1102095,1103000,1098997,1098997,1.2941
1519863240000,1100497,1101406,1098997,1101301,1.4747
1519863300000,1101290,1102384,1099379,1100589,0.2489
1519863360000,1100016,1100589,1100016,1100526,0.2488
1519863420000,1100579,1103942,1100325,1103372,2.0116
1519863480000,1102861,1105849,1100320,1105613,2.1456
1519863540000,1105613,1105618,1102500,1103352,1.6358
1519863600000,1102510,1104766,1102500,1104398,0.7227
1519863660000,1104756,1104999,1104408,1104529,0.2973
1519863720000,1104984,1118997,1104526,1118454,2.4219
1519863780000,1108001,1113768,1107500,1110505,2.9144
1519863840000,1110735,1112258,1109100,1110511,1.5293
1519863900000,1110000,1110510,1110000,1110010,1.4581
1519863960000,1110010,1110805,1109301,1110805,0.9270
1519864020000,1110917,1111530,1109120,1109120,1.0989
1519864080000,1109474,1110983,1109120,1109311,0.4231
1519864140000,1109427,1111000,1109120,1109150,1.4532
1519864200000,1109160,1109296,1107221,1107990,2.2277
1519864260000,1107219,1107505,1105236,1105889,2.5131
1519864320000,1105568,1107109,1105236,1107109,2.4826
1519864380000,1106398,1107659,1106398,1107659,1.2625
1519864440000,1107989,1110800,1107989,1110111,0.6684
1519864500000,1110126,1113311,1110109,1112190,2.0639
1519864560000,1112110,1115320,1110147,1115320,1.1056
1519864620000,1113820,1118400,1112405,1113000,3.4657
1519864680000,1113000,1113000,1110392,1111785,1.5562
1519864740000,1111167,1111167,1110508,1111063,0.4384
1519864800000,1110606,1112000,1110485,1111900,0.2059
1519864860000,1111900,1112990,1111352,1111447,0.3331
1519864920000,1112490,1118400,1112186,1116062,1.4032
1519864980000,1115088,1117489,1113468,1113473,0.8162
1519865040000,1113607,1114000,1113026,1113067,1.6228
1519865100000,1113067,1115000,1113000,1115000,0.6540
1519865160000,1114030,1115089,1114030,1114243,0.8878
1519865220000,1114433,1114433,1111242,1111510,2.5024
1519865280000,1111500,1113499,1111500,1112243,0.6388
1519865340000,1113010,1113010,1111250,1112019,0.3685
1519865400000,1111264,1112990,1111111,1111111,0.5772
1519865460000,1111111,1112997,1111000,1111402,0.9521
1519865520000,1111507,1113000,1111507,1113000,0.1429
1519865580000,1113000,1114361,1112607,1114043,0.7276
1519865640000,1114685,1117638,1114430,1116020,1.2987
1519865700000,1116047,1117999,1115231,1115405,0.8562
1519865760000,1115394,1116499,1113370,1115274,0.6765
1519865820000,1115175,1116310,1115000,1115028,0.7027
1519865880000,1116160,1120000,1116160,1120000,1.4737
1519865940000,1118329,1118505,1116000,1117474,1.9623
1519866000000,1116005,1116005,1116000,1116000,0.8988
1519866060000,1115897,1117395,1115000,1116006,0.6819
1519866120000,1116021,1117113,1115106,1115239,0.6349
1519866180000,1116008,1117745,1115301,1117502,1.0517
1519866240000,1117507,1117985,1115212,1115300,1.9078
1519866300000,1115525,1115981,1115300,1115310,0.8409
1519866360000,1115452,1115452,1114000,1114010,1.4961
1519866420000,1114000,1114000,1113001,1113949,0.7615
1519866480000,1114069,1114999,1111041,1114798,1.2489
1519866540000,1114999,1115767,1114566,1115042,3.2589
1519866600000,1115048,1115752,1114324,1114516,0.1510
1519866660000,1114506,1114511,1112301,1113801,0.4998
1519866720000,1113044,1113361,1111078,1112578,0.1645
1519866780000,1112698,1112698,1110000,1110401,1.3253
1519866840000,1110401,1110999,1109001,1109784,1.3992
1519866900000,1109783,1110000,1108519,1108989,1.8237
1519866960000,1108776,1110000,1108000,1109510,2.1051
1519867020000,1109101,1110000,1109000,1110000,8.3380
1519867080000,1110000,1111999,1110000,1110118,0.8244
1519867140000,1110128,1112818,1110118,1111318,0.6039
1519867200000,1111318,1112818,1110000,1111800,1.7831
1519867260000,1111816,1112206,1110010,1111658,0.6031
1519867320000,1111558,1112998,1111511,1112888,0.8445
1519867380000,1111643,1113000,1111623,1112824,1.1914
1519867440000,1113000,1114417,1112839,1114417,2.6612
1519867500000,1113222,1115767,1113158,1114900,1.2370
1519867560000,1114900,1114905,1113279,1113280,1.1921
1519867620000,1113280,1114088,1112982,1113539,2.1367
1519867680000,1113000,1113841,1111073,1112647,2.0090
1519867740000,1112656,1114470,1112000,1112000,1.7601
1519867800000,1111653,1112739,1111028,1111028,0.1091
1519867860000,1111809,1112600,1111809,1112600,0.0202
1519867920000,1112555,1112555,1111786,1112494,0.7711
