Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1543190400000,446711,446949,446617,446949,2.5248,446783,0,0,0
1543190460000,446949,448000,446827,447545,6.3256,447413,0,0,0
1543190520000,447545,449488,447458,449488,2.8886,448473,1,1,0
1543190580000,449076,450000,449076,450000,15.5528,449538,0,1,0
1543190640000,449999,453830,449999,450009,8.9256,451914,0,0,0
1543190700000,450009,450427,449999,450400,4.8823,450213,0,0,0
1543190760000,450378,453246,450074,451291,2.6259,451660,0,0,0
1543190820000,451291,453178,450966,451857,1.8664,452072,0,0,0
1543190880000,452094,453000,451291,451296,1.7805,452145,-1,-1,0
1543190940000,451296,452907,451000,451608,1.0757,451953,0,-1,0
1543191000000,451394,451997,450000,451300,5.9596,450998,-1,-1,0
1543191060000,451299,451896,451189,451350,2.4507,451542,0,-1,0
1543191120000,451351,452999,451179,452999,7.3518,452089,1,1,0
1543191180000,452999,453477,452971,453477,9.3162,453224,0,1,0
1543191240000,453450,455259,453450,455259,7.9986,454354,1,1,0
1543191300000,454722,457373,454274,457373,5.5672,455823,0,1,0
1543191360000,457424,458500,452127,452749,4.2301,455313,-1,-1,0
1543191420000,454242,456164,452472,452740,4.9336,454318,-1,-2,0
1543191480000,452790,458800,452790,454377,3.4718,455795,1,0,0
1543191540000,454377,459680,453610,453900,6.7288,456645,-1,0,0
1543191600000,453895,459900,453374,453708,8.1722,456637,-1,-2,0
1543191660000,453604,453777,453172,453495,2.65,453474,-1,-2,0
1543191720000,453445,453592,453244,453563,2.0119,453418,0,-1,0
1543191780000,453586,453592,453299,453591,3.5343,453445,0,0,0
1543191840000,453591,453592,453066,453591,1.8486,453329,0,0,0
1543191900000,453492,453591,453147,453450,0.6257,453369,-1,-1,0
1543191960000,453450,453592,453329,453592,1.0346,453460,0,-1,0
1543192020000,453592,454000,453425,454000,3.8907,453712,0,0,0
1543192080000,453894,455718,453862,455082,4.3262,454790,1,1,0
1543192140000,455190,456029,455033,455718,3.1238,455531,0,1,0
1543192200000,455788,459204,455788,458064,4.1519,457496,0,0,0
1543192260000,457169,458205,456570,458205,2.1207,457387,1,1,0
1543192320000,457598,459592,457475,459227,1.9449,458533,1,2,0
1543192380000,459227,462339,459000,459877,5.6766,460669,0,1,0
1543192440000,459817,462000,459327,461503,5.3039,460663,1,1,590
1543192500000,461422,461422,458479,458866,4.1923,459950,-1,0,590
1543192560000,458479,459224,458479,459049,3.1553,458851,0,-1,590
1543192620000,459049,462000,458613,459960,4.4906,460306,0,0,590
1543192680000,459960,462527,458429,458429,3.2643,460478,-1,-1,590
1543192740000,458427,458889,457401,458000,5.3697,458145,-1,-2,590
1543192800000,457989,458973,457937,458406,2.1319,458455,0,-1,590
1543192860000,458781,458910,457109,457803,4.9719,458009,-1,-1,590
1543192920000,457802,457802,457111,457591,2.3485,457456,-1,-2,590
1543192980000,457111,457675,457109,457675,1.0471,457392,0,-1,590
1543193040000,457582,458972,457582,458972,1.0941,458277,1,1,590
1543193100000,458941,460059,457977,458558,4.7918,459018,-1,0,590
1543193160000,458336,459947,457750,457805,2.2074,458848,-1,-2,590
1543193220000,457805,458321,457805,458083,1.6464,458063,0,-1,590
1543193280000,458078,460000,458000,458551,3.2947,459000,0,0,590
1543193340000,458551,458556,457000,457500,7.4137,457778,-1,-1,590
1543193400000,457500,457500,456000,456897,4.9634,456750,-1,-2,590
1543193460000,456860,458899,456860,457101,4.1721,457879,0,-1,590
1543193520000,457101,457290,455503,455817,5.3585,456396,-1,-1,590
1543193580000,455788,457290,455788,457290,2.0224,456539,1,0,590
1543193640000,456826,458532,456363,458168,1.6254,457447,1,2,590
1543193700000,457844,458122,456830,456882,2.1386,457476,-1,0,590
1543193760000,456830,457000,456587,456587,3.4089,456793,-1,-2,-461
1543193820000,456637,456637,455508,455999,4.0732,456072,-1,-2,-461
1543193880000,455662,455999,455508,455805,4.6316,455753,0,-1,-461
1543193940000,455975,457645,455508,456459,6.8255,456576,0,0,-461
1543194000000,456276,456509,455834,456005,2.8677,456171,-1,-1,-461
