Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1540944000000,708328,708346,708248,708248,0.13,708297,-1,0,0
1540944060000,708242,708242,707994,707994,0.557,708118,-1,0,0
1540944120000,707950,708541,707899,708232,2.281,708220,0,-1,0
1540944180000,708233,708355,708151,708277,0.512,708253,0,0,0
1540944240000,708334,708569,708069,708070,1.0605,708319,-1,-1,0
1540944300000,708069,708307,707924,707959,0.9518,708115,-1,-2,0
1540944360000,707940,708171,707921,708038,0.4818,708046,0,-1,0
1540944420000,708038,708174,707898,708045,0.6321,708036,0,0,0
1540944480000,708047,708410,707903,707912,0.3985,708156,-1,-1,0
1540944540000,707924,708399,707898,708081,0.5277,708148,0,-1,0
1540944600000,707907,708409,707907,708002,1.0245,708158,0,0,0
1540944660000,708098,708657,708003,708129,1.023,708330,0,0,0
1540944720000,708250,708726,708047,708726,1.1486,708386,0,0,0
1540944780000,708224,709100,708128,708265,3.2654,708614,0,0,0
1540944840000,708265,708513,708169,708489,1.5802,708341,0,0,0
1540944900000,708353,708513,708117,708513,1.4546,708315,0,0,0
1540944960000,708414,708555,708181,708224,1.1495,708368,-1,-1,0
1540945020000,708224,708749,708178,708212,3.6575,708463,-1,-2,0
1540945080000,708215,708853,707972,708413,1.9013,708412,0,-1,0
1540945140000,708276,708497,708100,708188,0.6281,708298,-1,-1,0
1540945200000,708287,708439,708210,708427,0.8788,708324,0,-1,0
1540945260000,708427,708632,708220,708428,2.5309,708426,0,0,0
1540945320000,708400,708427,708100,708414,1.0269,708263,0,0,0
1540945380000,708418,708709,708258,708400,1.6199,708483,-1,-1,0
1540945440000,708326,708402,708277,708387,0.205,708339,0,-1,0
1540945500000,708401,708539,708116,708303,1.2437,708327,-1,-1,0
1540945560000,708304,709117,708259,708662,1.0754,708688,0,-1,0
1540945620000,708727,708820,708650,708783,0.8864,708735,0,0,0
1540945680000,708660,708782,708650,708772,0.5662,708716,0,0,0
1540945740000,708747,708782,708652,708749,0.5949,708717,0,0,0
1540945800000,708739,708828,708625,708820,0.6179,708726,0,0,0
1540945860000,708838,709116,708680,708827,1.0124,708898,-1,-1,0
1540945920000,708827,708888,708827,708858,0.0896,708857,0,-1,0
1540945980000,708943,708943,708851,708910,0.146,708897,-1,-1,0
1540946040000,708928,709014,708543,708920,0.9562,708778,-1,-2,0
1540946100000,708930,709735,708720,709084,1.7247,709227,0,-1,0
1540946160000,709074,709919,708937,708948,1.6022,709428,-1,-1,0
1540946220000,709097,709098,708939,709087,0.9772,709018,-1,-2,0
1540946280000,709097,709230,708984,709207,0.5689,709107,0,-1,0
1540946340000,709207,709244,708937,708937,0.81,709090,-1,-1,0
1540946400000,709238,709441,708960,709374,0.3134,709200,0,-1,0
1540946460000,709270,709351,709219,709351,0.09,709285,0,0,0
1540946520000,709222,709506,709200,709200,0.4499,709353,-1,-1,0
1540946580000,709238,709300,709186,709201,0.7386,709243,-1,-2,0
