Time,Start,Max,Min,End,Tot_trans,Mid,Difindex,Buyindex,PL
1541635200000,736581,736581,736510,736515,0.2443,736545,-1,0,0
1541635260000,736518,736549,736506,736507,0.6141,736527,-1,0,0
1541635320000,736507,736526,736466,736466,1.2479,736496,-1,-2,0
1541635380000,736466,736549,736322,736397,0.8094,736435,-1,-2,0
1541635440000,736495,736517,736409,736517,0.1809,736463,0,-1,0
1541635500000,736517,736649,736517,736649,1.0667,736583,0,0,0
1541635560000,736649,736949,736640,736949,2.1836,736794,0,0,0
1541635620000,736916,737140,736910,737140,3.2887,737025,0,0,0
1541635680000,737140,737493,737099,737373,1.2911,737296,0,0,0
1541635740000,737322,737551,737268,737290,1.319,737409,-1,-1,0
1541635800000,737296,737985,737296,737985,1.55,737640,0,-1,0
1541635860000,737985,738191,737985,738105,1.207,738088,0,0,0
1541635920000,738100,738100,737322,737732,3.3006,737711,-1,-1,0
1541635980000,737732,738373,737727,737805,1.4692,738050,0,-1,0
1541636040000,737805,738200,737738,737794,0.8329,737969,-1,-1,0
1541636100000,737738,738900,737738,737786,2.0222,738319,0,-1,0
1541636160000,737786,737786,737268,737337,2.7894,737527,-1,-1,0
1541636220000,737347,737463,737139,737139,1.7385,737301,-1,-2,0
1541636280000,737139,737790,737001,737026,2.289,737395,-1,-2,0
1541636340000,737025,737202,737025,737199,0.6284,737113,0,-1,0
1541636400000,737191,737218,737116,737133,0.1,737167,-1,-1,0
1541636460000,737136,737142,737122,737127,0.07,737132,-1,-2,0
1541636520000,737127,737163,737122,737163,0.7177,737142,0,-1,0
1541636580000,737163,737504,737026,737504,0.7348,737265,0,0,0
1541636640000,737111,737144,737100,737100,0.1986,737122,-1,-1,0
1541636700000,737100,737164,736973,736973,0.9932,737068,-1,-2,0
1541636760000,736973,736978,736938,736944,0.2926,736958,-1,-2,0
1541636820000,736940,736999,736810,736810,0.6401,736904,-1,-2,0
1541636880000,736830,736999,736815,736834,0.7976,736907,0,-1,0
1541636940000,736945,736959,736830,736922,0.1934,736894,-1,-1,0
1541637000000,736829,736896,736763,736799,0.1038,736829,-1,-2,0
1541637060000,736799,736799,736799,736799,0.0001,736799,0,-1,0
1541637120000,736759,736759,736628,736635,0.1777,736693,-1,-1,0
1541637180000,736645,736725,736645,736700,0.2637,736685,0,-1,0
1541637240000,736700,736705,736555,736692,0.3175,736630,-1,-1,0
1541637300000,736584,736584,736525,736526,0.3117,736554,-1,-2,0
1541637360000,736542,736542,736542,736542,0.0691,736542,0,-1,0
1541637420000,736525,736525,736510,736510,0.2747,736517,-1,-1,0
1541637480000,736510,736510,736496,736496,0.5459,736503,-1,-2,0
1541637540000,736496,736694,736496,736694,0.7448,736595,0,-1,0
1541637600000,736588,736683,736508,736508,0.1075,736595,-1,-1,0
1541637660000,736666,737199,736654,736989,0.6511,736926,0,-1,0
1541637720000,736989,737465,736938,737034,0.5911,737201,0,0,0
1541637780000,736951,737025,736951,736967,0.2887,736988,0,0,0
1541637840000,736972,737059,736789,736959,0.2602,736924,-1,-1,0
1541637900000,736966,737031,736786,736933,0.3937,736908,-1,-2,0
1541637960000,736803,736971,736803,736971,0.4419,736887,0,-1,0
1541638020000,736970,737070,736970,737070,0.5514,737020,0,0,0
1541638080000,737076,737918,737076,737264,1.4347,737497,0,0,0
1541638140000,737273,737922,737114,737114,0.9364,737518,-1,-1,0
1541638200000,737341,737885,737105,737368,1.1334,737495,0,-1,0
1541638260000,737369,737832,737093,737093,4.5147,737462,-1,-1,0
1541638320000,737365,737367,737089,737248,0.7614,737228,-1,-2,0
1541638380000,737159,737798,737133,737299,0.8149,737465,0,-1,0
1541638440000,737288,737794,737149,737275,0.7412,737471,-1,-1,0
1541638500000,737275,737520,737173,737505,1.1541,737346,0,-1,0
1541638560000,737510,737520,737173,737173,1.4471,737346,-1,-1,0
1541638620000,737174,737174,737000,737042,1.585,737087,-1,-2,0
1541638680000,737041,737041,736569,736780,2.4485,736805,-1,-2,0
1541638740000,736786,736970,736775,736970,2.0721,736872,0,-1,0
1541638800000,736970,736978,736561,736564,2.2035,736769,-1,-1,0
1541638860000,736564,736610,736500,736500,1.654,736555,-1,-2,0
1541638920000,736510,736554,736344,736344,0.3309,736449,-1,-2,0
1541638980000,736488,736599,735985,736486,1.6978,736292,-1,-2,0
1541639040000,736382,736482,736313,736374,0.9126,736397,-1,-2,0
1541639100000,736374,736374,736200,736200,0.2944,736287,-1,-2,0
1541639160000,736289,736293,736000,736000,0.7654,736146,-1,-2,0
1541639220000,736089,736089,736000,736069,2.1452,736044,-1,-2,0
1541639280000,736076,736114,736070,736090,1.2276,736092,0,-1,0
1541639340000,736098,736235,736086,736196,0.3853,736160,0,0,0
1541639400000,736195,736195,736085,736176,0.1208,736140,-1,-1,0
1541639460000,736100,736362,736100,736102,0.338,736231,0,-1,0
1541639520000,736190,736200,736103,736103,0.3252,736151,-1,-1,0
1541639580000,736175,736190,736081,736100,0.301,736135,-1,-2,0
1541639640000,736116,736307,736100,736276,0.2469,736203,0,-1,0
1541639700000,736273,736441,736110,736312,0.6667,736275,0,0,0
1541639760000,736161,736340,736161,736319,0.2898,736250,0,0,0
1541639820000,736305,736305,736218,736247,0.4363,736261,-1,-1,0
1541639880000,736280,736289,736226,736289,1.4644,736257,0,-1,0
1541639940000,736279,736289,736279,736289,0.0128,736284,0,0,0
1541640000000,736231,736440,736231,736302,0.2082,736335,0,0,0
1541640060000,736391,736391,736296,736381,0.2251,736343,-1,-1,0
1541640120000,736380,736407,736311,736407,1.6204,736359,0,-1,0
1541640180000,736441,736813,736441,736813,0.8315,736627,0,0,0
1541640240000,736818,736855,736818,736854,1.3417,736836,0,0,0
1541640300000,736866,737019,736678,736913,1.5489,736848,0,0,0
1541640360000,736680,736720,736621,736720,0.0731,736670,0,0,0
1541640420000,736720,736748,736580,736726,0.3914,736664,0,0,0
1541640480000,736725,736725,736714,736719,0.17,736719,-1,-1,0
1541640540000,736719,736719,736256,736256,0.2939,736487,-1,-2,0
1541640600000,736267,736269,736257,736264,1.0654,736263,-1,-2,0
1541640660000,736275,736292,736258,736292,0.5669,736275,0,-1,0
1541640720000,736267,736272,736080,736151,0.4529,736176,-1,-1,0
1541640780000,736145,736145,735919,736078,1.4014,736032,-1,-2,0
