Time,Start,Max,Min,End,Tot_trans
1522281600000,852585,853989,852585,853989,0.1355
1522281660000,853989,853989,852590,853195,0.1596
1522281720000,853989,854321,853321,854019,0.2487
1522281780000,854089,854311,854019,854019,0.5720
1522281840000,854034,854034,853326,853453,0.7741
1522281900000,853338,854314,853000,853000,0.4913
1522281960000,853001,854283,853000,853000,2.1150
1522282020000,853005,853334,853000,853334,0.4798
1522282080000,853050,853075,853000,853000,0.1005
1522282140000,853010,853704,853001,853703,0.1463
1522282200000,853106,853106,853040,853040,0.0244
1522282260000,853040,853177,853040,853177,0.0217
1522282320000,853228,853232,853100,853100,0.1428
1522282380000,853100,853325,853100,853325,0.9937
1522282440000,853125,853125,853100,853100,0.1220
1522282500000,853100,853100,853100,853100,0.0220
1522282560000,853100,853110,853100,853100,1.0551
1522282620000,853100,853105,851500,851500,0.9980
1522282680000,851528,851528,851528,851528,0.0020
1522282740000,851506,852961,851506,852700,0.1280
1522282800000,852952,852952,851764,851764,0.0627
1522282860000,851717,852700,851501,852694,0.2135
1522282920000,852694,853000,851601,853000,0.5574
1522282980000,852999,852999,851067,851287,0.1251
1522283040000,852595,852595,850747,851109,0.6363
1522283100000,851109,851118,850568,850962,0.0993
1522283160000,850977,851012,850962,851012,0.5180
1522283220000,851033,851039,850767,850767,0.3613
1522283280000,850773,851414,850568,851414,1.7479
1522283340000,850677,851413,850568,850569,0.7652
1522283400000,850574,850584,850569,850569,0.2730
1522283460000,850579,852000,850579,851999,0.6333
1522283520000,851999,852239,850832,851246,0.3725
1522283580000,851517,851517,850623,850623,0.1497
1522283640000,851372,851372,851372,851372,0.0300
1522283700000,851254,852824,851154,852824,0.4650
1522283760000,851800,851923,851800,851876,0.1683
1522283820000,851877,851881,851240,851254,1.0153
1522283880000,851673,851674,851256,851257,0.1268
1522283940000,851663,851699,851258,851278,0.0970
1522284000000,851263,851700,851258,851262,0.7020
1522284060000,851272,851662,851262,851263,0.3680
1522284120000,851282,851738,851282,851738,0.0868
1522284180000,851418,851754,851418,851748,0.0582
1522284240000,851446,852560,851421,851421,0.5546
