Time,Start,Max,Min,End,Tot_trans
1521331200000,846000,848217,840040,844867,1.9842
1521331260000,844766,844878,843000,843043,0.7250
1521331320000,843050,844878,843050,844195,0.2312
1521331380000,844597,844597,841089,842585,1.2723
1521331440000,842871,844672,841289,843639,1.5271
1521331500000,844330,844672,842479,844672,0.5244
1521331560000,844585,844672,844585,844672,0.7518
1521331620000,843137,844672,841001,844672,1.5701
1521331680000,844269,848404,844248,845736,2.1893
1521331740000,845576,847875,845566,847875,0.5614
1521331800000,847051,848843,847051,848843,0.0393
1521331860000,848843,848853,844680,844767,1.0483
1521331920000,844680,846598,844000,846598,2.0851
1521331980000,845499,846596,844000,844572,1.3704
1521332040000,846177,846177,845000,845000,0.0183
1521332100000,845000,845000,845000,845000,0.0000
1521332160000,845000,845976,844011,844011,0.4490
1521332220000,844000,844450,842140,842140,1.2273
1521332280000,842165,843980,842140,843980,0.3091
1521332340000,842141,843734,840032,840032,1.2180
1521332400000,842139,843000,840012,841105,1.2723
1521332460000,841053,843010,841011,843010,0.8764
1521332520000,842015,843009,842000,842120,0.6352
1521332580000,842983,843000,842089,843000,0.6075
1521332640000,842109,842114,840000,840000,2.6639
1521332700000,840000,840510,838387,840483,3.4419
1521332760000,838971,843526,838600,841878,2.7377
1521332820000,841070,842214,839634,840176,0.9270
1521332880000,840045,843010,838380,840005,1.2590
1521332940000,840027,842820,838411,842446,2.0911
1521333000000,841000,843075,839281,840763,1.4197
1521333060000,839386,842977,839005,842977,0.2841
1521333120000,842977,844989,840306,842133,0.9807
1521333180000,843133,846596,841964,841964,1.1768
1521333240000,842833,845579,842812,842947,1.5369
1521333300000,842832,843243,841334,843200,0.6796
1521333360000,843238,843238,839654,840001,0.3006
1521333420000,842480,842500,838587,842200,1.7130
1521333480000,838419,841593,838149,838940,1.3010
1521333540000,840000,840687,838000,839867,1.4248
1521333600000,839124,840667,838000,839900,0.9567
1521333660000,839900,841000,838790,840000,0.7445
1521333720000,840138,840989,838401,838401,3.2232
1521333780000,838401,840735,838000,838819,2.3489
1521333840000,839068,840503,837906,838500,1.3403
1521333900000,839005,840000,838500,838610,0.7233
1521333960000,838500,840000,835016,837779,5.0188
1521334020000,835026,837800,832000,834668,2.6875
1521334080000,834668,835499,832000,835394,2.3086
1521334140000,835394,837500,834044,834857,1.8289
1521334200000,834412,834979,830000,832100,5.3820
1521334260000,831592,835000,831591,835000,0.8200
1521334320000,835000,835398,830001,832558,1.2169
1521334380000,833000,834946,831004,832350,0.9405
1521334440000,832364,835000,831000,831000,2.0871
1521334500000,831000,831000,829022,830999,3.7864
1521334560000,830136,831100,829001,829001,2.1040
1521334620000,829001,832000,827000,830000,5.3820
1521334680000,830000,832000,827935,828020,3.1308
1521334740000,829512,830000,828000,828000,0.8165
1521334800000,828314,832000,828314,832000,3.5263
1521334860000,830592,835000,830392,834399,3.9602
1521334920000,833005,834900,832500,832970,2.0785
1521334980000,832960,834900,832959,832990,3.0054
1521335040000,834614,836000,833500,835623,3.9775
1521335100000,835416,836920,834021,836890,1.5726
1521335160000,836658,836677,834530,835530,0.1246
1521335220000,836439,840900,835757,836495,2.2020
1521335280000,836734,839366,833621,835129,1.5182
1521335340000,835129,837464,835129,835644,1.0182
1521335400000,836000,837273,835500,837272,1.2522
1521335460000,836021,837369,835500,836651,1.0820
1521335520000,836586,836651,835500,835500,1.2076
1521335580000,835500,835500,833622,833978,0.8445
1521335640000,833633,836449,833621,833849,0.8597
1521335700000,833784,833850,829200,833482,3.9976
1521335760000,833482,836651,831999,834265,1.8391
1521335820000,834164,835000,830690,834270,3.5283
1521335880000,833000,834240,831959,832999,1.8020
1521335940000,832989,833914,832969,833221,3.0111
1521336000000,833221,836651,832000,836651,7.3134
1521336060000,834956,836651,834121,834855,2.6913
1521336120000,834845,839000,831900,837995,3.4403
1521336180000,836211,846596,832000,835700,3.9396
1521336240000,833763,836600,833670,834470,1.3523
1521336300000,836250,839833,835372,837066,1.9503
1521336360000,837066,839999,836342,838000,2.1247
1521336420000,839018,839900,837000,839890,0.5130
1521336480000,837808,837808,834501,835990,0.7707
1521336540000,835494,835495,834990,835485,0.3742
1521336600000,835485,835495,833412,835254,1.5567
1521336660000,834512,834919,833324,834780,0.1268
1521336720000,833329,835000,833329,833499,0.8806
1521336780000,833122,833499,832000,832930,1.7735
1521336840000,832847,833000,832847,832925,0.2316
1521336900000,832920,833000,832890,833000,0.6724
