,0,1
0,2019-12-25 22:41:46.053942,"{'bids': [[7201.5, 886899.0], [7201.0, 12525.0], [7200.5, 14338.0], [7200.0, 602.0], [7199.5, 93748.0], [7199.0, 140044.0], [7198.5, 15467.0], [7198.0, 578140.0], [7197.5, 64514.0], [7197.0, 59451.0], [7196.5, 75448.0], [7196.0, 138364.0], [7195.5, 353180.0], [7195.0, 35724.0], [7194.5, 79747.0], [7194.0, 142728.0], [7193.5, 319637.0], [7193.0, 65579.0], [7192.5, 31199.0], [7192.0, 151704.0], [7191.5, 62968.0], [7191.0, 31325.0], [7190.5, 145000.0], [7190.0, 102549.0], [7189.5, 77049.0]], 'asks': [[7202.0, 611483.0], [7202.5, 48768.0], [7203.0, 220080.0], [7203.5, 91936.0], [7204.0, 94115.0], [7204.5, 63173.0], [7205.0, 361590.0], [7205.5, 214670.0], [7206.0, 93925.0], [7206.5, 268369.0], [7207.0, 255286.0], [7207.5, 131538.0], [7208.0, 165473.0], [7208.5, 202037.0], [7209.0, 201390.0], [7209.5, 30983.0], [7210.0, 304836.0], [7210.5, 248920.0], [7211.0, 51545.0], [7211.5, 90746.0], [7212.0, 247579.0], [7212.5, 84085.0], [7213.0, 87569.0], [7213.5, 44676.0], [7214.0, 236950.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
1,2019-12-25 22:42:46.388860,"{'bids': [[7201.5, 645026.0], [7201.0, 14744.0], [7200.5, 11917.0], [7200.0, 125200.0], [7199.5, 23925.0], [7199.0, 139433.0], [7198.5, 7834.0], [7198.0, 696097.0], [7197.5, 72633.0], [7197.0, 26736.0], [7196.5, 46004.0], [7196.0, 51270.0], [7195.5, 451855.0], [7195.0, 135736.0], [7194.5, 55280.0], [7194.0, 101969.0], [7193.5, 242778.0], [7193.0, 154782.0], [7192.5, 53847.0], [7192.0, 79610.0], [7191.5, 123648.0], [7191.0, 42879.0], [7190.5, 63888.0], [7190.0, 198331.0], [7189.5, 162034.0]], 'asks': [[7202.0, 947225.0], [7202.5, 105739.0], [7203.0, 201752.0], [7203.5, 60962.0], [7204.0, 296459.0], [7204.5, 171522.0], [7205.0, 133087.0], [7205.5, 255459.0], [7206.0, 171692.0], [7206.5, 38603.0], [7207.0, 225193.0], [7207.5, 71101.0], [7208.0, 196129.0], [7208.5, 271444.0], [7209.0, 174664.0], [7209.5, 124734.0], [7210.0, 193443.0], [7210.5, 216406.0], [7211.0, 146087.0], [7211.5, 75842.0], [7212.0, 103595.0], [7212.5, 146857.0], [7213.0, 165897.0], [7213.5, 55561.0], [7214.0, 123578.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
2,2019-12-25 22:43:46.715193,"{'bids': [[7198.0, 283086.0], [7197.5, 3689.0], [7197.0, 11696.0], [7196.5, 13130.0], [7196.0, 12386.0], [7195.5, 42199.0], [7195.0, 68057.0], [7194.5, 75545.0], [7194.0, 62730.0], [7193.5, 202456.0], [7193.0, 172516.0], [7192.5, 176520.0], [7192.0, 129816.0], [7191.5, 302678.0], [7191.0, 65281.0], [7190.5, 50538.0], [7190.0, 87185.0], [7189.5, 182198.0], [7189.0, 175123.0], [7188.5, 89526.0], [7188.0, 161552.0], [7187.5, 94466.0], [7187.0, 192062.0], [7186.5, 183055.0], [7186.0, 126552.0]], 'asks': [[7198.5, 1588864.0], [7199.0, 52513.0], [7199.5, 42397.0], [7200.0, 74777.0], [7200.5, 122039.0], [7201.0, 152488.0], [7201.5, 385555.0], [7202.0, 456221.0], [7202.5, 258919.0], [7203.0, 104100.0], [7203.5, 375985.0], [7204.0, 46597.0], [7204.5, 236985.0], [7205.0, 109696.0], [7205.5, 52303.0], [7206.0, 297558.0], [7206.5, 143145.0], [7207.0, 80889.0], [7207.5, 79952.0], [7208.0, 77875.0], [7208.5, 109208.0], [7209.0, 180047.0], [7209.5, 77261.0], [7210.0, 203057.0], [7210.5, 245418.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
3,2019-12-25 22:44:47.075841,"{'bids': [[7194.0, 100747.0], [7193.5, 103827.0], [7193.0, 13195.0], [7192.5, 4699.0], [7192.0, 25662.0], [7191.5, 6568.0], [7191.0, 94732.0], [7190.5, 8047.0], [7190.0, 70742.0], [7189.5, 69626.0], [7189.0, 261586.0], [7188.5, 79507.0], [7188.0, 177865.0], [7187.5, 319081.0], [7187.0, 260037.0], [7186.5, 116050.0], [7186.0, 134147.0], [7185.5, 102333.0], [7185.0, 103134.0], [7184.5, 112444.0], [7184.0, 90249.0], [7183.5, 227970.0], [7183.0, 69915.0], [7182.5, 55390.0], [7182.0, 134534.0]], 'asks': [[7194.5, 1382569.0], [7195.0, 179517.0], [7195.5, 120884.0], [7196.0, 142999.0], [7196.5, 474719.0], [7197.0, 328232.0], [7197.5, 190888.0], [7198.0, 312264.0], [7198.5, 353695.0], [7199.0, 144986.0], [7199.5, 45771.0], [7200.0, 83244.0], [7200.5, 143509.0], [7201.0, 86753.0], [7201.5, 151880.0], [7202.0, 201658.0], [7202.5, 192338.0], [7203.0, 139313.0], [7203.5, 53512.0], [7204.0, 215155.0], [7204.5, 155440.0], [7205.0, 89486.0], [7205.5, 119972.0], [7206.0, 29389.0], [7206.5, 28776.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
4,2019-12-25 22:45:47.403993,"{'bids': [[7193.5, 1253782.0], [7193.0, 11964.0], [7192.5, 164989.0], [7192.0, 48842.0], [7191.5, 133906.0], [7191.0, 143346.0], [7190.5, 112396.0], [7190.0, 83517.0], [7189.5, 64930.0], [7189.0, 345255.0], [7188.5, 109665.0], [7188.0, 219496.0], [7187.5, 274514.0], [7187.0, 153415.0], [7186.5, 151152.0], [7186.0, 137127.0], [7185.5, 49606.0], [7185.0, 88520.0], [7184.5, 231782.0], [7184.0, 99530.0], [7183.5, 92015.0], [7183.0, 88136.0], [7182.5, 24336.0], [7182.0, 152874.0], [7181.5, 67852.0]], 'asks': [[7194.0, 506794.0], [7194.5, 22853.0], [7195.0, 6600.0], [7195.5, 2314.0], [7196.0, 107805.0], [7196.5, 6706.0], [7197.0, 34450.0], [7197.5, 154428.0], [7198.0, 115131.0], [7198.5, 288234.0], [7199.0, 376515.0], [7199.5, 115612.0], [7200.0, 144427.0], [7200.5, 295493.0], [7201.0, 58214.0], [7201.5, 126242.0], [7202.0, 216128.0], [7202.5, 205231.0], [7203.0, 136251.0], [7203.5, 167020.0], [7204.0, 86852.0], [7204.5, 65995.0], [7205.0, 140355.0], [7205.5, 211092.0], [7206.0, 61477.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
5,2019-12-25 22:46:47.740935,"{'bids': [[7193.5, 2150331.0], [7193.0, 196488.0], [7192.5, 427700.0], [7192.0, 42347.0], [7191.5, 143780.0], [7191.0, 287233.0], [7190.5, 27594.0], [7190.0, 201716.0], [7189.5, 89879.0], [7189.0, 161513.0], [7188.5, 215813.0], [7188.0, 207296.0], [7187.5, 182758.0], [7187.0, 323486.0], [7186.5, 201067.0], [7186.0, 118984.0], [7185.5, 65418.0], [7185.0, 80891.0], [7184.5, 58897.0], [7184.0, 75229.0], [7183.5, 103720.0], [7183.0, 82422.0], [7182.5, 67108.0], [7182.0, 57322.0], [7181.5, 99832.0]], 'asks': [[7194.0, 240686.0], [7194.5, 23215.0], [7195.0, 4728.0], [7195.5, 2565.0], [7196.0, 6040.0], [7196.5, 1187.0], [7197.0, 3661.0], [7197.5, 96491.0], [7198.0, 10606.0], [7198.5, 280682.0], [7199.0, 151065.0], [7199.5, 88325.0], [7200.0, 194281.0], [7200.5, 183317.0], [7201.0, 54846.0], [7201.5, 120320.0], [7202.0, 435977.0], [7202.5, 237401.0], [7203.0, 290360.0], [7203.5, 47395.0], [7204.0, 71371.0], [7204.5, 107585.0], [7205.0, 70744.0], [7205.5, 111710.0], [7206.0, 125994.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
6,2019-12-25 22:47:48.106165,"{'bids': [[7197.5, 1817510.0], [7197.0, 452644.0], [7196.5, 56377.0], [7196.0, 711858.0], [7195.5, 162678.0], [7195.0, 641955.0], [7194.5, 106797.0], [7194.0, 176171.0], [7193.5, 506504.0], [7193.0, 58458.0], [7192.5, 150370.0], [7192.0, 163212.0], [7191.5, 176865.0], [7191.0, 142515.0], [7190.5, 78436.0], [7190.0, 84519.0], [7189.5, 189940.0], [7189.0, 130957.0], [7188.5, 92489.0], [7188.0, 171993.0], [7187.5, 68947.0], [7187.0, 297075.0], [7186.5, 193356.0], [7186.0, 107209.0], [7185.5, 101801.0]], 'asks': [[7198.0, 189774.0], [7198.5, 5019.0], [7199.0, 3855.0], [7199.5, 7549.0], [7200.0, 59277.0], [7200.5, 2147.0], [7201.0, 10285.0], [7201.5, 44018.0], [7202.0, 125562.0], [7202.5, 98580.0], [7203.0, 112439.0], [7203.5, 47685.0], [7204.0, 145493.0], [7204.5, 71495.0], [7205.0, 86607.0], [7205.5, 504141.0], [7206.0, 91013.0], [7206.5, 220441.0], [7207.0, 111668.0], [7207.5, 59947.0], [7208.0, 108697.0], [7208.5, 28603.0], [7209.0, 154489.0], [7209.5, 114214.0], [7210.0, 145987.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
7,2019-12-25 22:48:48.926519,"{'bids': [[7205.0, 638218.0], [7204.5, 326.0], [7204.0, 65670.0], [7203.5, 36173.0], [7203.0, 136575.0], [7202.5, 30589.0], [7202.0, 65258.0], [7201.5, 254838.0], [7201.0, 104692.0], [7200.5, 119411.0], [7200.0, 88159.0], [7199.5, 135493.0], [7199.0, 123473.0], [7198.5, 32997.0], [7198.0, 137281.0], [7197.5, 61697.0], [7197.0, 111673.0], [7196.5, 100840.0], [7196.0, 82382.0], [7195.5, 144725.0], [7195.0, 553666.0], [7194.5, 98282.0], [7194.0, 28898.0], [7193.5, 144175.0], [7193.0, 62814.0]], 'asks': [[7205.5, 1016940.0], [7206.0, 6859.0], [7206.5, 164871.0], [7207.0, 123909.0], [7207.5, 35618.0], [7208.0, 87872.0], [7208.5, 1908.0], [7209.0, 244463.0], [7209.5, 149053.0], [7210.0, 183564.0], [7210.5, 435661.0], [7211.0, 154054.0], [7211.5, 55934.0], [7212.0, 184742.0], [7212.5, 61530.0], [7213.0, 209953.0], [7213.5, 119893.0], [7214.0, 247415.0], [7214.5, 128928.0], [7215.0, 193097.0], [7215.5, 41020.0], [7216.0, 269207.0], [7216.5, 55425.0], [7217.0, 1544002.0], [7217.5, 55475.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
8,2019-12-25 22:49:49.239731,"{'bids': [[7209.5, 2790055.0], [7209.0, 67919.0], [7208.5, 647067.0], [7208.0, 120085.0], [7207.5, 138514.0], [7207.0, 53843.0], [7206.5, 359855.0], [7206.0, 134127.0], [7205.5, 143729.0], [7205.0, 400666.0], [7204.5, 176778.0], [7204.0, 152002.0], [7203.5, 161755.0], [7203.0, 56106.0], [7202.5, 33967.0], [7202.0, 119796.0], [7201.5, 99916.0], [7201.0, 27724.0], [7200.5, 102546.0], [7200.0, 73507.0], [7199.5, 39596.0], [7199.0, 15279.0], [7198.5, 118777.0], [7198.0, 80000.0], [7197.5, 43606.0]], 'asks': [[7210.0, 66635.0], [7210.5, 112262.0], [7211.0, 51841.0], [7211.5, 108021.0], [7212.0, 14936.0], [7212.5, 5876.0], [7213.0, 59184.0], [7213.5, 7360.0], [7214.0, 105653.0], [7214.5, 6938.0], [7215.0, 79714.0], [7215.5, 189654.0], [7216.0, 160432.0], [7216.5, 26031.0], [7217.0, 1428904.0], [7217.5, 66876.0], [7218.0, 161228.0], [7218.5, 102329.0], [7219.0, 418428.0], [7219.5, 156714.0], [7220.0, 276874.0], [7220.5, 38543.0], [7221.0, 216653.0], [7221.5, 204934.0], [7222.0, 66383.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
9,2019-12-25 22:50:49.555308,"{'bids': [[7211.5, 296955.0], [7211.0, 102060.0], [7210.5, 161769.0], [7210.0, 18774.0], [7209.5, 12852.0], [7209.0, 172172.0], [7208.5, 52361.0], [7208.0, 276988.0], [7207.5, 52055.0], [7207.0, 23553.0], [7206.5, 26602.0], [7206.0, 247052.0], [7205.5, 118724.0], [7205.0, 113673.0], [7204.5, 97498.0], [7204.0, 176012.0], [7203.5, 164741.0], [7203.0, 33630.0], [7202.5, 141321.0], [7202.0, 58287.0], [7201.5, 38098.0], [7201.0, 160896.0], [7200.5, 9987.0], [7200.0, 190338.0], [7199.5, 120232.0]], 'asks': [[7212.0, 1547764.0], [7212.5, 100866.0], [7213.0, 3600.0], [7213.5, 77051.0], [7214.0, 38049.0], [7214.5, 345719.0], [7215.0, 119801.0], [7215.5, 161628.0], [7216.0, 378460.0], [7216.5, 132248.0], [7217.0, 1518208.0], [7217.5, 65295.0], [7218.0, 246402.0], [7218.5, 82252.0], [7219.0, 347665.0], [7219.5, 108828.0], [7220.0, 209840.0], [7220.5, 18291.0], [7221.0, 114628.0], [7221.5, 219199.0], [7222.0, 111574.0], [7222.5, 71301.0], [7223.0, 109057.0], [7223.5, 110676.0], [7224.0, 73579.0]], 'timestamp': None, 'datetime': None, 'nonce': None}"
